timestamp,value1
0.0,0.8
0.001,0.7962289665187586
0.002,0.7925031090252359
0.003,0.7888215477073509
0.004,0.7851834237698457
0.005,0.7815878994342852
0.006,0.7780341579390568
0.007,0.7745214035393712
0.008,0.7710488615072612
0.009,0.7676157781315832
0.01,0.7642214207180161
0.011,0.7608650775890612
0.012,0.7575460572789041
0.013,0.7542636766682727
0.014,0.7510172761847949
0.015,0.7478062144677704
0.016,0.7446298642215381
0.017,0.7414876122154767
0.018,0.7383788592840047
0.019,0.7353030203265799
0.02,0.7322595243077001
0.021,0.7292478142569028
0.022,0.7262673472687646
0.023,0.7233175945029028
0.024,0.7203980411839729
0.025,0.7175081841726589
0.026,0.7146475223275401
0.027,0.7118155773765462
0.028,0.7090118824147402
0.029,0.706235979522895
0.03,0.7034874197674919
0.031,0.7007657632007219
0.032,0.6980705788604854
0.033,0.6954014447703915
0.034,0.6927579479397588
0.035,0.6901396843636151
0.036,0.6875462590226974
0.037,0.6849772858834517
0.038,0.6824323878980335
0.039,0.6799111970043078
0.04,0.6774133541258477
0.041,0.6749385091719365
0.042,0.6724863206394636
0.043,0.6700564426084472
0.044,0.6676485422294859
0.045,0.6652622985613662
0.046,0.6628973961065535
0.047,0.6605535248111907
0.048,0.6582303800650989
0.049,0.6559276627017774
0.05,0.6536450789984034
0.051,0.6513823406758323
0.052,0.6491391648985976
0.053,0.6469152742749104
0.054,0.6447103968566604
0.055,0.6425242661394153
0.056,0.6403566210624204
0.057,0.6382072060085996
0.058,0.6360757708045548
0.059,0.6339620707205657
0.06,0.6318658664705897
0.061,0.6297869242122633
0.062,0.6277250153032885
0.063,0.625679904841854
0.064,0.623651367227978
0.065,0.6216391865733931
0.066,0.6196431501741014
0.067,0.6176630485103741
0.068,0.6156986752467511
0.069,0.6137498272320421
0.07,0.6118163044993251
0.071,0.609897910265948
0.072,0.6079944509335271
0.073,0.6061057360879485
0.074,0.6042315784993669
0.075,0.6023717941222064
0.076,0.60052620209516
0.077,0.5986946247411903
0.078,0.5968768875675282
0.079,0.5950728192656745
0.08,0.5932822517113985
0.081,0.5915050199647391
0.082,0.589740962270004
0.083,0.5879899200557704
0.084,0.5862517379348843
0.085,0.5845262637044605
0.086,0.5828133483458839
0.087,0.5811128451662854
0.088,0.5794245993915222
0.089,0.5777484661201222
0.09,0.576084305967144
0.091,0.57443198134749
0.092,0.5727913564759061
0.093,0.5711622973669819
0.094,0.5695446718351506
0.095,0.5679383494946888
0.096,0.5663432017597171
0.097,0.5647591018441993
0.098,0.5631859247619432
0.099,0.5616235473265997
0.1,0.5600718481516639
0.101,0.5585307076504741
0.102,0.5570000080362122
0.103,0.555479633321904
0.104,0.5539694693204187
0.105,0.552469403644469
0.106,0.5509793257066113
0.107,0.5494991267192461
0.108,0.5480286996946165
0.109,0.54656793944481
0.11,0.5451167425817575
0.111,0.5436750075172334
0.112,0.5422426344628557
0.113,0.5408195254300864
0.114,0.5394055842302307
0.115,0.538000716474437
0.116,0.5366048292044049
0.117,0.5352178223734737
0.118,0.5338396021739206
0.119,0.5324700796870088
0.12,0.5311091669868668
0.121,0.529756777140489
0.122,0.5284128242077347
0.123,0.5270772232413293
0.124,0.5257498902868635
0.125,0.5244307423827933
0.126,0.5231196975604405
0.127,0.5218166748439924
0.128,0.5205215942505016
0.129,0.5192343767898865
0.13,0.5179549444649306
0.131,0.5166832202712834
0.132,0.5154191281974596
0.133,0.5141625932248395
0.134,0.5129135413276688
0.135,0.5116718994730589
0.136,0.5104375956209867
0.137,0.5092105587242944
0.138,0.5079907187286901
0.139,0.5067780065727469
0.14,0.5055723541879038
0.141,0.5043736944984651
0.142,0.5031819614216009
0.143,0.5019970898673463
0.144,0.5008190157386025
0.145,0.4996476759311359
0.146,0.49848300833357834
0.147,0.49732495182742753
0.148,0.4961734462870461
0.149,0.49502843257966284
0.15,0.49388985256537166
0.151,0.49275764854386955
0.152,0.4916317565360677
0.153,0.4905121182407995
0.154,0.4893986783276262
0.155,0.48829138200167105
0.156,0.48719017500361894
0.157,0.48609500360971647
0.158,0.48500581463177217
0.159,0.48392255541715606
0.16,0.4828451738488001
0.161,0.48177361834519805
0.162,0.4807078378604053
0.163,0.47964778188403895
0.164,0.47859340044127807
0.165,0.47754464409286335
0.166,0.4765014639350972
0.167,0.4754638115998438
0.168,0.47443163925452925
0.169,0.47340489960214116
0.17,0.47238354588122905
0.171,0.47136753186590424
0.172,0.4703568118658396
0.173,0.46935134072627005
0.174,0.4683510738279919
0.175,0.4673559670873635
0.176,0.46636597695630494
0.177,0.4653810604222979
0.178,0.4644011750083859
0.179,0.46342627877317444
0.18,0.4624563303108302
0.181,0.4614912887510825
0.182,0.4605311137592214
0.183,0.4595757655360994
0.184,0.4586252048181307
0.185,0.457679392877291
0.186,0.45673829152111783
0.187,0.4558018630927107
0.188,0.4548700704707306
0.189,0.45394287706940034
0.19,0.45302024683850456
0.191,0.4521021442633899
0.192,0.45118853396055286
0.193,0.45027937554622827
0.194,0.44937463279329737
0.195,0.4484742716650563
0.196,0.4475782584087124
0.197,0.44668655955538417
0.198,0.44579914192010134
0.199,0.44491597260180493
0.2,0.4440370189833471
0.201,0.4431622487314911
0.202,0.4422916297969117
0.203,0.44142513041419457
0.204,0.44056271910183675
0.205,0.43970436466224644
0.206,0.43885003618174306
0.207,0.4379997030305572
0.208,0.43715333486283076
0.209,0.43631090161661673
0.21,0.43547237351387946
0.211,0.4346377210604943
0.212,0.433806915046248
0.213,0.43297992654483847
0.214,0.4321567269138747
0.215,0.4313372877948771
