"","V1","V2"
"V1","0","0"
"V2","0.001","0.002"
"V3","0.002","0.004"
"V4","0.003","0.006"
"V5","0.004","0.008"
"V6","0.005","0.010"
"V7","0.006","0.012"
"V8","0.007","0.014"
"V9","0.008","0.016"
"V10","0.009","0.018"
"V11","0.01","0.02"
"V12","0.011","0.022"
"V13","0.012","0.024"
"V14","0.013","0.026"
"V15","0.014","0.028"
"V16","0.015","0.030"
"V17","0.016","0.032"
"V18","0.017","0.034"
"V19","0.018","0.036"
"V20","0.019","0.038"
"V21","0.02","0.04"
"V22","0.021","0.042"
"V23","0.022","0.044"
"V24","0.023","0.046"
"V25","0.024","0.048"
"V26","0.025","0.050"
"V27","0.026","0.052"
"V28","0.027","0.054"
"V29","0.028","0.056"
"V30","0.029","0.058"
"V31","0.03","0.06"
"V32","0.031","0.062"
"V33","0.032","0.064"
"V34","0.033","0.066"
"V35","0.034","0.068"
"V36","0.035","0.070"
"V37","0.036","0.072"
"V38","0.037","0.074"
"V39","0.038","0.076"
"V40","0.039","0.078"
"V41","0.04","0.08"
"V42","0.041","0.082"
"V43","0.042","0.084"
"V44","0.043","0.086"
"V45","0.044","0.088"
"V46","0.045","0.090"
"V47","0.046","0.092"
"V48","0.047","0.094"
"V49","0.048","0.096"
"V50","0.049","0.098"
"V51","0.05","0.10"
"V52","0.051","0.102"
"V53","0.052","0.104"
"V54","0.053","0.106"
"V55","0.054","0.108"
"V56","0.055","0.110"
"V57","0.056","0.112"
"V58","0.057","0.114"
"V59","0.058","0.116"
"V60","0.059","0.118"
"V61","0.06","0.12"
"V62","0.061","0.122"
"V63","0.062","0.124"
"V64","0.063","0.126"
"V65","0.064","0.128"
"V66","0.065","0.130"
"V67","0.066","0.132"
"V68","0.067","0.134"
"V69","0.068","0.136"
"V70","0.069","0.138"
"V71","0.07","0.14"
"V72","0.071","0.142"
"V73","0.072","0.144"
"V74","0.073","0.146"
"V75","0.074","0.148"
"V76","0.075","0.150"
"V77","0.076","0.152"
"V78","0.077","0.154"
"V79","0.078","0.156"
"V80","0.079","0.158"
"V81","0.08","0.16"
"V82","0.081","0.162"
"V83","0.082","0.164"
"V84","0.083","0.166"
"V85","0.084","0.168"
"V86","0.085","0.170"
"V87","0.086","0.172"
"V88","0.087","0.174"
"V89","0.088","0.176"
"V90","0.089","0.178"
"V91","0.09","0.18"
"V92","0.091","0.182"
"V93","0.092","0.184"
"V94","0.093","0.186"
"V95","0.094","0.188"
"V96","0.095","0.190"
"V97","0.096","0.192"
"V98","0.097","0.194"
"V99","0.098","0.196"
"V100","0.099","0.198"
"V101","0.1","0.2"
"V102","0.101","0.202"
"V103","0.102","0.204"
"V104","0.103","0.206"
"V105","0.104","0.208"
"V106","0.105","0.210"
"V107","0.106","0.212"
"V108","0.107","0.214"
"V109","0.108","0.216"
"V110","0.109","0.218"
"V111","0.11","0.22"
"V112","0.111","0.222"
"V113","0.112","0.224"
"V114","0.113","0.226"
"V115","0.114","0.228"
"V116","0.115","0.230"
"V117","0.116","0.232"
"V118","0.117","0.234"
"V119","0.118","0.236"
"V120","0.119","0.238"
"V121","0.12","0.24"
"V122","0.121","0.242"
"V123","0.122","0.244"
"V124","0.123","0.246"
"V125","0.124","0.248"
"V126","0.125","0.250"
"V127","0.126","0.252"
"V128","0.127","0.254"
"V129","0.128","0.256"
"V130","0.129","0.258"
"V131","0.13","0.26"
"V132","0.131","0.262"
"V133","0.132","0.264"
"V134","0.133","0.266"
"V135","0.134","0.268"
"V136","0.135","0.270"
"V137","0.136","0.272"
"V138","0.137","0.274"
"V139","0.138","0.276"
"V140","0.139","0.278"
"V141","0.14","0.28"
"V142","0.141","0.282"
"V143","0.142","0.284"
"V144","0.143","0.286"
"V145","0.144","0.288"
"V146","0.145","0.290"
"V147","0.146","0.292"
"V148","0.147","0.294"
"V149","0.148","0.296"
"V150","0.149","0.298"
"V151","0.15","0.30"
"V152","0.151","0.302"
"V153","0.152","0.304"
"V154","0.153","0.306"
