"","V1","V2"
"V1","0.0","0.8"
"V2","0.0010000","0.7688204"
"V3","0.0020000","0.7284027"
"V4","0.0030000","0.7474865"
"V5","0.0040000","0.7513348"
"V6","0.0050000","0.7770567"
"V7","0.0060000","0.7658716"
"V8","0.007000","0.733838"
"V9","0.0080000","0.7604647"
"V10","0.0090000","0.8008327"
"V11","0.0100000","0.7869351"
"V12","0.011000","0.788027"
"V13","0.0120000","0.7473383"
"V14","0.0130000","0.7263948"
"V15","0.0140000","0.7303053"
"V16","0.015000","0.710748"
"V17","0.0160000","0.6406122"
"V18","0.0170000","0.6279327"
"V19","0.0180000","0.6189702"
"V20","0.019000","0.639695"
"V21","0.020000","0.619206"
"V22","0.0210000","0.6264574"
"V23","0.0220000","0.6500994"
"V24","0.0230000","0.6431547"
"V25","0.0240000","0.5893742"
"V26","0.0250000","0.5763795"
"V27","0.0260000","0.5389007"
"V28","0.0270000","0.5605854"
"V29","0.028000","0.514547"
"V30","0.0290000","0.5128869"
"V31","0.0300000","0.5362073"
"V32","0.0310000","0.5712251"
"V33","0.0320000","0.6228655"
"V34","0.0330000","0.6028575"
"V35","0.0340000","0.5745061"
"V36","0.0350000","0.5364696"
"V37","0.0360000","0.5561115"
"V38","0.0370000","0.6032538"
"V39","0.0380000","0.6345305"
"V40","0.0390000","0.6478537"
"V41","0.0400000","0.6946149"
"V42","0.041000","0.691325"
"V43","0.0420000","0.6425989"
"V44","0.0430000","0.6117121"
"V45","0.0440000","0.6151039"
"V46","0.0450000","0.6556726"
"V47","0.046000","0.663786"
"V48","0.0470000","0.6349861"
"V49","0.0480000","0.6910063"
"V50","0.0490000","0.6773649"
"V51","0.0500000","0.6712569"
"V52","0.0510000","0.6716592"
"V53","0.0520000","0.6969795"
"V54","0.0530000","0.6811687"
"V55","0.0540000","0.6327611"
"V56","0.0550000","0.6207134"
"V57","0.0560000","0.5940985"
"V58","0.057000","0.597322"
"V59","0.0580000","0.5981122"
"V60","0.0590000","0.5574694"
"V61","0.060000","0.546822"
"V62","0.0610000","0.5241344"
"V63","0.0620000","0.4916502"
"V64","0.0630000","0.5183586"
"V65","0.0640000","0.5281387"
"V66","0.0650000","0.5265308"
"V67","0.0660000","0.4905496"
"V68","0.0670000","0.4702173"
"V69","0.0680000","0.4697857"
"V70","0.0690000","0.5065308"
"V71","0.0700000","0.4711885"
"V72","0.0710000","0.4642475"
"V73","0.0720000","0.4974195"
"V74","0.0730000","0.5432785"
"V75","0.0740000","0.5480757"
"V76","0.0750000","0.5587815"
"V77","0.0760000","0.5547699"
"V78","0.0770000","0.5618301"
"V79","0.0780000","0.5515541"
"V80","0.0790000","0.5028637"
"V81","0.0800000","0.5354624"
"V82","0.0810000","0.5614497"
"V83","0.0820000","0.5960709"
"V84","0.0830000","0.6114772"
"V85","0.0840000","0.5671085"
"V86","0.0850000","0.5751842"
"V87","0.0860000","0.5719881"
"V88","0.0870000","0.5637273"
"V89","0.08800","0.60639"
"V90","0.0890000","0.5769332"
"V91","0.0900000","0.5606039"
"V92","0.0910000","0.5406688"
"V93","0.0920000","0.5594322"
"V94","0.0930000","0.5857935"
"V95","0.0940000","0.5918484"
"V96","0.0950000","0.5769288"
"V97","0.0960000","0.6160993"
"V98","0.0970000","0.5945722"
"V99","0.0980000","0.5530425"
"V100","0.0990000","0.5374717"
"V101","0.1000000","0.5103587"
"V102","0.1010000","0.5167863"
"V103","0.1020000","0.5509217"
"V104","0.1030000","0.6266773"
"V105","0.1040000","0.6080024"
"V106","0.105000","0.584201"
"V107","0.1060000","0.5945553"
"V108","0.1070000","0.6238118"
"V109","0.1080000","0.6515353"
"V110","0.1090000","0.6458233"
"V111","0.1100000","0.6111372"
"V112","0.1110000","0.5972189"
"V113","0.1120000","0.5879532"
"V114","0.113000","0.596317"
"V115","0.1140000","0.5680642"
"V116","0.1150000","0.5563541"
"V117","0.1160000","0.5717681"
"V118","0.1170000","0.6377139"
"V119","0.118000","0.649552"
"V120","0.1190000","0.6514082"
"V121","0.1200000","0.6411781"
"V122","0.1210000","0.6660298"
"V123","0.1220000","0.6728591"
"V124","0.1230000","0.6727423"
"V125","0.1240000","0.6512086"
"V126","0.1250000","0.6748862"
"V127","0.1260000","0.6991127"
"V128","0.1270000","0.6791498"
"V129","0.1280000","0.6491619"
"V130","0.1290000","0.6330059"
"V131","0.13000","0.62784"
"V132","0.1310000","0.6389247"
"V133","0.1320000","0.6600358"
"V134","0.1330000","0.6607237"
"V135","0.1340000","0.6951409"
"V136","0.1350000","0.7157635"
"V137","0.1360000","0.7114161"
"V138","0.137000","0.731885"
"V139","0.1380000","0.7273369"
"V140","0.1390000","0.7438336"
"V141","0.1400000","0.7523483"
"V142","0.1410000","0.7568038"
"V143","0.1420000","0.7502414"
"V144","0.1430000","0.7634386"
"V145","0.1440000","0.7357062"
"V146","0.1450000","0.7280636"
"V147","0.1460000","0.7075414"
"V148","0.1470000","0.7174378"
"V149","0.148000","0.738178"
"V150","0.1490000","0.7238319"
"V151","0.150000","0.760501"
"V152","0.1510000","0.8008551"
"V153","0.1520000","0.7894475"
"V154","0.1530000","0.7725543"
"V155","0.1540000","0.7854443"
"V156","0.1550000","0.7944792"
"V157","0.1560000","0.7509297"
"V158","0.1570000","0.7039308"
"V159","0.1580000","0.6566551"
"V160","0.1590000","0.6100256"
"V161","0.160000","0.572464"
"V162","0.1610000","0.5706668"
"V163","0.1620000","0.5223811"
"V164","0.1630000","0.5438376"
"V165","0.1640000","0.5080783"
"V166","0.1650000","0.4402708"
"V167","0.1660000","0.4329967"
"V168","0.167000","0.489898"
"V169","0.1680000","0.4582011"
"V170","0.1690000","0.4523803"
"V171","0.1700000","0.4668155"
"V172","0.1710000","0.4618713"
"V173","0.1720000","0.5180481"
"V174","0.1730000","0.5027628"
"V175","0.1740000","0.4739591"
"V176","0.1750000","0.4618913"
"V177","0.1760000","0.4412366"
"V178","0.1770000","0.4141386"
"V179","0.1780000","0.3908176"
"V180","0.1790000","0.4392654"
"V181","0.180000","0.486096"
"V182","0.1810000","0.4726251"
"V183","0.1820000","0.4848254"
"V184","0.1830000","0.4251133"
"V185","0.1840000","0.3342212"
"V186","0.1850000","0.3294741"
"V187","0.1860000","0.3678876"
"V188","0.1870000","0.3362941"
"V189","0.1880000","0.3164869"
"V190","0.1890000","0.3093864"
"V191","0.1900000","0.2657412"
"V192","0.1910000","0.2717871"
"V193","0.1920000","0.3049767"
"V194","0.1930000","0.3158214"
"V195","0.1940000","0.3460521"
"V196","0.1950000","0.4231302"
"V197","0.196000","0.466127"
"V198","0.1970000","0.5033946"
"V199","0.1980000","0.5119905"
"V200","0.1990000","0.5083555"
"V201","0.2000000","0.5063143"
"V202","0.2010000","0.4405169"
"V203","0.2020000","0.3944516"
"V204","0.2030000","0.4056628"
"V205","0.2040000","0.3858058"
"V206","0.205000","0.395759"
"V207","0.2060000","0.4106325"
"V208","0.207000","0.435485"
"V209","0.2080000","0.4731931"
"V210","0.2090000","0.4721138"
"V211","0.210000","0.458342"
"V212","0.2110000","0.4198842"
"V213","0.2120000","0.4349621"
"V214","0.2130000","0.4639252"
"V215","0.2140000","0.4361893"
"V216","0.2150000","0.4062592"
"V217","0.2160000","0.3946422"
"V218","0.2170000","0.3577265"
"V219","0.2180000","0.2910205"
"V220","0.2190000","0.2842936"
"V221","0.2200000","0.2548122"
"V222","0.2210000","0.2138252"
"V223","0.2220000","0.2222783"
"V224","0.2230000","0.2244594"
"V225","0.2240000","0.2274441"
"V226","0.2250000","0.2099115"
"V227","0.2260000","0.1744421"
"V228","0.2270000","0.2431727"
"V229","0.2280000","0.2506495"
"V230","0.22900","0.26679"
"V231","0.2300000","0.2399078"
"V232","0.2310000","0.2308242"
"V233","0.2320000","0.2167594"
"V234","0.2330000","0.2238647"
"V235","0.2340000","0.2160048"
"V236","0.2350000","0.1831538"
"V237","0.2360000","0.2000017"
"V238","0.2370000","0.2604155"
"V239","0.2380000","0.3043702"
"V240","0.2390000","0.3187536"
"V241","0.2400000","0.2941295"
"V242","0.2410000","0.2976039"
"V243","0.2420000","0.3151304"
"V244","0.2430000","0.3038358"
"V245","0.2440000","0.2716125"
"V246","0.24500","0.30908"
"V247","0.2460000","0.3602494"
"V248","0.2470000","0.3918648"
"V249","0.2480000","0.3952343"
"V250","0.2490000","0.3768015"
"V251","0.2500000","0.4202015"
"V252","0.251000","0.401553"
"V253","0.2520000","0.3525328"
"V254","0.2530000","0.3576384"
"V255","0.2540000","0.3582752"
"V256","0.255000","0.325931"
"V257","0.2560000","0.3134372"
"V258","0.2570000","0.3282043"
"V259","0.2580000","0.3371182"
"V260","0.2590000","0.3449292"
"V261","0.2600000","0.3913827"
"V262","0.2610000","0.3804741"
"V263","0.2620000","0.3652751"
"V264","0.2630000","0.3336089"
"V265","0.2640000","0.3397608"
"V266","0.2650000","0.3380568"
"V267","0.2660000","0.3425998"
"V268","0.267000","0.350471"
"V269","0.268000","0.317212"
"V270","0.2690000","0.3398257"
"V271","0.2700000","0.3731743"
"V272","0.2710000","0.3717807"
"V273","0.2720000","0.3141564"
"V274","0.2730000","0.3228596"
"V275","0.2740000","0.3847485"
"V276","0.2750000","0.3642064"
"V277","0.2760000","0.3419425"
"V278","0.2770000","0.3493908"
"V279","0.2780000","0.3180026"
"V280","0.2790000","0.3043534"
"V281","0.280000","0.323823"
"V282","0.2810000","0.3433621"
"V283","0.2820000","0.3864305"
"V284","0.2830000","0.3780061"
"V285","0.2840000","0.3793146"
"V286","0.2850000","0.3926455"
"V287","0.2860000","0.4040541"
"V288","0.2870000","0.3991383"
"V289","0.2880000","0.3592955"
"V290","0.2890000","0.3660153"
"V291","0.2900000","0.4110498"
"V292","0.291000","0.414116"
"V293","0.2920000","0.4559204"
"V294","0.2930000","0.4180617"
"V295","0.2940000","0.3918259"
"V296","0.2950000","0.3503646"
"V297","0.2960000","0.3920606"
"V298","0.2970000","0.4503394"
"V299","0.2980000","0.4364584"
"V300","0.299000","0.410412"
"V301","0.3000000","0.3730022"
"V302","0.3010000","0.3753968"
"V303","0.3020000","0.3562598"
"V304","0.3030000","0.4209435"
"V305","0.3040000","0.4124251"
"V306","0.3050000","0.4323088"
"V307","0.3060000","0.4488283"
"V308","0.3070000","0.4557837"
"V309","0.3080000","0.3857416"
"V310","0.3090000","0.3517137"
"V311","0.3100000","0.3140096"
"V312","0.3110000","0.3351291"
"V313","0.31200","0.31654"
"V314","0.3130000","0.3267046"
"V315","0.3140000","0.3151209"
"V316","0.3150000","0.3157448"
"V317","0.3160000","0.3471956"
"V318","0.3170000","0.3497369"
"V319","0.3180000","0.3530289"
"V320","0.3190000","0.3606042"
"V321","0.3200000","0.3545677"
"V322","0.3210000","0.3725782"
"V323","0.3220000","0.3851257"
"V324","0.3230000","0.3873547"
"V325","0.3240000","0.3994369"
"V326","0.3250000","0.4045674"
"V327","0.3260000","0.3765445"
"V328","0.3270000","0.3944939"
"V329","0.3280000","0.4193643"
"V330","0.329000","0.356031"
"V331","0.3300000","0.3923116"
"V332","0.3310000","0.4122568"
"V333","0.3320000","0.3552816"
"V334","0.3330000","0.3867734"
"V335","0.3340000","0.4160768"
"V336","0.3350000","0.4063586"
"V337","0.3360000","0.3682322"
"V338","0.3370000","0.3908706"
"V339","0.3380000","0.3892216"
"V340","0.3390000","0.4076359"
"V341","0.3400000","0.3705102"
"V342","0.3410000","0.3405852"
"V343","0.3420000","0.3248658"
"V344","0.343000","0.325607"
"V345","0.3440000","0.3437451"
"V346","0.3450000","0.3358544"
"V347","0.3460000","0.3277695"
"V348","0.3470000","0.3260694"
"V349","0.3480000","0.3148949"
"V350","0.3490000","0.3169779"
"V351","0.3500000","0.3017338"
"V352","0.351000","0.314864"
"V353","0.3520000","0.2857816"
"V354","0.3530000","0.3113298"
"V355","0.3540000","0.3224928"
"V356","0.3550000","0.3307899"
"V357","0.3560000","0.3201843"
"V358","0.3570000","0.2886107"
"V359","0.3580000","0.2324002"
"V360","0.3590000","0.2006615"
"V361","0.3600000","0.2165372"
"V362","0.3610000","0.2418384"
"V363","0.3620000","0.2346735"
"V364","0.3630000","0.1700762"
"V365","0.3640000","0.1306338"
"V366","0.3650000","0.1215559"
"V367","0.36600000","0.09731964"
"V368","0.36700000","0.06074394"
"V369","0.36800000","0.06178078"
"V370","0.36900000","0.05390487"
"V371","0.37000000","0.06572153"
"V372","0.37100000","0.02108089"
"V373","0.37200000","0.02997612"
"V374","0.37300000","0.09163616"
"V375","0.3740000","0.1131399"
"V376","0.3750000","0.1553711"
"V377","0.3760000","0.1640864"
"V378","0.3770000","0.1312409"
"V379","0.3780000","0.1275025"
"V380","0.3790000","0.1215466"
"V381","0.3800000","0.1273106"
"V382","0.38100000","0.07782389"
"V383","0.3820000","0.1040835"
"V384","0.383000","0.139353"
"V385","0.3840000","0.1851045"
"V386","0.3850000","0.2016469"
"V387","0.3860000","0.1661068"
"V388","0.3870000","0.1902982"
"V389","0.3880000","0.2068253"
"V390","0.3890000","0.1603569"
"V391","0.3900000","0.1853051"
"V392","0.3910000","0.2092069"
"V393","0.3920000","0.2096933"
"V394","0.3930000","0.2347713"
"V395","0.394000","0.204844"
"V396","0.3950000","0.1914148"
"V397","0.3960000","0.2102755"
"V398","0.3970000","0.2287585"
"V399","0.3980000","0.2323076"
"V400","0.3990000","0.2153398"
"V401","0.4000000","0.2086953"
"V402","0.4010000","0.2208607"
"V403","0.4020000","0.1959492"
"V404","0.4030000","0.1868259"
"V405","0.4040000","0.1660282"
"V406","0.4050000","0.1754006"
"V407","0.4060000","0.2136537"
"V408","0.4070000","0.1883498"
"V409","0.4080000","0.2255759"
"V410","0.409000","0.220576"
"V411","0.4100000","0.2216284"
"V412","0.4110000","0.2500213"
"V413","0.4120000","0.2005317"
"V414","0.4130000","0.2013449"
"V415","0.4140000","0.2004727"
"V416","0.4150000","0.1886236"
"V417","0.4160000","0.1472968"
"V418","0.4170000","0.1573341"
"V419","0.4180000","0.1798142"
"V420","0.4190000","0.1952007"
"V421","0.4200000","0.2649607"
"V422","0.4210000","0.2618911"
"V423","0.4220000","0.2187905"
"V424","0.4230000","0.2009737"
"V425","0.4240000","0.1509551"
"V426","0.4250000","0.1423226"
"V427","0.426000","0.159189"
"V428","0.4270000","0.1545531"
"V429","0.4280000","0.1717575"
"V430","0.4290000","0.1807583"
"V431","0.4300000","0.2008541"
"V432","0.4310000","0.2170643"
"V433","0.4320000","0.2568921"
"V434","0.433000","0.272471"
"V435","0.4340000","0.2674652"
"V436","0.4350000","0.2497181"
"V437","0.4360000","0.2461902"
"V438","0.4370000","0.2397604"
"V439","0.438000","0.254215"
"V440","0.4390000","0.3143782"
"V441","0.440000","0.316321"
"V442","0.4410000","0.3016064"
"V443","0.4420000","0.3391563"
"V444","0.443000","0.407338"
"V445","0.4440000","0.3786617"
"V446","0.4450000","0.3836149"
"V447","0.446000","0.447506"
"V448","0.4470000","0.4572502"
"V449","0.4480000","0.4395403"
"V450","0.4490000","0.4845152"
"V451","0.4500000","0.4682256"
"V452","0.4510000","0.4376588"
"V453","0.4520000","0.4003987"
"V454","0.4530000","0.4155197"
"V455","0.4540000","0.4419251"
"V456","0.4550000","0.4647913"
"V457","0.456000","0.467992"
"V458","0.4570000","0.4818527"
"V459","0.4580000","0.4322774"
"V460","0.4590000","0.4362925"
"V461","0.4600000","0.4257199"
"V462","0.4610000","0.4536124"
"V463","0.462000","0.472148"
"V464","0.463000","0.515327"
"V465","0.464000","0.513973"
"V466","0.46500","0.53586"
"V467","0.466000","0.564116"
"V468","0.467000","0.549157"
"V469","0.4680000","0.5894005"
"V470","0.469000","0.607909"
"V471","0.4700000","0.6300652"
"V472","0.4710000","0.6424451"
"V473","0.4720000","0.6636354"
"V474","0.4730000","0.6689453"
"V475","0.4740000","0.6845106"
"V476","0.4750000","0.6800739"
"V477","0.4760000","0.6584244"
"V478","0.4770000","0.6633852"
"V479","0.4780000","0.6497201"
"V480","0.4790000","0.6484567"
"V481","0.4800000","0.6190349"
"V482","0.481000","0.605512"
"V483","0.482000","0.597957"
"V484","0.4830000","0.6165156"
"V485","0.4840000","0.6226938"
"V486","0.485000","0.596237"
"V487","0.4860000","0.6112557"
"V488","0.4870000","0.6258932"
"V489","0.4880000","0.6469651"
"V490","0.4890000","0.6337845"
"V491","0.4900000","0.6305073"
"V492","0.4910000","0.6705306"
"V493","0.4920000","0.6005863"
"V494","0.4930000","0.5755264"
"V495","0.4940000","0.6125755"
"V496","0.4950000","0.5915533"
"V497","0.4960000","0.5547145"
"V498","0.4970000","0.5241093"
"V499","0.4980000","0.5589672"
"V500","0.4990000","0.6088751"
"V501","0.5000000","0.6144331"
"V502","0.5010000","0.6145581"
"V503","0.5020000","0.5890945"
"V504","0.5030000","0.6194139"
"V505","0.5040000","0.6072638"
"V506","0.5050000","0.6133281"
"V507","0.5060000","0.5509748"
"V508","0.5070000","0.5222127"
"V509","0.5080000","0.5105755"
"V510","0.5090000","0.4992271"
"V511","0.5100000","0.5144742"
"V512","0.5110000","0.5615585"
"V513","0.5120000","0.5790348"
"V514","0.5130000","0.5818131"
"V515","0.5140000","0.5770975"
"V516","0.5150000","0.5468846"
"V517","0.51600","0.52547"
"V518","0.5170000","0.5357923"
"V519","0.5180000","0.5411565"
"V520","0.5190000","0.5269731"
"V521","0.520000","0.530614"
"V522","0.5210000","0.5766738"
"V523","0.5220000","0.5993932"
"V524","0.5230000","0.5615118"
"V525","0.524000","0.552585"
"V526","0.5250000","0.5595102"
"V527","0.5260000","0.5304386"
"V528","0.5270000","0.5359387"
"V529","0.5280000","0.5480246"
"V530","0.5290000","0.5433218"
"V531","0.5300000","0.5158739"
"V532","0.5310000","0.4898671"
"V533","0.532000","0.462074"
"V534","0.5330000","0.4933625"
"V535","0.5340000","0.5144246"
"V536","0.5350000","0.5365879"
"V537","0.5360000","0.5826866"
"V538","0.5370000","0.5872814"
"V539","0.538000","0.600694"
"V540","0.5390000","0.5911873"
"V541","0.5400000","0.5835813"
"V542","0.5410000","0.5499031"
"V543","0.5420000","0.5291116"
"V544","0.5430000","0.5267298"
"V545","0.5440000","0.4767489"
"V546","0.5450000","0.4527733"
"V547","0.5460000","0.4632497"
"V548","0.5470000","0.4583288"
"V549","0.5480000","0.4936227"
"V550","0.5490000","0.4844094"
"V551","0.5500000","0.4791058"
"V552","0.5510000","0.4339335"
"V553","0.5520000","0.4479743"
"V554","0.5530000","0.4698042"
"V555","0.5540000","0.5085502"
"V556","0.5550000","0.5414198"
"V557","0.5560000","0.5642402"
"V558","0.5570000","0.5727106"
"V559","0.5580000","0.5167571"
"V560","0.5590000","0.5403968"
"V561","0.5600000","0.5495095"
"V562","0.561000","0.564668"
"V563","0.5620000","0.5819169"
"V564","0.5630000","0.5590869"
"V565","0.5640000","0.5703214"
"V566","0.5650000","0.5694341"
"V567","0.5660000","0.5798545"
"V568","0.5670000","0.5909087"
"V569","0.5680000","0.6081807"
"V570","0.5690000","0.6163278"
"V571","0.5700000","0.6560682"
"V572","0.5710000","0.6505757"
"V573","0.5720000","0.6286487"
"V574","0.5730000","0.6406942"
"V575","0.5740000","0.6529733"
"V576","0.5750000","0.6643332"
"V577","0.5760000","0.6365264"
"V578","0.5770000","0.6244636"
"V579","0.5780000","0.6462688"
"V580","0.579000","0.646565"
"V581","0.5800000","0.6387409"
"V582","0.5810000","0.6620716"
"V583","0.5820000","0.6840122"
"V584","0.5830000","0.6711004"
"V585","0.5840000","0.6649926"
"V586","0.5850000","0.6956761"
"V587","0.5860000","0.6405224"
"V588","0.5870000","0.5952216"
"V589","0.588000","0.590353"
"V590","0.5890000","0.5906047"
"V591","0.590000","0.614216"
"V592","0.5910000","0.6176376"
"V593","0.5920000","0.6391489"
"V594","0.5930000","0.6521467"
"V595","0.5940000","0.6386879"
"V596","0.5950000","0.6570016"
"V597","0.5960000","0.6654665"
"V598","0.5970000","0.6664161"
"V599","0.5980000","0.6455123"
"V600","0.5990000","0.6446258"
"V601","0.600000","0.620528"
"V602","0.6010000","0.6098965"
"V603","0.6020000","0.6713471"
