"","V1","V2","V3"
"V1","0","1","1"
"V2","0.0010000","1.0005750","0.9911427"
"V3","0.0020000","1.0001320","0.9877104"
"V4","0.0030000","0.9899288","0.9788277"
"V5","0.0040000","0.9929346","0.9732384"
"V6","0.0050000","0.9844179","0.9827113"
"V7","0.0060000","0.9879683","0.9752607"
"V8","0.0070000","0.9972018","0.9649825"
"V9","0.0080000","0.9875732","0.9564181"
"V10","0.0090000","0.9866752","0.9463890"
"V11","0.0100000","0.9910339","0.9349770"
"V12","0.0110000","0.9936483","0.9451432"
"V13","0.0120000","0.9824871","0.9496427"
"V14","0.0130000","0.9844286","0.9442337"
"V15","0.0140000","0.9961645","0.9458255"
"V16","0.0150000","0.9854222","0.9599333"
"V17","0.0160000","0.9731322","0.9641644"
"V18","0.0170000","0.9605384","0.9603273"
"V19","0.0180000","0.9521609","0.9478563"
"V20","0.0190000","0.9478941","0.9348135"
"V21","0.0200000","0.9503916","0.9418852"
"V22","0.0210000","0.9352013","0.9432685"
"V23","0.0220000","0.9453361","0.9285255"
"V24","0.0230000","0.9555976","0.9202530"
"V25","0.0240000","0.9627961","0.9292099"
"V26","0.0250000","0.9625152","0.9317546"
"V27","0.0260000","0.9609238","0.9159628"
"V28","0.0270000","0.9656659","0.9111773"
"V29","0.0280000","0.9574410","0.9139676"
"V30","0.0290000","0.9493170","0.9099465"
"V31","0.0300000","0.9324882","0.9049211"
"V32","0.0310000","0.9392855","0.8994640"
"V33","0.0320000","0.9351499","0.8837496"
"V34","0.0330000","0.9242113","0.8683543"
"V35","0.0340000","0.9204870","0.8596755"
"V36","0.0350000","0.9085088","0.8683260"
"V37","0.0360000","0.9143518","0.8639253"
"V38","0.0370000","0.9130671","0.8602470"
"V39","0.0380000","0.9121990","0.8574225"
"V40","0.0390000","0.9307977","0.8601799"
"V41","0.0400000","0.9401115","0.8647054"
"V42","0.0410000","0.9497583","0.8717721"
"V43","0.0420000","0.9508281","0.8603182"
"V44","0.0430000","0.9559331","0.8600776"
"V45","0.0440000","0.9637005","0.8633909"
"V46","0.0450000","0.9666695","0.8562483"
"V47","0.0460000","0.9557877","0.8591923"
"V48","0.0470000","0.9637181","0.8503778"
"V49","0.0480000","0.9603122","0.8460622"
"V50","0.0490000","0.9613762","0.8431661"
"V51","0.0500000","0.9643325","0.8342667"
"V52","0.0510000","0.9653584","0.8191841"
"V53","0.0520000","0.9644568","0.8108211"
"V54","0.0530000","0.9501955","0.8214415"
"V55","0.0540000","0.9517461","0.8307556"
"V56","0.0550000","0.9409446","0.8247062"
"V57","0.0560000","0.9301453","0.8259471"
"V58","0.0570000","0.9252139","0.8336606"
"V59","0.0580000","0.9397898","0.8335166"
"V60","0.0590000","0.9471731","0.8355737"
"V61","0.0600000","0.9342601","0.8354510"
"V62","0.0610000","0.9259634","0.8378297"
"V63","0.0620000","0.9278145","0.8369580"
"V64","0.0630000","0.9166103","0.8343552"
"V65","0.0640000","0.9070452","0.8459011"
"V66","0.0650000","0.9047096","0.8427500"
"V67","0.0660000","0.9113269","0.8319155"
"V68","0.0670000","0.9241833","0.8377112"
"V69","0.0680000","0.9222071","0.8537872"
"V70","0.0690000","0.9308493","0.8569220"
"V71","0.0700000","0.9229012","0.8564884"
"V72","0.0710000","0.9046302","0.8591874"
"V73","0.0720000","0.8973975","0.8549460"
"V74","0.0730000","0.8946554","0.8426132"
"V75","0.0740000","0.8942336","0.8421540"
"V76","0.0750000","0.8925807","0.8443252"
"V77","0.0760000","0.8840401","0.8405626"
"V78","0.0770000","0.8781058","0.8431104"
"V79","0.0780000","0.8912818","0.8194355"
"V80","0.0790000","0.8798158","0.8139506"
"V81","0.0800000","0.8957028","0.8137687"
"V82","0.0810000","0.8985734","0.8163957"
"V83","0.0820000","0.8998381","0.7989690"
"V84","0.0830000","0.9016834","0.7983999"
"V85","0.0840000","0.8967265","0.7978894"
"V86","0.0850000","0.9010641","0.7989250"
"V87","0.0860000","0.9004524","0.7849344"
"V88","0.0870000","0.8880852","0.7696820"
"V89","0.0880000","0.8777889","0.7642580"
"V90","0.0890000","0.8683004","0.7694544"
"V91","0.0900000","0.8716562","0.7514928"
"V92","0.0910000","0.8668484","0.7426846"
"V93","0.0920000","0.8465082","0.7373169"
"V94","0.0930000","0.8486303","0.7356181"
"V95","0.0940000","0.8269326","0.7329401"
"V96","0.0950000","0.8222748","0.7359023"
"V97","0.0960000","0.8305568","0.7410717"
"V98","0.0970000","0.8309937","0.7455815"
"V99","0.0980000","0.8320275","0.7606013"
"V100","0.0990000","0.8261031","0.7683455"
"V101","0.1000000","0.8043552","0.7610058"
"V102","0.1010000","0.7998459","0.7584645"
"V103","0.1020000","0.8095690","0.7468683"
"V104","0.1030000","0.8154355","0.7412774"
"V105","0.1040000","0.8189107","0.7417547"
"V106","0.1050000","0.8251474","0.7392726"
"V107","0.1060000","0.8325010","0.7317859"
"V108","0.107000","0.813627","0.744801"
"V109","0.1080000","0.8197868","0.7465341"
"V110","0.1090000","0.8288759","0.7461727"
"V111","0.1100000","0.8205625","0.7526909"
"V112","0.1110000","0.8448656","0.7482695"
"V113","0.1120000","0.8403688","0.7538001"
"V114","0.1130000","0.8347338","0.7625088"
"V115","0.1140000","0.8356173","0.7585896"
"V116","0.1150000","0.8345902","0.7585232"
"V117","0.1160000","0.8231999","0.7462521"
"V118","0.1170000","0.8142755","0.7513875"
"V119","0.1180000","0.8181360","0.7593438"
"V120","0.1190000","0.8088201","0.7686454"
"V121","0.1200000","0.8016407","0.7737269"
