"","V1","V2"
"V1","0","1"
"V2","0.0010","1.0002"
"V3","0.002000","1.000399"
"V4","0.003000","1.000599"
"V5","0.004000","1.000798"
"V6","0.005000","1.000997"
"V7","0.006000","1.001197"
"V8","0.007000","1.001395"
"V9","0.008000","1.001594"
"V10","0.009000","1.001793"
"V11","0.010000","1.001991"
"V12","0.011000","1.002189"
"V13","0.012000","1.002387"
"V14","0.013000","1.002585"
"V15","0.014000","1.002783"
"V16","0.01500","1.00298"
"V17","0.016000","1.003178"
"V18","0.017000","1.003375"
"V19","0.018000","1.003572"
"V20","0.019000","1.003769"
"V21","0.020000","1.003966"
"V22","0.021000","1.004162"
"V23","0.022000","1.004359"
"V24","0.023000","1.004555"
"V25","0.024000","1.004751"
"V26","0.025000","1.004947"
"V27","0.026000","1.005143"
"V28","0.027000","1.005338"
"V29","0.028000","1.005534"
"V30","0.029000","1.005729"
"V31","0.030000","1.005924"
"V32","0.031000","1.006119"
"V33","0.032000","1.006314"
"V34","0.033000","1.006508"
"V35","0.034000","1.006703"
"V36","0.035000","1.006897"
"V37","0.036000","1.007091"
"V38","0.037000","1.007285"
"V39","0.038000","1.007479"
"V40","0.039000","1.007672"
"V41","0.040000","1.007865"
"V42","0.041000","1.008059"
"V43","0.042000","1.008252"
"V44","0.043000","1.008445"
"V45","0.044000","1.008637"
"V46","0.04500","1.00883"
"V47","0.046000","1.009022"
"V48","0.047000","1.009214"
"V49","0.048000","1.009406"
"V50","0.049000","1.009598"
"V51","0.05000","1.00979"
"V52","0.051000","1.009982"
"V53","0.052000","1.010173"
"V54","0.053000","1.010364"
"V55","0.054000","1.010555"
"V56","0.055000","1.010746"
"V57","0.056000","1.010936"
"V58","0.057000","1.011127"
"V59","0.058000","1.011317"
"V60","0.059000","1.011507"
"V61","0.060000","1.011697"
"V62","0.061000","1.011887"
"V63","0.062000","1.012077"
"V64","0.063000","1.012266"
"V65","0.064000","1.012455"
"V66","0.065000","1.012644"
"V67","0.066000","1.012833"
"V68","0.067000","1.013022"
"V69","0.068000","1.013211"
"V70","0.069000","1.013399"
"V71","0.070000","1.013587"
"V72","0.071000","1.013775"
"V73","0.072000","1.013963"
"V74","0.073000","1.014151"
"V75","0.074000","1.014338"
"V76","0.075000","1.014525"
"V77","0.076000","1.014713"
"V78","0.0770","1.0149"
"V79","0.078000","1.015086"
"V80","0.079000","1.015273"
"V81","0.080000","1.015459"
"V82","0.081000","1.015645"
"V83","0.082000","1.015832"
"V84","0.083000","1.016017"
"V85","0.084000","1.016203"
"V86","0.085000","1.016389"
"V87","0.086000","1.016574"
"V88","0.087000","1.016759"
"V89","0.088000","1.016944"
"V90","0.089000","1.017129"
"V91","0.090000","1.017313"
"V92","0.091000","1.017498"
"V93","0.092000","1.017682"
"V94","0.093000","1.017866"
"V95","0.09400","1.01805"
"V96","0.095000","1.018234"
"V97","0.096000","1.018417"
"V98","0.0970","1.0186"
"V99","0.098000","1.018783"
"V100","0.099000","1.018966"
"V101","0.100000","1.019149"
"V102","0.101000","1.019332"
"V103","0.102000","1.019514"
"V104","0.103000","1.019696"
"V105","0.104000","1.019878"
"V106","0.10500","1.02006"
"V107","0.106000","1.020242"
"V108","0.107000","1.020423"
"V109","0.108000","1.020604"
"V110","0.109000","1.020785"
"V111","0.110000","1.020966"
"V112","0.111000","1.021147"
"V113","0.112000","1.021327"
"V114","0.113000","1.021508"
"V115","0.114000","1.021688"
"V116","0.115000","1.021868"
"V117","0.116000","1.022047"
"V118","0.117000","1.022227"
"V119","0.118000","1.022406"
"V120","0.119000","1.022586"
"V121","0.120000","1.022765"
"V122","0.121000","1.022943"
"V123","0.122000","1.023122"
"V124","0.1230","1.0233"
"V125","0.124000","1.023478"
"V126","0.125000","1.023656"
"V127","0.126000","1.023834"
"V128","0.127000","1.024012"
"V129","0.128000","1.024189"
"V130","0.129000","1.024367"
"V131","0.130000","1.024544"
"V132","0.13100","1.02472"
"V133","0.132000","1.024897"
"V134","0.133000","1.025074"
"V135","0.13400","1.02525"
"V136","0.135000","1.025426"
"V137","0.136000","1.025602"
"V138","0.137000","1.025777"
"V139","0.138000","1.025953"
"V140","0.139000","1.026128"
"V141","0.140000","1.026303"
"V142","0.141000","1.026478"
