"","V1","V2","V3"
"V1","0","3","3"
"V2","0.001000","3.000939","3.001180"
"V3","0.002000","2.998712","2.999607"
"V4","0.003000","2.993630","2.995455"
"V5","0.004000","2.986107","2.988959"
"V6","0.005000","2.976663","2.980408"
"V7","0.006000","2.965921","2.970153"
"V8","0.007000","2.954606","2.958599"
"V9","0.008000","2.943517","2.946193"
"V10","0.009000","2.933327","2.933316"
"V11","0.010000","2.924650","2.920318"
"V12","0.011000","2.917990","2.907502"
"V13","0.012000","2.913721","2.895109"
"V14","0.013000","2.912032","2.883293"
"V15","0.014000","2.912946","2.872148"
"V16","0.015000","2.916318","2.861722"
"V17","0.016000","2.921843","2.852014"
"V18","0.017000","2.929052","2.842979"
"V19","0.018000","2.937367","2.834562"
"V20","0.019000","2.946138","2.826725"
"V21","0.020000","2.954698","2.819464"
"V22","0.021000","2.962407","2.812818"
"V23","0.022000","2.968659","2.806869"
"V24","0.023000","2.972958","2.801766"
"V25","0.024000","2.974931","2.797724"
"V26","0.025000","2.974368","2.794988"
"V27","0.026000","2.971217","2.793824"
"V28","0.027000","2.965592","2.794527"
"V29","0.028000","2.957753","2.797390"
"V30","0.029000","2.948106","2.802657"
"V31","0.030000","2.937156","2.810517"
"V32","0.031000","2.925439","2.821056"
"V33","0.032000","2.913517","2.834264"
"V34","0.033000","2.901960","2.850028"
"V35","0.034000","2.891253","2.868099"
"V36","0.035000","2.881794","2.888094"
"V37","0.036000","2.873841","2.909548"
"V38","0.037000","2.867513","2.931916"
"V39","0.038000","2.862788","2.954575"
"V40","0.039000","2.859511","2.976848"
"V41","0.040000","2.857398","2.998078"
"V42","0.041000","2.856061","3.017627"
"V43","0.04200","2.85510","3.03495"
"V44","0.043000","2.854103","3.049600"
"V45","0.044000","2.852652","3.061229"
"V46","0.045000","2.850400","3.069621"
"V47","0.046000","2.847105","3.074742"
"V48","0.047000","2.842644","3.076682"
"V49","0.048000","2.837017","3.075649"
"V50","0.049000","2.830356","3.071972"
"V51","0.050000","2.822919","3.066092"
"V52","0.051000","2.815046","3.058498"
"V53","0.052000","2.807188","3.049721"
"V54","0.053000","2.799804","3.040268"
"V55","0.054000","2.793321","3.030588"
"V56","0.055000","2.788143","3.021069"
"V57","0.056000","2.784634","3.012040"
"V58","0.057000","2.783025","3.003706"
"V59","0.058000","2.783415","2.996146"
"V60","0.059000","2.785783","2.989360"
"V61","0.060000","2.789986","2.983274"
"V62","0.061000","2.795757","2.977735"
"V63","0.062000","2.802720","2.972529"
"V64","0.063000","2.810450","2.967453"
"V65","0.064000","2.818463","2.962307"
"V66","0.065000","2.826319","2.956965"
"V67","0.066000","2.833639","2.951387"
"V68","0.067000","2.840101","2.945618"
"V69","0.068000","2.845451","2.939786"
"V70","0.069000","2.849579","2.934150"
"V71","0.070000","2.852501","2.929089"
"V72","0.071000","2.854307","2.925020"
"V73","0.072000","2.855160","2.922404"
"V74","0.073000","2.855296","2.921735"
"V75","0.074000","2.854999","2.923522"
"V76","0.075000","2.854521","2.928186"
"V77","0.076000","2.854094","2.936081"
"V78","0.077000","2.853870","2.947406"
"V79","0.078000","2.853921","2.962205"
"V80","0.079000","2.854237","2.980362"
"V81","0.080000","2.854732","3.001609"
"V82","0.081000","2.855237","3.025483"
"V83","0.082000","2.855501","3.051334"
"V84","0.083000","2.855284","3.078430"
"V85","0.084000","2.854366","3.105962"
"V86","0.085000","2.852542","3.133047"
"V87","0.086000","2.849640","3.158759"
"V88","0.087000","2.845618","3.182253"
"V89","0.088000","2.840544","3.202738"
"V90","0.089000","2.834583","3.219590"
"V91","0.090000","2.827997","3.232357"
"V92","0.091000","2.821149","3.240758"
"V93","0.092000","2.814481","3.244686"
"V94","0.093000","2.808442","3.244260"
"V95","0.094000","2.803502","3.239827"
"V96","0.095000","2.800035","3.231860"
"V97","0.096000","2.798297","3.220952"
"V98","0.097000","2.798432","3.207810"
"V99","0.09800","2.80047","3.19324"
"V100","0.099000","2.804246","3.178020"
"V101","0.100000","2.809397","3.162920"
"V102","0.101000","2.815471","3.148601"
"V103","0.102000","2.821939","3.135603"
"V104","0.10300","2.82819","3.12434"
"V105","0.104000","2.833555","3.115103"
"V106","0.105000","2.837460","3.108013"
"V107","0.106000","2.839397","3.103003"
"V108","0.107000","2.839038","3.099910"
"V109","0.108000","2.836254","3.098479"
"V110","0.109000","2.831112","3.098367"
"V111","0.110000","2.823871","3.099145"
"V112","0.111000","2.814987","3.100396"
"V113","0.112000","2.805174","3.101709"
"V114","0.113000","2.795201","3.102736"
"V115","0.114000","2.785861","3.103211"
"V116","0.115000","2.777968","3.102948"
"V117","0.116000","2.772349","3.101843"
"V118","0.117000","2.769656","3.099885"
"V119","0.118000","2.770355","3.097184"
"V120","0.119000","2.774684","3.093895"
"V121","0.120000","2.782624","3.090205"
"V122","0.121000","2.793903","3.086335"
"V123","0.122000","2.807998","3.082537"
"V124","0.123000","2.824203","3.079039"
"V125","0.124000","2.841543","3.076026"
"V126","0.125000","2.858997","3.073645"
"V127","0.126000","2.875567","3.071990"
"V128","0.127000","2.890280","3.071104"
"V129","0.12800","2.90219","3.07098"
"V130","0.129000","2.910524","3.071580"
"V131","0.130000","2.914784","3.072819"
"V132","0.131000","2.914704","3.074605"
"V133","0.132000","2.910275","3.076857"
"V134","0.133000","2.901749","3.079501"
"V135","0.134000","2.889637","3.082471"
"V136","0.135000","2.874620","3.085722"
"V137","0.136000","2.857597","3.089261"
"V138","0.13700","2.83953","3.09311"
"V139","0.138000","2.821345","3.097295"
"V140","0.139000","2.803935","3.101844"
"V141","0.140000","2.788158","3.106793"
"V142","0.141000","2.774768","3.112157"
"V143","0.142000","2.764273","3.117898"
"V144","0.143000","2.757015","3.123934"
"V145","0.144000","2.753158","3.130131"
"V146","0.145000","2.752684","3.136298"
"V147","0.146000","2.755397","3.142192"
"V148","0.147000","2.760969","3.147534"
"V149","0.148000","2.768968","3.152009"
"V150","0.149000","2.778898","3.155296"
"V151","0.150000","2.790280","3.157126"
"V152","0.151000","2.802652","3.157280"
"V153","0.152000","2.815566","3.155591"
"V154","0.15300","2.82861","3.15196"
"V155","0.154000","2.841474","3.146429"
"V156","0.155000","2.853909","3.139148"
"V157","0.156000","2.865716","3.130364"
"V158","0.157000","2.876741","3.120425"
"V159","0.158000","2.886883","3.109776"
"V160","0.159000","2.896078","3.098935"
"V161","0.160000","2.904275","3.088451"
"V162","0.161000","2.911436","3.078901"
"V163","0.162000","2.917551","3.070800"
"V164","0.163000","2.922633","3.064595"
"V165","0.164000","2.926721","3.060668"
"V166","0.165000","2.929882","3.059322"
"V167","0.166000","2.932242","3.060701"
"V168","0.167000","2.933981","3.064814"
"V169","0.168000","2.935343","3.071556"
"V170","0.169000","2.936633","3.080711"
"V171","0.170000","2.938220","3.091955"
"V172","0.171000","2.940524","3.104862"
"V173","0.172000","2.943987","3.118981"
"V174","0.173000","2.949093","3.133815"
"V175","0.174000","2.956249","3.148914"
"V176","0.175000","2.965778","3.163882"
"V177","0.176000","2.977916","3.178384"
"V178","0.177000","2.992806","3.192139"
"V179","0.178000","3.010405","3.204980"
"V180","0.179000","3.030473","3.216853"
"V181","0.180000","3.052628","3.227766"
"V182","0.181000","3.076351","3.237785"
"V183","0.182000","3.100979","3.247036"
"V184","0.183000","3.125727","3.255695"
"V185","0.184000","3.149793","3.263934"
"V186","0.185000","3.172323","3.271921"
"V187","0.186000","3.192561","3.279790"
"V188","0.187000","3.209884","3.287638"
"V189","0.188000","3.223797","3.295516"
"V190","0.189000","3.233938","3.303439"
"V191","0.190000","3.240145","3.311380"
"V192","0.191000","3.242525","3.319259"
"V193","0.19200","3.24133","3.32699"
"V194","0.193000","3.236950","3.334496"
"V195","0.194000","3.229907","3.341707"
"V196","0.195000","3.220853","3.348562"
"V197","0.196000","3.210441","3.355039"
"V198","0.197000","3.199316","3.361184"
"V199","0.198000","3.188037","3.367076"
"V200","0.199000","3.177027","3.372817"
"V201","0.200000","3.166581","3.378534"
"V202","0.20100","3.15686","3.38438"
"V203","0.202000","3.147900","3.390488"
"V204","0.203000","3.139536","3.396957"
"V205","0.204000","3.131536","3.403833"
"V206","0.205000","3.123658","3.411090"
"V207","0.206000","3.115641","3.418629"
"V208","0.207000","3.107213","3.426279"
"V209","0.208000","3.098169","3.433816"
"V210","0.209000","3.088458","3.440918"
"V211","0.210000","3.078148","3.447247"
"V212","0.211000","3.067431","3.452474"
"V213","0.212000","3.056627","3.456291"
"V214","0.213000","3.046182","3.458400"
"V215","0.214000","3.036600","3.458568"
"V216","0.215000","3.028446","3.456681"
"V217","0.216000","3.022252","3.452726"
"V218","0.217000","3.018417","3.446803"
"V219","0.218000","3.017205","3.439128"
"V220","0.219000","3.018752","3.430032"
"V221","0.220000","3.023035","3.419924"
"V222","0.221000","3.029738","3.409294"
"V223","0.222000","3.038358","3.398663"
"V224","0.223000","3.048285","3.388510"
"V225","0.224000","3.058798","3.379263"
"V226","0.225000","3.069068","3.371310"
"V227","0.226000","3.078240","3.364967"
"V228","0.227000","3.085575","3.360392"
"V229","0.228000","3.090442","3.357635"
"V230","0.229000","3.092446","3.356654"
"V231","0.230000","3.091428","3.357314"
"V232","0.231000","3.087463","3.359389"
"V233","0.232000","3.080841","3.362589"
"V234","0.233000","3.072150","3.366621"
"V235","0.234000","3.062199","3.371185"
"V236","0.235000","3.051831","3.376047"
"V237","0.236000","3.041919","3.381038"
"V238","0.237000","3.033367","3.386057"
"V239","0.238000","3.027054","3.391066"
"V240","0.239000","3.023596","3.396138"
"V241","0.240000","3.023407","3.401429"
"V242","0.241000","3.026626","3.407098"
"V243","0.242000","3.033117","3.413300"
"V244","0.243000","3.042466","3.420189"
"V245","0.244000","3.054018","3.427898"
"V246","0.245000","3.066918","3.436430"
"V247","0.246000","3.080105","3.445680"
"V248","0.247000","3.092586","3.455427"
"V249","0.248000","3.103441","3.465334"
"V250","0.249000","3.111832","3.474945"
"V251","0.250000","3.117018","3.483708"
"V252","0.251000","3.118601","3.491032"
"V253","0.252000","3.116496","3.496269"
"V254","0.253000","3.110877","3.498875"
"V255","0.254000","3.102178","3.498428"
"V256","0.255000","3.091094","3.494625"
"V257","0.256000","3.078546","3.487296"
"V258","0.257000","3.065521","3.476525"
"V259","0.258000","3.053113","3.462665"
"V260","0.259000","3.042271","3.446251"
"V261","0.260000","3.033767","3.427991"
"V262","0.261000","3.028199","3.408775"
"V263","0.262000","3.025983","3.389647"
"V264","0.263000","3.027217","3.371646"
"V265","0.264000","3.031628","3.355853"
"V266","0.265000","3.038757","3.343180"
"V267","0.266000","3.047965","3.334329"
"V268","0.267000","3.058435","3.329796"
"V269","0.268000","3.069191","3.329865"
"V270","0.269000","3.079314","3.334506"
"V271","0.270000","3.087921","3.343296"
"V272","0.271000","3.094321","3.355603"
"V273","0.272000","3.098059","3.370597"
"V274","0.273000","3.098916","3.387253"
"V275","0.274000","3.096903","3.404367"
"V276","0.275000","3.092280","3.420767"
"V277","0.276000","3.085649","3.435288"
"V278","0.277000","3.077704","3.446956"
"V279","0.278000","3.069190","3.455054"
"V280","0.279000","3.060898","3.459121"
"V281","0.280000","3.053665","3.458947"
"V282","0.281000","3.048176","3.454619"
"V283","0.282000","3.044904","3.446646"
"V284","0.283000","3.044104","3.435726"
"V285","0.284000","3.045778","3.422694"
"V286","0.285000","3.049671","3.408524"
"V287","0.286000","3.055282","3.394321"
"V288","0.287000","3.061943","3.381121"
"V289","0.288000","3.068740","3.369838"
"V290","0.289000","3.074744","3.361188"
"V291","0.290000","3.079103","3.355617"
"V292","0.291000","3.081037","3.353300"
"V293","0.292000","3.079845","3.354146"
"V294","0.293000","3.075032","3.357822"
"V295","0.294000","3.066456","3.363632"
"V296","0.295000","3.054221","3.370748"
"V297","0.296000","3.038686","3.378299"
"V298","0.297000","3.020459","3.385371"
"V299","0.298000","3.000400","3.391009"
"V300","0.299000","2.979495","3.394366"
"V301","0.300000","2.958850","3.394845"
"V302","0.301000","2.939555","3.392066"
"V303","0.302000","2.922559","3.385917"
"V304","0.303000","2.908668","3.376551"
"V305","0.304000","2.898549","3.364393"
"V306","0.305000","2.892664","3.350052"
"V307","0.306000","2.891119","3.334389"
"V308","0.307000","2.893794","3.318337"
"V309","0.308000","2.900369","3.302773"
"V310","0.309000","2.910330","3.288517"
"V311","0.310000","2.922965","3.276334"
"V312","0.311000","2.937460","3.266844"
"V313","0.312000","2.952980","3.260341"
"V314","0.313000","2.968708","3.256890"
"V315","0.314000","2.983963","3.256322"
"V316","0.315000","2.998201","3.258233"
"V317","0.316000","3.011017","3.261983"
"V318","0.317000","3.022157","3.266785"
"V319","0.318000","3.031631","3.271738"
"V320","0.319000","3.039614","3.275911"
"V321","0.320000","3.046379","3.278498"
"V322","0.321000","3.052294","3.278821"
"V323","0.322000","3.057824","3.276329"
"V324","0.323000","3.063469","3.270637"
"V325","0.324000","3.069650","3.261699"
