timestamp,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,-1.0002000200013335,-6.665647112862062e-7,-1.3331243194329584e-6,-1.999679202580108e-6,-2.666240669842564e-6,-3.3328363478751645e-6,-3.999515472839064e-6,-4.666354056414056e-6,-5.33345989466799e-6,-6.000977388794426e-6,-6.66909214699713e-6,-7.0028188907217e-13,4.958914776663964e-13,2.8348488984546905e-12,-4.669263712458517e-13,-1.1619431134848646e-13,6.25514995536697e-12,2.7148138301368553e-11,7.41108177683621e-11,1.6139617460825347e-10,3.0553814541988807e-10,5.248569789879232e-10,8.389070643810532e-10,1.2678818290845212e-9,-2.84427744805704e-13,-1.4269571903220853e-13,-4.133221043968509e-14,-3.2731934644246253e-13,-1.086108489405052e-12,-2.5136810453633365e-12,-4.759859605969831e-12,-7.916724708395791e-12,-1.2010085448955707e-11,-1.6994518335404272e-11,-2.275233534767605e-11,-2.9096670279517175e-11,-1.740854721512016e-17,-2.76436594773115e-16,-1.381823089740582e-15,-4.28975581273823e-15,-1.0232121136274599e-14,-2.0614102537069325e-14,-3.688881076737897e-14,-6.041371013244753e-14,-9.229467684190487e-14,-1.3322455282129187e-13,2.153453240550795e-21,6.856024471945e-20,5.16174915471097e-19,2.1486999696516396e-18,6.4526644431790346e-18,1.5735265314003612e-17,3.318311597151902e-17,6.282167598410549e-17,1.093578601115052e-16,1.778938733935284e-16,-2.5641172032406077e-24,-1.6253001096374638e-22,-1.8217922410607992e-21,-1.0007790972055291e-20,-3.708313435621207e-20,-1.068537375446355e-19,-2.582942761662909e-19,-5.48017238695569e-19,-1.0507010660694938e-18,-1.8568975480079883e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,-1.0004000800106678,-2.6667859132523066e-6,-5.333513258545197e-6,-8.000141665262823e-6,-1.0666667055575494e-5,-1.333313953614117e-5,-1.599968098437595e-5,-1.8666502227798158e-5,-2.1333919715280517e-5,-2.4002371579424017e-5,-2.6672432989827466e-5,-1.3528492703988442e-11,-1.5107041553943803e-11,-2.4034481617433777e-11,-5.518633894551038e-12,-1.620081428782795e-11,-1.4601326079859095e-11,2.7773460347732514e-11,1.4960954750302442e-10,3.9861948107466724e-10,8.300982655583009e-10,1.505240036090487e-9,2.489260881879864e-9,3.849378325501913e-9,-9.678317781770878e-13,-4.855802353661198e-13,-1.4065682569907471e-13,-1.1137236562705678e-12,-3.694599014098879e-12,-8.547632520670291e-12,-1.6177911310451526e-11,-2.6891475662745264e-11,-4.076621307738911e-11,-5.7635224275904565e-11,-7.708391503565837e-11,-9.846146325403121e-11,-6.01775725599014e-17,-9.555670429875391e-16,-4.776463631568719e-15,-1.4827528089583422e-14,-3.536519720679792e-14,-7.124245467054734e-14,-1.2747351934676522e-13,-2.087347543364227e-13,-3.1882184743797694e-13,-4.600869445097015e-13,8.354500031631863e-21,2.6593210750067137e-19,2.001496812132988e-18,8.328088433283981e-18,2.4996542115970564e-17,6.091940200244566e-17,1.283867171749948e-16,2.428997890768885e-16,4.2256113587451764e-16,6.869811334322147e-16,-8.988694247861347e-24,-5.69760451202581e-22,-6.38642157906267e-21,-3.5083019228068754e-20,-1.2999755083702173e-19,-3.7458333605658646e-19,-9.054688574676618e-19,-1.9211131983226606e-18,-3.683306916261274e-18,-6.509485716001029e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,-1.0006001800360056,-6.001444478131103e-6,-1.2002611668728012e-5,-1.8003257662141833e-5,-2.400320512524944e-5,-3.0002376141574737e-5,-3.600082451361098e-5,-4.1998767348004725e-5,-4.799661574431402e-5,-5.3995004408075556e-5,-5.999482000914637e-5,-7.060161278397294e-11,-9.626989914842148e-11,-1.8106384887853443e-10,-2.6327834862114202e-11,-9.440112754195757e-11,-1.7182207334955072e-10,-2.0569457608842498e-10,-1.2424270403311802e-10,1.6098636602833612e-10,7.523956694413293e-10,1.7631631541824517e-9,3.3137051027268507e-9,5.527875350930928e-9,-1.8298522174160717e-12,-9.181224810744274e-13,-2.65964643498479e-13,-2.105571991264452e-12,-6.9829926732076776e-12,-1.6149249235407266e-11,-3.054988854738319e-11,-5.074907581624236e-11,-7.687448510237722e-11,-1.0858646774338798e-10,-1.450739223493184e-10,-1.8507810513624524e-10,-1.1571464808265748e-16,-1.8374220119072012e-15,-9.184246047225762e-15,-2.8509458833651663e-14,-6.7994141681499e-14,-1.3696163639110208e-13,-2.450365197159894e-13,-4.011790498218745e-13,-6.126333321697974e-13,-8.838346091378294e-13,1.8133231624424578e-20,5.770903438773406e-19,4.342055680293869e-18,1.8059585511452223e-17,5.41783948036729e-17,1.319642761110811e-16,2.779436561356051e-16,5.255246139715159e-16,9.13673992928831e-16,1.4845787751771693e-15,-1.754615919467333e-23,-1.1121868542817522e-21,-1.2466456931404921e-20,-6.848294351005889e-20,-2.5375851697778283e-19,-7.311961743146908e-19,-1.7674981794743584e-18,-3.750061697423685e-18,-7.18990853770984e-18,-1.2706681248567482e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004,-1.0008003200853506,-1.0671308304917345e-5,-2.1341758908267525e-5,-3.201054145621726e-5,-4.26769400519052e-5,-5.3340379887372875e-5,-6.40004731588385e-5,-7.465706402507206e-5,-8.531027236766292e-5,-9.596053611069143e-5,-0.0001066086518561381,-2.2540453262480777e-10,-3.242206998351191e-10,-6.319024989009673e-10,-8.166233446992006e-11,-3.109220177508557e-10,-6.410860789525044e-10,-9.959490504885868e-10,-1.2721692405847425e-9,-1.342501027010048e-9,-1.0597919562907687e-9,-2.6163194696668657e-10,1.2244763287482053e-9,3.575571230964698e-9,-2.696074404985252e-12,-1.3528219125188817e-12,-3.919115573046212e-13,-3.102142954576281e-12,-1.0285175251735027e-11,-2.3776635733275318e-11,-4.495555688947636e-11,-7.463162506801232e-11,-1.1296406413395691e-10,-1.5941743002034221e-10,-2.127579709979417e-10,-2.710923928172172e-10,-1.7355067449728203e-16,-2.7557650640244468e-15,-1.377425144222879e-14,-4.275620304161944e-14,-1.0196699400014668e-13,-2.0537824529908578e-13,-3.6740017860216e-13,-6.014239091320831e-13,-9.182304317870093e-13,-1.3243340930926792e-12,3.091182013282808e-20,9.835937928489575e-19,7.398467196842328e-18,3.0759927709430294e-17,9.223556465213992e-17,2.2454089358714226e-16,4.726554155009276e-16,8.931472880044417e-16,1.5519200935769698e-15,2.520281840721448e-15,-2.6741059982437983e-23,-1.6950179838249814e-21,-1.8999387209046992e-20,-1.043707902030403e-19,-3.8673829686997404e-19,-1.1143726977134815e-18,-2.693739086245291e-18,-5.715246492183497e-18,-1.0957712929762422e-17,-1.936549883514203e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,-1.0010005001667086,-1.667713231936781e-5,-3.335218884234453e-5,-5.0023151299395727e-5,-6.668811621357393e-5,-8.334535164315407e-5,-9.999335313764684e-5,-0.00011663089864122383,-0.00013325710207463823,-0.00014987146532296908,-0.00016647392835251516,-5.527900528789693e-10,-8.119543806184944e-10,-1.6033930663859586e-9,-1.9788503081770587e-10,-7.720259846568739e-10,-1.664498671843443e-9,-2.780805579587711e-9,-3.992877776402838e-9,-5.143154857629578e-9,-6.049624547386545e-9,-6.5116758106948935e-9,-6.316595886631854e-9,-5.246523244886347e-9,-3.4380289085077976e-12,-1.7252085103501261e-12,-4.998185563306343e-13,-3.9556346907302825e-12,-1.3111397220561436e-11,-3.0298606292189394e-11,-5.7258714048213016e-11,-9.49985002631115e-11,-1.4368717317513198e-10,-2.0260212374985755e-10,-2.7012810511472645e-10,-3.438121938663292e-10,-2.253398811832466e-16,-3.578092657060054e-15,-1.78843176058706e-14,-5.551292870372395e-14,-1.323849195723507e-13,-2.666288966045375e-13,-4.769268354816609e-13,-7.806080401436725e-13,-1.1915639274073279e-12,-1.7180710550756612e-12,4.6004518533459406e-20,1.4635853768808502e-18,1.1005872725247355e-17,4.574116791721088e-17,1.3709597416778121e-16,3.3357940027933905e-16,7.017921080409406e-16,1.325379811155412e-15,2.301682596784189e-15,3.735963419190054e-15,-3.5310064427867066e-23,-2.2381758335144644e-21,-2.5087621316508462e-20,-1.378157533350238e-19,-5.106661511611989e-19,-1.4714664182631867e-18,-3.556930830328037e-18,-7.546661276429397e-18,-1.4469043103979e-17,-2.5571051110005694e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,-1.0012007202880866,-2.4019658474001567e-5,-4.803502984303509e-5,-7.204188943249075e-5,-9.603613719327782e-5,-0.00012001385942495761,-0.0001439713897869194,-0.0001679053693528717,-0.00019181280545797254,-0.00021569112908036416,-0.0002395382504905214,-1.148978884355956e-9,-1.7042327969794014e-9,-3.385571574720578e-9,-4.089539149091003e-10,-1.6140331440670837e-9,-3.5505915228326932e-9,-6.113202317376911e-9,-9.159060436252409e-9,-1.2512601588531576e-8,-1.597119966198792e-8,-1.9311771243457205e-8,-2.22980890383974e-8,-2.468858482321208e-8,-3.9731915207677e-12,-1.9938427795080357e-12,-5.776717255360866e-13,-4.5711648856230045e-12,-1.5148273736445813e-11,-3.499468492427993e-11,-6.610718987385234e-11,-1.0962635519253861e-10,-1.6571909562188103e-10,-2.33519392935641e-10,-3.111327992567961e-10,-3.9570744653135493e-10,-2.648598261855968e-16,-4.205634143963179e-15,-2.1021039011219376e-14,-6.524931680376255e-14,-1.556022097775586e-13,-3.1338022312717525e-13,-5.605188025801487e-13,-9.173315460665825e-13,-1.4000340805164994e-12,-2.0181502661025408e-12,6.261766066565333e-20,1.9917921019041686e-18,1.4973939315558338e-17,6.221067540950542e-17,1.8637812621756174e-16,4.532690819378588e-16,9.530924766480198e-16,1.798995046047459e-15,3.1225041581784726e-15,5.065774646739933e-15,-4.2221960225622614e-23,-2.676295627090869e-21,-2.9998488151869036e-20,-1.6479299457701625e-19,-6.106283370551855e-19,-1.759503914589729e-18,-4.253195072758835e-18,-9.023909681631126e-18,-1.7301338084132267e-17,-3.05765486522858e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007,-1.0014009804574937,-3.269961574809957e-5,-6.539130478931054e-5,-9.80672020852231e-5,-0.0001307195657790287,-0.00016334083839524512,-0.0001959237075628339,-0.00022846116609061233,-0.0002609465712138132,-0.00029337370281808697,-0.0003257368204329277,-2.1315596480219e-9,-3.177584722873672e-9,-6.3316674359775134e-9,-7.564220706514701e-10,-3.0033212278537776e-9,-6.6743226445862205e-9,-1.1661199955101083e-8,-1.7817393755399784e-8,-2.4962781985529173e-8,-3.2889552480624025e-8,-4.1368993314808675e-8,-5.0158987669942054e-8,-5.9011977786685227e-8,-4.264983259709682e-12,-2.140315749221369e-12,-6.201222456269516e-13,-4.906770766522765e-12,-1.6258784642024517e-11,-3.755510537589333e-11,-7.09328463554249e-11,-1.176091205932146e-10,-1.7775817526314502e-10,-2.504529129419922e-10,-3.336769584051911e-10,-4.244101597383866e-10,-2.880113962149635e-16,-4.573351772911407e-15,-2.2859766815119397e-14,-7.095956131909259e-14,-1.6922628196505914e-13,-3.408288752964065e-13,-6.096183648725619e-13,-9.976559254441056e-13,-1.5224906329683626e-12,-2.1942956095035414e-12,7.984966123146235e-20,2.539525057315887e-18,1.908685970440502e-17,7.927113584574391e-17,2.373911040290019e-16,5.770583642143663e-16,1.2127638943369436e-15,2.287926717946903e-15,3.9690869300505365e-15,6.4361447065599744e-15,-4.667765494831704e-23,-2.9587258183533376e-21,-3.3164236606768566e-20,-1.8218364324302084e-19,-6.750681083117873e-19,-1.9451848319347275e-18,-4.702035883062593e-18,-9.976205276900874e-18,-1.9127152906207678e-17,-3.380329998595603e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008,-1.00160128068294,-4.271772014770388e-5,-8.542193106703435e-5,-0.00012809917947621634,-0.00017073612396382607,-0.0002133195908628923,-0.00025583663004085706,-0.000298274570559222,-0.0003406210761417218,-0.00038286420037109863,-0.00042499244151302884,-3.639488874998859e-9,-5.440305850731803e-9,-1.0858103450911261e-8,-1.2894376748555426e-9,-5.1363255839527995e-9,-1.1477076391622057e-8,-2.0207981721251127e-8,-3.1188538679614834e-8,-4.424595111752709e-8,-5.9180655806188865e-8,-7.577268935739676e-8,-9.37886833730234e-8,-1.1298925395402448e-7,-4.322770368438442e-12,-2.1692489730077017e-12,-6.284863930555085e-13,-4.9734091020694534e-12,-1.648227446580777e-11,-3.808081112758195e-11,-7.19515776207251e-11,-1.1935800414797915e-10,-1.8052581628079872e-10,-2.545911904937825e-10,-3.396219179648105e-10,-4.3271441309179785e-10,-2.9281880664755583e-16,-4.6499406873108724e-15,-2.324460885819092e-14,-7.216236922063434e-14,-1.7211767945398473e-13,-3.4670152115132475e-13,-6.202077800831247e-13,-1.0151040721528735e-12,-1.54923280698484e-12,-2.232850080923291e-12,9.669101579565695e-20,3.074679415978809e-18,2.310335231499761e-17,9.592055127007545e-17,2.871345711901784e-16,6.97654812662004e-16,1.465482364244889e-15,2.7632694147633572e-15,4.791292561353831e-15,7.765780828871022e-15,-4.811017604651302e-23,-3.0495280911594858e-21,-3.418203556640702e-20,-1.8777479629003672e-19,-6.957857152469821e-19,-2.004881882155494e-18,-4.846339739252878e-18,-1.0282371568993273e-17,-1.9714158618403402e-17,-3.484071157983636e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,-1.0018016209724379,-5.4074674705621164e-5,-0.00010812772056897022,-0.000162137555813008,-0.00021608269294566754,-0.0002699417862832094,-0.00032369367991576286,-0.0003773174562376797,-0.00043079248514469237,-0.0004840984739741342,-0.0005372155182346649,-5.833091006567785e-9,-8.732458791463217e-9,-1.744449580896963e-8,-2.0647439972369794e-9,-8.239539176368079e-9,-1.8466663460323266e-8,-3.2651853381593157e-8,-5.066714056519788e-8,-7.235467835658018e-8,-9.753142006401866e-8,-1.2599447896703433e-7,-1.5752697478788894e-7,-1.91904152680143e-7,-4.201864315220891e-12,-2.1082945286743103e-12,-6.107455400207374e-13,-4.8349562022770385e-12,-1.60344524221909e-11,-3.708345539412974e-11,-7.016330993634513e-11,-1.1660149048566135e-10,-1.7676648324975596e-10,-2.5002756367659826e-10,-3.347854437646115e-10,-4.28576356874516e-10,-2.79429601525145e-16,-4.43782892579579e-15,-2.2188429664828346e-14,-6.890096047286368e-14,-1.6439007153329576e-13,-3.3125484634069095e-13,-5.928092786852981e-13,-9.70660275402801e-13,-1.4820093051558073e-12,-2.1367757883206913e-12,1.1202430078572514e-19,3.561734434221554e-18,2.675666125712663e-17,1.110522401113674e-16,3.3229877164972225e-16,8.070251327353905e-16,1.6943925196314304e-15,3.1932785870497178e-15,5.534142197704527e-15,8.96566829092585e-15,-4.6184670848723616e-23,-2.9274773594254043e-21,-3.2813973909544515e-20,-1.8025951831805934e-19,-6.679384047328734e-19,-1.924640843725039e-18,-4.652375527831933e-18,-9.870842002305404e-18,-1.892514228113037e-17,-3.344628784759316e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
