"","V1","V2","V3"
"V1","0","1","1"
"V2","0.0010000","0.9991998","0.9991998"
"V3","0.0020000","0.9983995","0.9983995"
"V4","0.003000","0.997599","0.997599"
"V5","0.0040000","0.9967983","0.9967983"
"V6","0.0050000","0.9959975","0.9959975"
"V7","0.0060000","0.9951965","0.9951965"
"V8","0.0070000","0.9943954","0.9943954"
"V9","0.0080000","0.9935941","0.9935941"
"V10","0.0090000","0.9927926","0.9927926"
"V11","0.010000","0.991991","0.991991"
"V12","0.0110000","0.9911892","0.9911892"
"V13","0.0120000","0.9903872","0.9903872"
"V14","0.0130000","0.9895851","0.9895851"
"V15","0.0140000","0.9887828","0.9887828"
"V16","0.0150000","0.9879804","0.9879804"
"V17","0.0160000","0.9871778","0.9871778"
"V18","0.017000","0.986375","0.986375"
"V19","0.018000","0.985572","0.985572"
"V20","0.0190000","0.9847689","0.9847689"
"V21","0.0200000","0.9839657","0.9839657"
"V22","0.0210000","0.9831623","0.9831623"
"V23","0.0220000","0.9823587","0.9823587"
"V24","0.0230000","0.9815549","0.9815549"
"V25","0.024000","0.980751","0.980751"
"V26","0.0250000","0.9799469","0.9799469"
"V27","0.0260000","0.9791426","0.9791426"
"V28","0.0270000","0.9783382","0.9783382"
"V29","0.0280000","0.9775336","0.9775336"
"V30","0.0290000","0.9767289","0.9767289"
"V31","0.0300000","0.9759239","0.9759239"
"V32","0.0310000","0.9751188","0.9751188"
"V33","0.0320000","0.9743136","0.9743136"
"V34","0.0330000","0.9735082","0.9735082"
"V35","0.0340000","0.9727026","0.9727026"
"V36","0.0350000","0.9718968","0.9718968"
"V37","0.0360000","0.9710909","0.9710909"
"V38","0.0370000","0.9702848","0.9702848"
"V39","0.0380000","0.9694785","0.9694785"
"V40","0.0390000","0.9686721","0.9686721"
"V41","0.0400000","0.9678655","0.9678655"
"V42","0.0410000","0.9670587","0.9670587"
"V43","0.0420000","0.9662517","0.9662517"
"V44","0.0430000","0.9654446","0.9654446"
"V45","0.0440000","0.9646373","0.9646373"
"V46","0.0450000","0.9638299","0.9638299"
"V47","0.0460000","0.9630222","0.9630222"
"V48","0.0470000","0.9622144","0.9622144"
"V49","0.0480000","0.9614065","0.9614065"
"V50","0.0490000","0.9605983","0.9605983"
"V51","0.05000","0.95979","0.95979"
"V52","0.0510000","0.9589815","0.9589815"
"V53","0.0520000","0.9581729","0.9581729"
"V54","0.053000","0.957364","0.957364"
"V55","0.054000","0.956555","0.956555"
"V56","0.0550000","0.9557458","0.9557458"
"V57","0.0560000","0.9549365","0.9549365"
"V58","0.057000","0.954127","0.954127"
"V59","0.0580000","0.9533173","0.9533173"
"V60","0.0590000","0.9525074","0.9525074"
"V61","0.0600000","0.9516973","0.9516973"
"V62","0.0610000","0.9508871","0.9508871"
"V63","0.0620000","0.9500767","0.9500767"
"V64","0.0630000","0.9492661","0.9492661"
"V65","0.0640000","0.9484554","0.9484554"
"V66","0.0650000","0.9476445","0.9476445"
"V67","0.0660000","0.9468334","0.9468334"
"V68","0.0670000","0.9460221","0.9460221"
"V69","0.0680000","0.9452106","0.9452106"
"V70","0.069000","0.944399","0.944399"
"V71","0.0700000","0.9435872","0.9435872"
"V72","0.0710000","0.9427752","0.9427752"
"V73","0.072000","0.941963","0.941963"
"V74","0.0730000","0.9411507","0.9411507"
"V75","0.0740000","0.9403382","0.9403382"
"V76","0.0750000","0.9395255","0.9395255"
"V77","0.0760000","0.9387126","0.9387126"
"V78","0.0770000","0.9378995","0.9378995"
"V79","0.0780000","0.9370863","0.9370863"
"V80","0.0790000","0.9362729","0.9362729"
"V81","0.0800000","0.9354593","0.9354593"
"V82","0.0810000","0.9346455","0.9346455"
"V83","0.0820000","0.9338315","0.9338315"
"V84","0.0830000","0.9330174","0.9330174"
"V85","0.0840000","0.9322031","0.9322031"
"V86","0.0850000","0.9313886","0.9313886"
"V87","0.0860000","0.9305739","0.9305739"
"V88","0.087000","0.929759","0.929759"
"V89","0.088000","0.928944","0.928944"
"V90","0.0890000","0.9281287","0.9281287"
"V91","0.0900000","0.9273133","0.9273133"
"V92","0.0910000","0.9264977","0.9264977"
"V93","0.0920000","0.9256819","0.9256819"
"V94","0.093000","0.924866","0.924866"
"V95","0.0940000","0.9240498","0.9240498"
"V96","0.0950000","0.9232335","0.9232335"
"V97","0.096000","0.922417","0.922417"
"V98","0.0970000","0.9216003","0.9216003"
"V99","0.0980000","0.9207834","0.9207834"
"V100","0.0990000","0.9199663","0.9199663"
"V101","0.1000000","0.9191491","0.9191491"
"V102","0.1010000","0.9183316","0.9183316"
"V103","0.102000","0.917514","0.917514"
"V104","0.1030000","0.9166962","0.9166962"
"V105","0.1040000","0.9158782","0.9158782"
"V106","0.10500","0.91506","0.91506"
"V107","0.1060000","0.9142416","0.9142416"
"V108","0.1070000","0.9134231","0.9134231"
"V109","0.1080000","0.9126043","0.9126043"
"V110","0.1090000","0.9117854","0.9117854"
"V111","0.1100000","0.9109662","0.9109662"
"V112","0.1110000","0.9101469","0.9101469"
"V113","0.1120000","0.9093274","0.9093274"
"V114","0.1130000","0.9085077","0.9085077"
"V115","0.1140000","0.9076878","0.9076878"
"V116","0.1150000","0.9068677","0.9068677"
"V117","0.1160000","0.9060475","0.9060475"
"V118","0.117000","0.905227","0.905227"
"V119","0.1180000","0.9044064","0.9044064"
"V120","0.1190000","0.9035855","0.9035855"
"V121","0.1200000","0.9027645","0.9027645"
"V122","0.1210000","0.9019433","0.9019433"
"V123","0.1220000","0.9011219","0.9011219"
"V124","0.1230000","0.9003003","0.9003003"
"V125","0.1240000","0.8994785","0.8994785"
"V126","0.1250000","0.8986565","0.8986565"
"V127","0.1260000","0.8978343","0.8978343"
"V128","0.1270000","0.8970119","0.8970119"
"V129","0.1280000","0.8961893","0.8961893"
"V130","0.1290000","0.8953666","0.8953666"
"V131","0.1300000","0.8945436","0.8945436"
"V132","0.1310000","0.8937204","0.8937204"
"V133","0.1320000","0.8928971","0.8928971"
"V134","0.1330000","0.8920735","0.8920735"
"V135","0.1340000","0.8912498","0.8912498"
"V136","0.1350000","0.8904258","0.8904258"
"V137","0.1360000","0.8896017","0.8896017"
"V138","0.1370000","0.8887774","0.8887774"
"V139","0.1380000","0.8879528","0.8879528"
"V140","0.1390000","0.8871281","0.8871281"
"V141","0.1400000","0.8863032","0.8863032"
