"","V1","V2","V3"
"V1"," 0","-1","-1"
"V2"," 0.001000","-1.000515","-1.003322"
"V3"," 0.0020000","-0.9997066","-1.0022707"
"V4"," 0.003000","-1.002677","-1.019913"
"V5"," 0.004000","-1.007537","-1.032994"
"V6"," 0.005000","-1.001581","-1.039705"
"V7"," 0.006000","-1.014739","-1.059616"
"V8"," 0.007000","-1.021954","-1.054238"
"V9"," 0.008000","-1.030355","-1.057891"
"V10"," 0.009000","-1.031368","-1.049572"
"V11"," 0.010000","-1.027437","-1.056857"
"V12"," 0.011000","-1.022240","-1.055205"
"V13"," 0.012000","-1.015032","-1.060318"
"V14"," 0.013000","-1.018218","-1.063024"
"V15"," 0.014000","-1.024101","-1.066886"
"V16"," 0.015000","-1.014125","-1.075558"
"V17"," 0.016000","-1.007466","-1.066861"
"V18"," 0.017000","-1.002128","-1.054697"
"V19"," 0.018000","-0.997045","-1.061765"
"V20"," 0.0190000","-0.9989757","-1.0634061"
"V21"," 0.020000","-1.000031","-1.056177"
"V22"," 0.0210000","-0.9864547","-1.0539719"
"V23"," 0.0220000","-0.9899167","-1.0529219"
"V24"," 0.0230000","-0.9954532","-1.0537917"
"V25"," 0.024000","-1.007297","-1.049334"
"V26"," 0.025000","-1.005636","-1.043792"
"V27"," 0.0260000","-0.9951495","-1.0374264"
"V28"," 0.0270000","-0.9798083","-1.0348788"
"V29"," 0.0280000","-0.9632513","-1.0376405"
"V30"," 0.0290000","-0.9659679","-1.0484063"
"V31"," 0.0300000","-0.9757619","-1.0411105"
"V32"," 0.0310000","-0.9776487","-1.0466561"
"V33"," 0.0320000","-0.9830146","-1.0520098"
"V34"," 0.0330000","-0.9813925","-1.0590798"
"V35"," 0.0340000","-0.9659347","-1.0677985"
"V36"," 0.0350000","-0.9583089","-1.0832988"
"V37"," 0.0360000","-0.9630454","-1.0838029"
"V38"," 0.0370000","-0.9683703","-1.0766783"
"V39"," 0.0380000","-0.9779091","-1.0797550"
"V40"," 0.0390000","-0.9721829","-1.0688217"
"V41"," 0.0400000","-0.9776837","-1.0724219"
"V42"," 0.0410000","-0.9914409","-1.0716188"
"V43"," 0.042000","-0.995000","-1.087204"
"V44"," 0.0430000","-0.9872163","-1.0910753"
"V45"," 0.0440000","-0.9766887","-1.0879007"
"V46"," 0.0450000","-0.9818135","-1.0894711"
"V47"," 0.0460000","-0.9751273","-1.0977773"
"V48"," 0.0470000","-0.9768775","-1.1006033"
"V49"," 0.0480000","-0.9719712","-1.1039887"
"V50"," 0.0490000","-0.9661192","-1.1019026"
"V51"," 0.0500000","-0.9799797","-1.0910294"
"V52"," 0.0510000","-0.9870853","-1.0864325"
"V53"," 0.0520000","-0.9798873","-1.0810544"
"V54"," 0.053000","-0.978027","-1.090947"
"V55"," 0.0540000","-0.9783918","-1.0873632"
"V56"," 0.0550000","-0.9713606","-1.0833287"
"V57"," 0.0560000","-0.9720781","-1.0718007"
"V58"," 0.0570000","-0.9717582","-1.0732712"
"V59"," 0.0580000","-0.9783569","-1.0824555"
"V60"," 0.0590000","-0.9857273","-1.0725722"
"V61"," 0.0600000","-0.9865377","-1.0761271"
"V62"," 0.0610000","-0.9794757","-1.0762558"
"V63"," 0.0620000","-0.9825568","-1.0659723"
"V64"," 0.0630000","-0.9891177","-1.0751416"
"V65"," 0.0640000","-0.9869209","-1.0593581"
"V66"," 0.065000","-0.996905","-1.046856"
"V67"," 0.0660000","-0.9922201","-1.0480752"
"V68"," 0.0670000","-0.9923625","-1.0373071"
"V69"," 0.068000","-1.002595","-1.041248"
"V70"," 0.069000","-1.001639","-1.039771"
"V71"," 0.0700000","-0.9997856","-1.0336709"
"V72"," 0.071000","-1.006722","-1.041901"
"V73"," 0.072000","-1.011534","-1.039200"
"V74"," 0.073000","-1.022433","-1.041873"
"V75"," 0.074000","-1.003646","-1.051715"
"V76"," 0.0750000","-0.9739422","-1.0496503"
"V77"," 0.0760000","-0.9823201","-1.0510580"
"V78"," 0.0770000","-0.9736107","-1.0512562"
"V79"," 0.0780000","-0.9636213","-1.0637137"
"V80"," 0.0790000","-0.9686762","-1.0572230"
"V81"," 0.0800000","-0.9764691","-1.0491120"
"V82"," 0.081000","-0.978869","-1.048794"
"V83"," 0.0820000","-0.9813624","-1.0466929"
"V84"," 0.083000","-0.985563","-1.048794"
"V85"," 0.0840000","-0.9900536","-1.0330843"
"V86"," 0.0850000","-0.9975624","-1.0403500"
"V87"," 0.0860000","-0.9973299","-1.0506589"
"V88"," 0.0870000","-0.9888659","-1.0510978"
"V89"," 0.0880000","-0.9827381","-1.0485969"
"V90"," 0.0890000","-0.9758271","-1.0374324"
"V91"," 0.090000","-0.980092","-1.023759"
"V92"," 0.0910000","-0.9715307","-1.0258554"
"V93"," 0.0920000","-0.9641691","-1.0196232"
"V94"," 0.0930000","-0.9657779","-1.0140572"
"V95"," 0.094000","-0.953750","-1.009365"
"V96"," 0.0950000","-0.9572036","-1.0164102"
"V97"," 0.0960000","-0.9648775","-1.0225865"
"V98"," 0.097000","-0.966976","-1.026727"
"V99"," 0.0980000","-0.9711265","-1.0159920"
"V100"," 0.0990000","-0.9701383","-1.0161989"
"V101"," 0.1000000","-0.9778514","-1.0178595"
"V102"," 0.101000","-0.967753","-1.020471"
"V103"," 0.102000","-0.969927","-1.033329"
"V104"," 0.103000","-0.978018","-1.030816"
"V105"," 0.1040000","-0.9809599","-1.0368263"
"V106"," 0.1050000","-0.9841506","-1.0328258"
"V107"," 0.1060000","-0.9876532","-1.0330474"
"V108"," 0.107000","-0.982853","-1.039200"
"V109"," 0.1080000","-0.9839736","-1.0509831"
"V110"," 0.1090000","-0.9901653","-1.0629890"
"V111"," 0.110000","-0.992801","-1.059916"
"V112"," 0.1110000","-0.9892473","-1.0466021"
"V113"," 0.1120000","-0.9851283","-1.0534634"
"V114"," 0.1130000","-0.9825413","-1.0671342"
"V115"," 0.1140000","-0.9841374","-1.0721047"
"V116"," 0.1150000","-0.9882258","-1.0760553"
"V117"," 0.116000","-0.985942","-1.081467"
"V118"," 0.117000","-0.974096","-1.079290"
"V119"," 0.1180000","-0.9643649","-1.0792412"
"V120"," 0.119000","-0.975603","-1.076739"
"V121"," 0.1200000","-0.9708571","-1.0721184"
"V122"," 0.1210000","-0.9675613","-1.0628134"
"V123"," 0.1220000","-0.9598203","-1.0669569"
"V124"," 0.123000","-0.949448","-1.075395"
"V125"," 0.1240000","-0.9599026","-1.0658792"
"V126"," 0.1250000","-0.9626749","-1.0641600"
"V127"," 0.1260000","-0.9616052","-1.0562896"
"V128"," 0.1270000","-0.9726204","-1.0557320"
"V129"," 0.1280000","-0.9731442","-1.0464803"
"V130"," 0.1290000","-0.9717005","-1.0392445"
"V131"," 0.1300000","-0.9803762","-1.0366218"
"V132"," 0.1310000","-0.9974807","-1.0268246"
"V133"," 0.132000","-1.008645","-1.028882"
"V134"," 0.133000","-1.020310","-1.039971"
