"","V1","V2","V3"
"V1","0","3","3"
"V2","0.001000","2.996175","3.020609"
"V3","0.002000","3.034319","2.974791"
"V4","0.003000","3.034974","2.991220"
"V5","0.004000","3.030909","3.028061"
"V6","0.005000","3.027524","3.027475"
"V7","0.006000","3.039073","3.011944"
"V8","0.007000","3.004901","3.014250"
"V9","0.008000","3.029787","3.018548"
"V10","0.009000","3.074356","3.018695"
"V11","0.010000","3.056921","3.009562"
"V12","0.011000","3.049259","3.046911"
"V13","0.012000","3.077212","3.043225"
"V14","0.013000","3.051213","3.033737"
"V15","0.014000","3.090936","2.991353"
"V16","0.015000","3.107362","3.010552"
"V17","0.016000","3.116164","3.023538"
"V18","0.017000","3.082186","3.038465"
"V19","0.018000","3.089990","3.055261"
"V20","0.019000","3.124564","3.088651"
"V21","0.020000","3.105482","3.101602"
"V22","0.021000","3.076702","3.116600"
"V23","0.022000","3.035773","3.122314"
"V24","0.023000","3.083881","3.141763"
"V25","0.024000","3.056749","3.150840"
"V26","0.025000","3.031126","3.131977"
"V27","0.026000","3.069818","3.127897"
"V28","0.027000","3.037374","3.137853"
"V29","0.028000","3.039510","3.148078"
"V30","0.029000","3.035869","3.145456"
"V31","0.030000","3.033772","3.145525"
"V32","0.031000","3.058886","3.094592"
"V33","0.032000","3.089345","3.144493"
"V34","0.033000","3.114244","3.162984"
"V35","0.034000","3.101917","3.139624"
"V36","0.035000","3.109691","3.122390"
"V37","0.036000","3.110462","3.104104"
"V38","0.03700","3.12679","3.12269"
"V39","0.038000","3.143453","3.084904"
"V40","0.039000","3.153638","3.063032"
"V41","0.040000","3.146965","3.087537"
"V42","0.041000","3.174267","3.063371"
"V43","0.042000","3.150174","3.043387"
"V44","0.043000","3.133474","3.099847"
"V45","0.044000","3.097286","3.101754"
"V46","0.045000","3.055889","3.060204"
"V47","0.046000","3.069904","3.082621"
"V48","0.047000","3.107438","3.093809"
"V49","0.048000","3.147682","3.106954"
"V50","0.049000","3.124276","3.104051"
"V51","0.050000","3.091140","3.088546"
"V52","0.051000","3.084473","3.032270"
"V53","0.05200","3.11020","3.02165"
"V54","0.053000","3.170264","3.004906"
"V55","0.054000","3.161752","2.979869"
"V56","0.055000","3.127520","2.941015"
"V57","0.056000","3.160911","2.913784"
"V58","0.057000","3.197812","2.904271"
"V59","0.058000","3.203849","2.916199"
"V60","0.059000","3.236702","2.899830"
"V61","0.060000","3.210604","2.877495"
"V62","0.061000","3.230256","2.875804"
"V63","0.062000","3.220531","2.855351"
"V64","0.063000","3.236356","2.830027"
"V65","0.064000","3.261232","2.799615"
"V66","0.065000","3.263265","2.795488"
"V67","0.066000","3.266902","2.811954"
"V68","0.067000","3.293744","2.844524"
"V69","0.068000","3.252352","2.843996"
"V70","0.069000","3.248617","2.874870"
"V71","0.070000","3.236257","2.867026"
"V72","0.071000","3.216440","2.893292"
"V73","0.072000","3.219915","2.873556"
"V74","0.073000","3.219980","2.872789"
"V75","0.074000","3.196111","2.872060"
"V76","0.075000","3.221361","2.837074"
"V77","0.076000","3.241134","2.895120"
"V78","0.077000","3.220988","2.913628"
"V79","0.078000","3.201771","2.890095"
"V80","0.079000","3.204184","2.873737"
"V81","0.080000","3.206841","2.869417"
"V82","0.081000","3.205671","2.876799"
"V83","0.082000","3.223956","2.863162"
"V84","0.083000","3.220091","2.841332"
"V85","0.084000","3.223507","2.796388"
"V86","0.085000","3.224438","2.799155"
"V87","0.086000","3.224728","2.802863"
"V88","0.087000","3.249433","2.846041"
"V89","0.088000","3.280601","2.857539"
"V90","0.089000","3.293884","2.829611"
"V91","0.090000","3.272901","2.828763"
"V92","0.091000","3.289584","2.807973"
"V93","0.092000","3.293651","2.813010"
"V94","0.093000","3.317347","2.796200"
"V95","0.094000","3.356660","2.757621"
"V96","0.095000","3.386200","2.780295"
"V97","0.096000","3.428739","2.817271"
"V98","0.097000","3.478835","2.822489"
"V99","0.098000","3.460687","2.831162"
"V100","0.099000","3.469469","2.830056"
"V101","0.100000","3.474671","2.829669"
"V102","0.101000","3.456962","2.900955"
"V103","0.102000","3.469568","2.900452"
"V104","0.103000","3.447330","2.860094"
"V105","0.104000","3.420922","2.884534"
"V106","0.105000","3.403657","2.854237"
"V107","0.106000","3.420097","2.869816"
"V108","0.107000","3.368844","2.864732"
"V109","0.108000","3.373848","2.898038"
"V110","0.109000","3.376733","2.897610"
"V111","0.110000","3.350438","2.922009"
"V112","0.111000","3.331572","2.948675"
"V113","0.112000","3.297043","2.926558"
"V114","0.113000","3.328519","2.920106"
"V115","0.114000","3.358815","2.907399"
"V116","0.115000","3.359902","2.875441"
"V117","0.116000","3.348251","2.893784"
"V118","0.117000","3.334465","2.903671"
"V119","0.118000","3.358175","2.942075"
"V120","0.119000","3.377433","2.952926"
"V121","0.120000","3.330596","2.996041"
"V122","0.121000","3.290943","3.065108"
"V123","0.122000","3.302561","3.056846"
