"","V1","V2"
"V1","0","1"
"V2","0.001000","1.000196"
"V3","0.002000","1.000386"
"V4","0.003000","1.000569"
"V5","0.004000","1.000744"
"V6","0.005000","1.000913"
"V7","0.006000","1.001076"
"V8","0.007000","1.001231"
"V9","0.008000","1.001381"
"V10","0.009000","1.001523"
"V11","0.01000","1.00166"
"V12","0.01100","1.00179"
"V13","0.012000","1.001914"
"V14","0.013000","1.002033"
"V15","0.014000","1.002146"
"V16","0.015000","1.002253"
"V17","0.016000","1.002356"
"V18","0.017000","1.002453"
"V19","0.018000","1.002546"
"V20","0.019000","1.002634"
"V21","0.020000","1.002718"
"V22","0.021000","1.002798"
"V23","0.022000","1.002875"
"V24","0.023000","1.002948"
"V25","0.024000","1.003018"
"V26","0.025000","1.003086"
"V27","0.026000","1.003152"
"V28","0.027000","1.003215"
"V29","0.028000","1.003277"
"V30","0.029000","1.003338"
"V31","0.030000","1.003398"
"V32","0.031000","1.003457"
"V33","0.032000","1.003517"
"V34","0.033000","1.003577"
"V35","0.034000","1.003639"
"V36","0.035000","1.003701"
"V37","0.036000","1.003765"
"V38","0.037000","1.003832"
"V39","0.038000","1.003901"
"V40","0.039000","1.003973"
"V41","0.040000","1.004049"
"V42","0.041000","1.004129"
"V43","0.042000","1.004213"
"V44","0.043000","1.004303"
"V45","0.044000","1.004398"
"V46","0.045000","1.004499"
"V47","0.046000","1.004607"
"V48","0.047000","1.004722"
"V49","0.048000","1.004845"
"V50","0.049000","1.004975"
"V51","0.050000","1.005115"
"V52","0.051000","1.005263"
"V53","0.052000","1.005422"
"V54","0.05300","1.00559"
"V55","0.054000","1.005769"
"V56","0.05500","1.00596"
"V57","0.056000","1.006162"
"V58","0.057000","1.006376"
"V59","0.058000","1.006604"
"V60","0.059000","1.006844"
"V61","0.060000","1.007098"
"V62","0.061000","1.007367"
"V63","0.06200","1.00765"
"V64","0.063000","1.007948"
"V65","0.064000","1.008263"
"V66","0.065000","1.008593"
"V67","0.06600","1.00894"
"V68","0.067000","1.009304"
"V69","0.068000","1.009685"
"V70","0.069000","1.010085"
"V71","0.070000","1.010503"
"V72","0.07100","1.01094"
"V73","0.072000","1.011396"
"V74","0.073000","1.011872"
"V75","0.074000","1.012367"
"V76","0.075000","1.012884"
"V77","0.076000","1.013421"
"V78","0.077000","1.013979"
"V79","0.078000","1.014559"
"V80","0.079000","1.015161"
"V81","0.080000","1.015785"
"V82","0.081000","1.016431"
"V83","0.0820","1.0171"
"V84","0.083000","1.017793"
"V85","0.084000","1.018508"
"V86","0.085000","1.019247"
"V87","0.08600","1.02001"
"V88","0.087000","1.020796"
"V89","0.088000","1.021607"
"V90","0.089000","1.022442"
"V91","0.090000","1.023301"
"V92","0.091000","1.024184"
"V93","0.092000","1.025093"
"V94","0.093000","1.026026"
"V95","0.094000","1.026984"
"V96","0.095000","1.027966"
"V97","0.096000","1.028974"
"V98","0.097000","1.030006"
"V99","0.098000","1.031064"
"V100","0.099000","1.032146"
"V101","0.100000","1.033253"
"V102","0.101000","1.034385"
"V103","0.102000","1.035542"
"V104","0.103000","1.036723"
"V105","0.104000","1.037929"
"V106","0.105000","1.039158"
"V107","0.106000","1.040413"
"V108","0.10700","1.04169"
"V109","0.108000","1.042992"
"V110","0.109000","1.044317"
"V111","0.110000","1.045666"
"V112","0.111000","1.047037"
"V113","0.112000","1.048431"
"V114","0.113000","1.049847"
"V115","0.114000","1.051285"
"V116","0.115000","1.052745"
"V117","0.116000","1.054226"
"V118","0.117000","1.055728"
"V119","0.118000","1.057251"
"V120","0.119000","1.058794"
"V121","0.120000","1.060356"
"V122","0.121000","1.061937"
"V123","0.122000","1.063537"
"V124","0.123000","1.065155"
"V125","0.124000","1.066791"
"V126","0.125000","1.068444"
"V127","0.126000","1.070113"
"V128","0.127000","1.071799"
"V129","0.128000","1.073499"
"V130","0.129000","1.075214"
"V131","0.130000","1.076944"
"V132","0.131000","1.078686"
"V133","0.132000","1.080442"
"V134","0.13300","1.08221"
"V135","0.134000","1.083989"
"V136","0.135000","1.085779"
"V137","0.136000","1.087579"
"V138","0.137000","1.089389"
"V139","0.138000","1.091207"
"V140","0.139000","1.093032"
"V141","0.140000","1.094865"
"V142","0.141000","1.096703"
"V143","0.142000","1.098548"
"V144","0.143000","1.100396"
"V145","0.144000","1.102249"
"V146","0.145000","1.104105"
"V147","0.146000","1.105963"
"V148","0.147000","1.107822"
"V149","0.148000","1.109682"
"V150","0.149000","1.111542"
"V151","0.150000","1.113401"
"V152","0.151000","1.115258"
"V153","0.152000","1.117113"
"V154","0.153000","1.118964"
"V155","0.154000","1.120811"
"V156","0.155000","1.122652"
"V157","0.156000","1.124488"
"V158","0.157000","1.126318"
"V159","0.158000","1.128139"
"V160","0.159000","1.129952"
"V161","0.160000","1.131756"
"V162","0.16100","1.13355"
"V163","0.162000","1.135333"
"V164","0.163000","1.137104"
"V165","0.164000","1.138863"
"V166","0.165000","1.140608"
"V167","0.166000","1.142338"
"V168","0.167000","1.144053"
"V169","0.168000","1.145753"
"V170","0.169000","1.147435"
"V171","0.170000","1.149101"
"V172","0.171000","1.150748"
"V173","0.172000","1.152376"
"V174","0.173000","1.153984"
"V175","0.174000","1.155572"
"V176","0.175000","1.157138"
"V177","0.176000","1.158683"
"V178","0.177000","1.160205"
"V179","0.178000","1.161703"
"V180","0.179000","1.163177"
"V181","0.180000","1.164626"
"V182","0.18100","1.16605"
"V183","0.182000","1.167448"
"V184","0.183000","1.168819"
"V185","0.184000","1.170163"
"V186","0.185000","1.171479"
"V187","0.186000","1.172766"
"V188","0.187000","1.174025"
"V189","0.188000","1.175254"
"V190","0.189000","1.176453"
"V191","0.190000","1.177622"
"V192","0.191000","1.178759"
"V193","0.192000","1.179865"
"V194","0.193000","1.180939"
"V195","0.194000","1.181981"
"V196","0.19500","1.18299"
"V197","0.196000","1.183966"
"V198","0.197000","1.184908"
"V199","0.198000","1.185816"
"V200","0.19900","1.18669"
"V201","0.20000","1.18753"
"V202","0.201000","1.188334"
"V203","0.202000","1.189103"
"V204","0.203000","1.189837"
"V205","0.204000","1.190535"
"V206","0.205000","1.191197"
"V207","0.206000","1.191823"
"V208","0.207000","1.192413"
"V209","0.208000","1.192966"
"V210","0.209000","1.193483"
"V211","0.210000","1.193963"
"V212","0.211000","1.194407"
"V213","0.212000","1.194814"
"V214","0.213000","1.195185"
"V215","0.214000","1.195518"
"V216","0.215000","1.195815"
"V217","0.216000","1.196075"
"V218","0.217000","1.196299"
"V219","0.218000","1.196486"
"V220","0.219000","1.196636"
"V221","0.22000","1.19675"
"V222","0.221000","1.196828"
"V223","0.222000","1.196869"
"V224","0.223000","1.196875"
"V225","0.224000","1.196845"
"V226","0.225000","1.196779"
"V227","0.226000","1.196678"
"V228","0.227000","1.196542"
"V229","0.228000","1.196371"
"V230","0.229000","1.196166"
"V231","0.230000","1.195926"
"V232","0.231000","1.195653"
"V233","0.232000","1.195346"
"V234","0.233000","1.195006"
"V235","0.234000","1.194633"
"V236","0.235000","1.194228"
"V237","0.236000","1.193791"
"V238","0.237000","1.193322"
"V239","0.238000","1.192822"
"V240","0.239000","1.192292"
"V241","0.240000","1.191733"
"V242","0.241000","1.191143"
"V243","0.242000","1.190525"
"V244","0.243000","1.189877"
"V245","0.244000","1.189202"
"V246","0.245000","1.188499"
"V247","0.24600","1.18777"
"V248","0.247000","1.187014"
"V249","0.248000","1.186233"
"V250","0.249000","1.185427"
"V251","0.250000","1.184596"
"V252","0.251000","1.183742"
"V253","0.252000","1.182865"
"V254","0.253000","1.181966"
"V255","0.254000","1.181045"
"V256","0.255000","1.180102"
"V257","0.25600","1.17914"
"V258","0.257000","1.178158"
"V259","0.258000","1.177157"
"V260","0.259000","1.176137"
"V261","0.260000","1.175101"
"V262","0.261000","1.174047"
"V263","0.262000","1.172977"
"V264","0.263000","1.171891"
"V265","0.264000","1.170791"
"V266","0.265000","1.169676"
"V267","0.266000","1.168548"
"V268","0.267000","1.167408"
"V269","0.268000","1.166255"
"V270","0.269000","1.165092"
"V271","0.270000","1.163918"
"V272","0.271000","1.162734"
"V273","0.272000","1.161541"
"V274","0.27300","1.16034"
"V275","0.274000","1.159132"
"V276","0.275000","1.157917"
"V277","0.276000","1.156696"
"V278","0.27700","1.15547"
"V279","0.278000","1.154239"
"V280","0.279000","1.153005"
"V281","0.280000","1.151768"
"V282","0.281000","1.150529"
"V283","0.282000","1.149288"
"V284","0.283000","1.148046"
"V285","0.284000","1.146804"
"V286","0.285000","1.145563"
"V287","0.286000","1.144322"
"V288","0.287000","1.143084"
"V289","0.288000","1.141848"
"V290","0.289000","1.140616"
"V291","0.290000","1.139387"
"V292","0.291000","1.138164"
"V293","0.292000","1.136945"
"V294","0.293000","1.135732"
"V295","0.294000","1.134526"
"V296","0.295000","1.133327"
"V297","0.296000","1.132135"
"V298","0.297000","1.130952"
"V299","0.298000","1.129777"
"V300","0.299000","1.128612"
"V301","0.300000","1.127457"
"V302","0.301000","1.126312"
"V303","0.302000","1.125178"
"V304","0.303000","1.124055"
"V305","0.304000","1.122944"
"V306","0.305000","1.121845"
"V307","0.306000","1.120759"
"V308","0.307000","1.119686"
"V309","0.308000","1.118627"
"V310","0.309000","1.117581"
"V311","0.310000","1.116551"
"V312","0.311000","1.115534"
"V313","0.312000","1.114533"
"V314","0.313000","1.113548"
"V315","0.314000","1.112578"
"V316","0.315000","1.111625"
"V317","0.316000","1.110687"
"V318","0.317000","1.109767"
"V319","0.318000","1.108864"
"V320","0.319000","1.107978"
"V321","0.32000","1.10711"
"V322","0.321000","1.106259"
"V323","0.322000","1.105427"
"V324","0.323000","1.104613"
"V325","0.324000","1.103817"
"V326","0.325000","1.103039"
"V327","0.32600","1.10228"
"V328","0.32700","1.10154"
"V329","0.328000","1.100819"
"V330","0.329000","1.100116"
"V331","0.330000","1.099433"
"V332","0.331000","1.098768"
"V333","0.332000","1.098122"
"V334","0.333000","1.097495"
"V335","0.334000","1.096887"
"V336","0.335000","1.096298"
"V337","0.336000","1.095728"
"V338","0.337000","1.095177"
"V339","0.338000","1.094645"
"V340","0.339000","1.094131"
"V341","0.340000","1.093637"
"V342","0.341000","1.093161"
"V343","0.342000","1.092703"
"V344","0.343000","1.092264"
"V345","0.344000","1.091843"
"V346","0.34500","1.09144"
"V347","0.346000","1.091055"
"V348","0.347000","1.090688"
"V349","0.348000","1.090339"
"V350","0.349000","1.090007"
"V351","0.350000","1.089693"
"V352","0.351000","1.089395"
"V353","0.352000","1.089114"
"V354","0.35300","1.08885"
