timestamp,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,3.0006000600040004,1.999694852028677e-6,3.999376755621023e-6,5.999039289358028e-6,7.998689061776608e-6,9.998352166164184e-6,1.1998080563180024e-5,1.399795836732949e-5,1.5998108013372614e-5,1.7998696278856304e-5,1.9999940139056715e-5,2.6806130557776017e-12,2.1717508999378322e-12,2.1341984402619923e-12,1.2097591533118678e-12,2.745360503241609e-12,-1.6343084147433474e-12,-2.2198737550420296e-11,-7.30496463922657e-11,-1.7185112946847886e-10,-3.394907461815007e-10,-5.996773911823222e-10,-9.78482862681149e-10,-1.5038350034427105e-9,3.4124783544408813e-13,1.7099743195414604e-13,4.947073522821468e-14,3.9317809747157267e-13,1.3125120252404076e-12,3.0635969385009397e-12,5.865717147147056e-12,9.890980171351349e-12,1.525557820838211e-11,2.2012964543376656e-11,3.014920922534924e-11,3.958073798232676e-11,1.3525165307422618e-17,2.1535047473706379e-16,1.0813607147570923e-15,3.3786475721332868e-15,8.127017101246735e-15,1.654626832899701e-14,2.9990420199739115e-14,4.987041061253163e-14,7.756714090956862e-14,1.143370877425226e-13,-1.113788142916646e-21,-3.5523020691579034e-20,-2.6825277872868146e-19,-1.121529260818416e-18,-3.3875976431607095e-18,-8.322266104924712e-18,-1.771233781047894e-17,-3.3910009310030886e-17,-5.982751198805251e-17,-9.888590092140127e-17,8.289754379325583e-25,5.272614708228596e-23,5.943981011989455e-22,3.2916055792563943e-21,1.232402336583071e-20,3.596678968154542e-20,8.826920872667176e-20,1.9060690668263498e-19,3.728771158157603e-19,6.741207713319615e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,3.0012002400320035,8.000360228059533e-6,1.600055299334636e-5,2.4000431368704578e-5,3.199988942550302e-5,3.999888255113085e-5,4.799744754841093e-5,5.5995722444330794e-5,6.39939659355079e-5,7.199257639796337e-5,7.999211038887185e-5,4.259864853765343e-11,5.7999471517776566e-11,1.0895290958611183e-10,1.5896703285842514e-11,5.690850474144511e-11,1.0313060563800146e-10,1.218198020426797e-10,6.803368714886782e-11,-1.144902938564709e-10,-4.922314203933044e-10,-1.1405773268725568e-9,-2.1423336951499447e-9,-3.586078184368901e-9,1.1098152756407682e-12,5.561457171066798e-13,1.6090353427329977e-13,1.2786506030088266e-12,4.267507320793616e-12,9.958027294957396e-12,1.905876223716583e-11,3.212214455901247e-11,4.951575472667893e-11,7.14000387063468e-11,9.771336271684726e-11,1.2816508769075927e-10,4.4890060318395807e-17,7.147406418475124e-16,3.588926451058389e-15,1.1213052742224777e-14,2.6970807222114883e-14,5.4908333888590455e-14,9.951495179149077e-14,1.6546518391632136e-13,2.5732822449080304e-13,3.792521444257946e-13,-4.275113687044824e-21,-1.3632881419443027e-19,-1.0292284228830545e-18,-4.301578957907492e-18,-1.298741755732765e-17,-3.1890048894547356e-17,-6.783391489764757e-17,-1.2978898623114272e-16,-2.2884362008617923e-16,-3.7800481454882713e-16,2.800794344427615e-24,1.7814170094089001e-22,2.0082462808891567e-21,1.1121089803890811e-20,4.163821189889174e-20,1.2151817354024584e-19,2.9822825777001607e-19,6.43988617536094e-19,1.2598106884177987e-18,2.2775990185143996e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,3.0018005401080163,1.8004338226521652e-5,3.600786060376211e-5,5.400978653651247e-5,7.20094058210729e-5,9.000611354933987e-5,0.00010799944466268895,0.00012598910803866828,0.0001439750199931437,0.00016195733708039683,0.00017993648807326988,2.1569184741982448e-10,3.132236542898829e-10,6.141292237609751e-10,7.772009254802881e-11,2.9920303155145124e-10,6.296497095485805e-10,1.011833759104697e-9,1.3672450901895293e-9,1.5976617610638744e-9,1.5871217465305584e-9,1.2042589526789522e-9,3.04961272456432e-10,-1.2646972941018674e-9,1.989623832861447e-12,9.970757650153938e-13,2.8848579534569467e-13,2.292201947891062e-12,7.64853677857266e-12,1.7841885014336962e-11,3.4133803906148354e-11,5.7500949259688746e-11,8.858305015479098e-11,1.2764290386901407e-10,1.7454003760589803e-10,2.2871929854357185e-10,8.226458133935469e-17,1.3098064228183304e-15,6.576819959210454e-15,2.054774303251894e-14,4.94217546490464e-14,1.006097736273826e-13,1.8233076322733185e-13,3.0313621905223293e-13,4.713738523831516e-13,6.946036579412242e-13,-9.149646311912548e-21,-2.917302450809597e-19,-2.2019255242701925e-18,-9.199799162211588e-18,-2.7765085735895117e-17,-6.814404563518063e-17,-1.448746189442168e-16,-2.770373832294921e-16,-4.881843299713652e-16,-8.059050156788217e-16,5.232939218585276e-24,3.328358239417908e-22,3.752160791366697e-21,2.0778386354561958e-20,7.77958697578004e-20,2.270417381250316e-19,5.57202762594842e-19,1.2032134025591376e-18,2.3538010823717564e-18,4.255413201582663e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004,3.0024009602560513,3.2013932103860066e-5,6.402531538984554e-5,9.603164706667397e-5,0.00012803051626144687,0.00016001964964153692,0.0001919969566309591,0.00022396057408486685,0.0002559089102846338,0.00028784068811492467,0.0003197549872825552,6.820625460131091e-10,1.0092805123988478e-9,2.002068120069813e-9,2.431028672791635e-10,9.567732127627698e-10,2.0944155819688748e-9,3.5794292899084835e-9,5.306775226283033e-9,7.145128180459951e-9,8.93957442064991e-9,1.0514804077847407e-8,1.1678738658675912e-8,1.2226525922145488e-8,2.7535091680106453e-12,1.379947719401686e-12,3.9928026088224575e-13,3.1721193788582786e-12,1.0582300706711007e-11,2.467794355299159e-11,4.7193281674489884e-11,7.946167741848145e-11,1.2234312877285944e-10,1.7616912218594518e-10,2.407071955682106e-10,3.1514701432718115e-10,1.1646635490790474e-16,1.8543541486539515e-15,9.311027139201816e-15,2.9089691087536037e-14,6.996527841614892e-14,1.4242574594690575e-13,2.5809803891037097e-13,4.2907086441655653e-13,6.671294400402643e-13,9.82920513124024e-13,-1.5317359705662086e-20,-4.883172011638865e-19,-3.684906181169939e-18,-1.539111620999987e-17,-4.643300886074693e-17,-1.1391058099852392e-16,-2.420550605650486e-16,-4.626250247440726e-16,-8.147665106219691e-16,-1.3442767237768779e-15,7.56308403957769e-24,4.810423363821126e-22,5.422938469135634e-21,3.0030672179076355e-20,1.1243713644152595e-19,3.2813982242194496e-19,8.053163135590453e-19,1.738985243471099e-18,3.4019113646879486e-18,6.150281194246127e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,3.003001500500125,5.0031406274535216e-5,0.00010005661706696261,0.0001500694872085,0.00020006397204264662,0.00025003417739476955,0.0002999744091961105,0.00034987922264430836,0.0003997434707799466,0.00044956235235600134,0.0004993314588734991,1.66597767596461e-9,2.4833019797723082e-9,4.94790646639768e-9,5.912316480069909e-10,2.3471939931966898e-9,5.215058412807689e-9,9.108000566668929e-9,1.390701033296538e-8,1.946337600043166e-8,2.5601794164901933e-8,3.212404454962454e-8,3.881315793070152e-8,4.543799572524819e-8,3.263221090625553e-12,1.6354509581504077e-12,4.7322501754615e-13,3.7591929581109045e-12,1.2538648829561252e-11,2.9233155878654845e-11,5.5887405946883556e-11,9.406543922887877e-11,1.4476479854125066e-10,2.0835213658616143e-10,2.8452318282378985e-10,3.722892731961286e-10,1.4096073779282255e-16,2.2443605598762872e-15,1.1269397040703218e-14,3.520831467407287e-14,8.468183230519757e-14,1.7238299070162558e-13,3.123799791947512e-13,5.192919176610151e-13,8.073552167300095e-13,1.1894019917532166e-12,-2.227253156504985e-20,-7.099565934962415e-19,-5.35629599833491e-18,-2.2365732702866285e-17,-6.745037430225621e-17,-1.6540160706166302e-16,-3.513065733071556e-16,-6.710911071867143e-16,-1.1812878943177242e-15,-1.9479521029774356e-15,9.349094266649053e-24,5.946397164901258e-22,6.703556734908042e-21,3.7122367492388344e-20,1.3898898678938967e-19,4.0562951785414045e-19,9.954904759136097e-19,2.149643833711885e-18,4.2052673048213644e-18,7.602660283888187e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,3.0036021608642596,7.205898631102236e-5,0.00014410514926287035,0.00021612571318671873,0.0002881079977437611,0.0003600394654623892,0.00043190776911897666,0.0005037007989052331,0.0005754067293206617,0.0006470140657237733,0.0007185116904693519,3.455868764257396e-9,5.168115711083813e-9,1.0317513019410291e-8,1.2240567354480215e-9,4.87847099066611e-9,1.0910346003236257e-8,1.9232749777545756e-8,2.9726532221761704e-8,4.224281614801151e-8,5.660611043911581e-8,7.261798073961039e-8,9.006120140439512e-8,1.0870430238218284e-7,3.4694235588766335e-12,1.738804093309891e-12,5.031334962269828e-13,3.996715563310098e-12,1.3330580287695869e-11,3.10786544704434e-11,5.941415801232393e-11,1.000001719327614e-10,1.5390001110056236e-10,2.2151127077312662e-10,3.0252673013692476e-10,3.959245076730654e-10,1.5186081699405397e-16,2.4179728065247104e-15,1.2141641863067246e-14,3.793547668120216e-14,9.124690484563404e-14,1.8575982919893904e-13,3.3664280038564935e-13,5.596576256927636e-13,8.701462255344545e-13,1.2819177725516241e-12,-2.9423743595446586e-20,-9.377923563713721e-19,-7.073784086990506e-18,-2.952912750772969e-17,-8.90231501192857e-17,-2.1821470330707081e-16,-4.632712136497021e-16,-8.845441989420852e-16,-1.5562270766397405e-15,-2.564905262083886e-15,1.0269026839115593e-23,6.531511004252462e-22,7.363173593603991e-21,4.0775135776600044e-20,1.5266523098106468e-19,4.455426682818844e-19,1.093444789802605e-18,2.361164578441974e-18,4.6190573746716645e-18,8.350747171566266e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007,3.0042029413724807,9.809885894381521e-5,0.00019617397951771835,0.00029420166320148457,0.0003921582912269493,0.0004900203645840613,0.0005877645441783534,0.0006853676911827539,0.0007828069076199916,0.0008800595772040896,0.000977103406459856,6.404331933213067e-9,9.592245081754733e-9,1.9167488424558333e-8,2.2662921105080747e-9,9.049040495978701e-9,2.03001837656879e-8,3.5940687126653515e-8,5.5862118278188733e-8,7.99288034411854e-8,1.079805146000278e-7,1.3983562689007302e-7,1.7529467424432246e-7,2.1414422216607606e-7,3.41169467956765e-12,1.7097549710923906e-12,4.946944720407831e-13,3.930482887578107e-12,1.3114243637910157e-11,3.058975131886314e-11,5.851929004411672e-11,9.858063982042271e-11,1.5188386177165567e-10,2.189117292248141e-10,2.9948695281627596e-10,3.9276854464886603e-10,1.4792740974271365e-16,2.3555084481559944e-15,1.182933695532842e-14,3.696548512027141e-14,8.893101931456359e-14,1.810861641991683e-13,3.2825573473926877e-13,5.458616846743643e-13,8.489323233498565e-13,1.251007931185861e-12,-3.6093881510837186e-20,-1.1502454473229348e-18,-8.674623064834881e-18,-3.620205575683367e-17,-1.0910408505918763e-16,-2.673330766226063e-16,-5.673017610040029e-16,-1.0826622403676896e-15,-1.9038435164704994e-15,-3.1362522545685677e-15,1.0121130176365589e-23,6.437442822780356e-22,7.25712763435156e-21,4.0187883780961405e-20,1.5046651453657611e-19,4.391258700025552e-19,1.0776967702631886e-18,2.327158594542417e-18,4.552532748583184e-18,8.230477972011809e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008,3.0048038420488195,0.00012815317206142025,0.00025626585928404213,0.0003842976074283603,0.0005122080236374248,0.0006399568075857436,0.0007675037831709597,0.0008948089309188242,0.001021832421262738,0.0011485346488484688,0.001274876268001201,1.0928127900486905e-8,1.637990918794906e-8,3.2745165216067546e-8,3.865415434280754e-9,1.5447769472931006e-8,3.4705614723851417e-8,6.157063083403937e-8,9.594874146173433e-8,1.3772163658885243e-7,1.8674865990123631e-7,2.4286901111383966e-7,3.059042044636635e-7,3.756607173560775e-7,3.2185267081345856e-12,1.612580671873202e-12,4.664720643298686e-13,3.708793439496784e-12,1.23889368532152e-11,2.8945937925792702e-11,5.5496325099851034e-11,9.374843423052164e-11,1.4493458955558084e-10,2.0976459719359246e-10,2.8840335071470575e-10,3.804746053824195e-10,1.3056906350108847e-16,2.0794554538444676e-15,1.0445920816203637e-14,3.265509312490631e-14,7.859973373676226e-14,1.6014347991557534e-13,2.9049103046285555e-13,4.834332400238356e-13,7.524781808867212e-13,1.1098829402663664e-12,-4.1520135033820707e-20,-1.3230138471248994e-18,-9.975629056038963e-18,-4.16205488477466e-17,-1.2539270855780332e-16,-3.071255613015151e-16,-6.514617177135231e-16,-1.2426925437938672e-15,-2.184177535993856e-15,-3.5962510785727595e-15,8.823844177859362e-24,5.612317140702013e-22,6.326938030486827e-21,3.503676152187017e-20,1.3118031831630107e-19,3.8284047175064328e-19,9.395619072256048e-19,2.0288727106148377e-18,3.969007303344932e-18,7.175528213630283e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,3.0054048629173127,0.0001622240347103622,0.0003243832239267735,0.0004864127480183385,0.0006482478394034808,0.0008098238093797111,0.0009710760759114902,0.0011319401926822782,0.00129235187970535,0.0014522470557741488,0.001611561873016085,1.7508181979073613e-8,2.6251022846580554e-8,5.248860781695257e-8,6.191668048049476e-9,2.4753955558316083e-8,5.5648819512681544e-8,9.881320713571013e-8,1.5415957030589708e-7,2.215765581908776e-7,3.009298614932578e-7,3.920631753944228e-7,4.947992429243278e-7,6.089409362375357e-7,3.107326048647502e-12,1.5560875101916988e-12,4.4990573666304197e-13,3.582448543110203e-12,1.1997107322847084e-11,2.8130885304508155e-11,5.4186557121439406e-11,9.207197355013797e-11,1.4335357713368223e-10,2.0922684070635865e-10,2.9050580822949653e-10,3.8763330550088616e-10,1.0384205596263184e-16,1.6544722021818014e-15,8.316695094091308e-15,2.6023498951006014e-14,6.271364088466687e-14,1.279648420143441e-13,2.3252395171467055e-13,3.8773688641459867e-13,6.048832826696958e-13,8.944236693473512e-13,-4.485399789561064e-20,-1.4290725597915549e-18,-1.0773181691246492e-17,-4.493591444336185e-17,-1.353353307394643e-16,-3.313466190424304e-16,-7.025253090538816e-16,-1.3394517935238006e-15,-2.353050320695049e-15,-3.872301676906711e-15,6.41580022312927e-24,4.080705057545963e-22,4.6003045395538746e-21,2.5475162282871905e-20,9.538095852096848e-20,2.7836257469775104e-19,6.831536655131847e-19,1.4751894669814316e-18,2.88585761819059e-18,5.2173128385011805e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
