"","V1","V2","V3"
"V1","0","3","3"
"V2","0.001000","3.002599","3.002599"
"V3","0.002000","3.005198","3.005198"
"V4","0.003000","3.007797","3.007797"
"V5","0.004000","3.010395","3.010395"
"V6","0.005000","3.012992","3.012992"
"V7","0.00600","3.01559","3.01559"
"V8","0.007000","3.018186","3.018186"
"V9","0.008000","3.020782","3.020782"
"V10","0.009000","3.023378","3.023378"
"V11","0.010000","3.025973","3.025973"
"V12","0.011000","3.028568","3.028568"
"V13","0.012000","3.031162","3.031162"
"V14","0.013000","3.033755","3.033755"
"V15","0.014000","3.036348","3.036348"
"V16","0.015000","3.038941","3.038941"
"V17","0.016000","3.041533","3.041533"
"V18","0.017000","3.044125","3.044125"
"V19","0.018000","3.046716","3.046716"
"V20","0.019000","3.049307","3.049307"
"V21","0.020000","3.051897","3.051897"
"V22","0.021000","3.054487","3.054487"
"V23","0.022000","3.057076","3.057076"
"V24","0.023000","3.059665","3.059665"
"V25","0.024000","3.062253","3.062253"
"V26","0.025000","3.064841","3.064841"
"V27","0.026000","3.067428","3.067428"
"V28","0.027000","3.070015","3.070015"
"V29","0.028000","3.072601","3.072601"
"V30","0.029000","3.075187","3.075187"
"V31","0.030000","3.077772","3.077772"
"V32","0.031000","3.080357","3.080357"
"V33","0.032000","3.082941","3.082941"
"V34","0.033000","3.085524","3.085524"
"V35","0.034000","3.088108","3.088108"
"V36","0.03500","3.09069","3.09069"
"V37","0.036000","3.093273","3.093273"
"V38","0.037000","3.095854","3.095854"
"V39","0.038000","3.098436","3.098436"
"V40","0.039000","3.101016","3.101016"
"V41","0.040000","3.103596","3.103596"
"V42","0.041000","3.106176","3.106176"
"V43","0.042000","3.108755","3.108755"
"V44","0.043000","3.111334","3.111334"
"V45","0.044000","3.113912","3.113912"
"V46","0.04500","3.11649","3.11649"
"V47","0.046000","3.119067","3.119067"
"V48","0.047000","3.121643","3.121643"
"V49","0.048000","3.124219","3.124219"
"V50","0.049000","3.126795","3.126795"
"V51","0.05000","3.12937","3.12937"
"V52","0.051000","3.131945","3.131945"
"V53","0.052000","3.134519","3.134519"
"V54","0.053000","3.137092","3.137092"
"V55","0.054000","3.139665","3.139665"
"V56","0.055000","3.142238","3.142238"
"V57","0.056000","3.144809","3.144809"
"V58","0.057000","3.147381","3.147381"
"V59","0.058000","3.149952","3.149952"
"V60","0.059000","3.152522","3.152522"
"V61","0.060000","3.155092","3.155092"
"V62","0.061000","3.157661","3.157661"
"V63","0.06200","3.16023","3.16023"
"V64","0.063000","3.162798","3.162798"
"V65","0.064000","3.165366","3.165366"
"V66","0.065000","3.167933","3.167933"
"V67","0.0660","3.1705","3.1705"
"V68","0.067000","3.173066","3.173066"
"V69","0.068000","3.175632","3.175632"
"V70","0.069000","3.178197","3.178197"
"V71","0.070000","3.180762","3.180762"
"V72","0.071000","3.183326","3.183326"
"V73","0.072000","3.185889","3.185889"
"V74","0.073000","3.188452","3.188452"
"V75","0.074000","3.191014","3.191014"
"V76","0.075000","3.193576","3.193576"
"V77","0.076000","3.196138","3.196138"
"V78","0.077000","3.198699","3.198699"
"V79","0.078000","3.201259","3.201259"
"V80","0.079000","3.203819","3.203819"
"V81","0.080000","3.206378","3.206378"
"V82","0.081000","3.208936","3.208936"
"V83","0.082000","3.211495","3.211495"
"V84","0.083000","3.214052","3.214052"
"V85","0.084000","3.216609","3.216609"
"V86","0.085000","3.219166","3.219166"
"V87","0.086000","3.221722","3.221722"
"V88","0.087000","3.224277","3.224277"
"V89","0.088000","3.226832","3.226832"
"V90","0.089000","3.229386","3.229386"
"V91","0.09000","3.23194","3.23194"
"V92","0.091000","3.234493","3.234493"
"V93","0.092000","3.237046","3.237046"
"V94","0.093000","3.239598","3.239598"
"V95","0.09400","3.24215","3.24215"
"V96","0.095000","3.244701","3.244701"
"V97","0.096000","3.247251","3.247251"
"V98","0.097000","3.249801","3.249801"
"V99","0.09800","3.25235","3.25235"
"V100","0.099000","3.254899","3.254899"
"V101","0.100000","3.257447","3.257447"
"V102","0.101000","3.259995","3.259995"
"V103","0.102000","3.262542","3.262542"
"V104","0.103000","3.265089","3.265089"
"V105","0.104000","3.267635","3.267635"
"V106","0.10500","3.27018","3.27018"
"V107","0.106000","3.272725","3.272725"
"V108","0.107000","3.275269","3.275269"
"V109","0.108000","3.277813","3.277813"
"V110","0.109000","3.280356","3.280356"
"V111","0.110000","3.282899","3.282899"
"V112","0.111000","3.285441","3.285441"
"V113","0.112000","3.287982","3.287982"
"V114","0.113000","3.290523","3.290523"
"V115","0.114000","3.293063","3.293063"
