"","V1","V2"
"V1","0","0"
"V2"," 0.00100000","-0.01868738"
"V3","0.002000000","0.000780113"
"V4"," 0.00300000","-0.01500582"
"V5"," 0.00400000","-0.05885417"
"V6"," 0.00500000","-0.05343441"
"V7"," 0.0060000","-0.0438257"
"V8"," 0.00700000","-0.02198615"
"V9","0.008000000","0.002874984"
"V10"," 0.00900000","-0.01118162"
"V11","0.010000000","0.008366528"
"V12","0.011000000","0.002936223"
"V13","0.01200000","0.01149233"
"V14","0.013000000","0.004888544"
"V15"," 0.01400000","-0.02820667"
"V16"," 0.01500000","-0.05565579"
"V17"," 0.01600000","-0.05305532"
"V18"," 0.0170000","-0.0293995"
"V19"," 0.0180000","-0.0423009"
"V20","0.019000000","0.007927115"
"V21","0.020000","0.111545"
"V22","0.0210000","0.1298143"
"V23","0.0220000","0.1115576"
"V24","0.02300000","0.09910702"
"V25","0.0240000","0.1235546"
"V26","0.0250000","0.1392611"
"V27","0.0260000","0.1755844"
"V28","0.0270000","0.1797202"
"V29","0.0280000","0.2049107"
"V30","0.0290000","0.2308569"
"V31","0.03000","0.23243"
"V32","0.0310000","0.2305753"
"V33","0.0320000","0.2210839"
"V34","0.0330000","0.1939347"
"V35","0.034000","0.204116"
"V36","0.035000","0.202342"
"V37","0.0360000","0.2341267"
"V38","0.0370000","0.2213274"
"V39","0.0380000","0.2268412"
"V40","0.0390000","0.2233187"
"V41","0.0400000","0.2107005"
"V42","0.0410000","0.2311034"
"V43","0.0420000","0.2730522"
"V44","0.0430000","0.2734267"
"V45","0.0440000","0.2299528"
"V46","0.0450000","0.2232108"
"V47","0.0460000","0.2147244"
"V48","0.047000","0.164818"
"V49","0.0480000","0.1381497"
"V50","0.0490000","0.1260851"
"V51","0.0500000","0.1206756"
"V52","0.0510000","0.1402234"
"V53","0.0520000","0.1207672"
"V54","0.0530000","0.1380511"
"V55","0.0540000","0.1745873"
"V56","0.055000","0.158768"
"V57","0.0560000","0.1498324"
"V58","0.0570000","0.1701348"
"V59","0.0580000","0.1762456"
"V60","0.05900","0.18429"
"V61","0.0600000","0.1718358"
"V62","0.0610000","0.1814201"
"V63","0.0620000","0.1594711"
"V64","0.0630000","0.1579876"
"V65","0.0640000","0.1416426"
"V66","0.0650000","0.1578974"
"V67","0.066000","0.184488"
"V68","0.067000","0.187242"
"V69","0.0680000","0.1690076"
"V70","0.0690000","0.1756715"
"V71","0.0700000","0.1590186"
"V72","0.07100000","0.09078609"
"V73","0.07200000","0.03813116"
"V74","0.073000000","0.002790739"
"V75"," 0.074000000","-0.002421004"
"V76"," 0.07500000","-0.03008378"
"V77"," 0.07600000","-0.02048085"
"V78","0.07700000","0.01354432"
"V79","0.078000000","0.000794726"
"V80","0.0790000","0.0176648"
