"","V1","V2"
"V1","0","0"
"V2","0.001","0.000"
"V3","0.002","0.000"
"V4","0.003","0.000"
"V5","0.004","0.000"
"V6","0.005","0.000"
"V7","0.006","0.000"
"V8","0.007","0.000"
"V9","0.008","0.000"
"V10","0.009","0.000"
"V11","0.01","0.00"
"V12","0.011","0.000"
"V13","0.012","0.000"
"V14","0.013","0.000"
"V15","0.014","0.000"
"V16","0.015","0.000"
"V17","0.016","0.000"
"V18","0.017","0.000"
"V19","0.018","0.000"
"V20","0.019","0.000"
"V21","0.02","0.00"
"V22","0.021","0.000"
"V23","0.022","0.000"
"V24","0.023","0.000"
"V25","0.024","0.000"
"V26","0.025","0.000"
"V27","0.026","0.000"
"V28","0.027","0.000"
"V29","0.028","0.000"
"V30","0.029","0.000"
"V31","0.03","0.00"
"V32","0.031","0.000"
"V33","0.032","0.000"
"V34","0.033","0.000"
"V35","0.034","0.000"
"V36","0.035","0.000"
"V37","0.036","0.000"
"V38","0.037","0.000"
"V39","0.038","0.000"
"V40","0.039","0.000"
"V41","0.04","0.00"
"V42","0.041","0.000"
"V43","0.042","0.000"
"V44","0.043","0.000"
"V45","0.044","0.000"
"V46","0.045","0.000"
"V47","0.046","0.000"
"V48","0.047","0.000"
"V49","0.048","0.000"
"V50","0.049","0.000"
"V51","0.05","0.00"
"V52","0.051","0.000"
"V53","0.052","0.000"
"V54","0.053","0.000"
"V55","0.054","0.000"
"V56","0.055","0.000"
"V57","0.056","0.000"
"V58","0.057","0.000"
"V59","0.058","0.000"
"V60","0.059","0.000"
"V61","0.06","0.00"
"V62","0.061","0.000"
"V63","0.062","0.000"
"V64","0.063","0.000"
"V65","0.064","0.000"
"V66","0.065","0.000"
"V67","0.066","0.000"
"V68","0.067","0.000"
"V69","0.068","0.000"
"V70","0.069","0.000"
"V71","0.07","0.00"
"V72","0.071","0.000"
"V73","0.072","0.000"
"V74","0.073","0.000"
"V75","0.074","0.000"
"V76","0.075","0.000"
"V77","0.076","0.000"
"V78","0.077","0.000"
"V79","0.078","0.000"
"V80","0.079","0.000"
"V81","0.08","0.00"
"V82","0.081","0.000"
"V83","0.082","0.000"
"V84","0.083","0.000"
"V85","0.084","0.000"
"V86","0.085","0.000"
"V87","0.086","0.000"
"V88","0.087","0.000"
"V89","0.088","0.000"
"V90","0.089","0.000"
"V91","0.09","0.00"
"V92","0.091","0.000"
"V93","0.092","0.000"
"V94","0.093","0.000"
"V95","0.094","0.000"
"V96","0.095","0.000"
"V97","0.096","0.000"
"V98","0.097","0.000"
"V99","0.098","0.000"
"V100","0.099","0.000"
"V101","0.1","0.0"
"V102","0.101","0.000"
"V103","0.102","0.000"
"V104","0.103","0.000"
"V105","0.104","0.000"
"V106","0.105","0.000"
"V107","0.106","0.000"
"V108","0.107","0.000"
"V109","0.108","0.000"
"V110","0.109","0.000"
"V111","0.11","0.00"
"V112","0.111","0.000"
"V113","0.112","0.000"
"V114","0.113","0.000"
"V115","0.114","0.000"
"V116","0.115","0.000"
"V117","0.116","0.000"
"V118","0.117","0.000"
"V119","0.118","0.000"
"V120","0.119","0.000"
"V121","0.12","0.00"
"V122","0.121","0.000"
"V123","0.122","0.000"
"V124","0.123","0.000"
"V125","0.124","0.000"
"V126","0.125","0.000"
"V127","0.126","0.000"
"V128","0.127","0.000"
"V129","0.128","0.000"
"V130","0.129","0.000"
"V131","0.13","0.00"
"V132","0.131","0.000"
"V133","0.132","0.000"
"V134","0.133","0.000"
"V135","0.134","0.000"
"V136","0.135","0.000"
"V137","0.136","0.000"
"V138","0.137","0.000"
"V139","0.138","0.000"
"V140","0.139","0.000"
"V141","0.14","0.00"
"V142","0.141","0.000"
"V143","0.142","0.000"
"V144","0.143","0.000"
"V145","0.144","0.000"
"V146","0.145","0.000"
"V147","0.146","0.000"
"V148","0.147","0.000"
"V149","0.148","0.000"
"V150","0.149","0.000"
"V151","0.15","0.00"
"V152","0.151","0.000"
"V153","0.152","0.000"
"V154","0.153","0.000"
"V155","0.154","0.000"
"V156","0.155","0.000"
"V157","0.156","0.000"
"V158","0.157","0.000"
"V159","0.158","0.000"
"V160","0.159","0.000"
"V161","0.16","0.00"
"V162","0.161","0.000"
"V163","0.162","0.000"
"V164","0.163","0.000"
"V165","0.164","0.000"
"V166","0.165","0.000"
"V167","0.166","0.000"
"V168","0.167","0.000"
"V169","0.168","0.000"
"V170","0.169","0.000"
"V171","0.17","0.00"
"V172","0.171","0.000"
"V173","0.172","0.000"
"V174","0.173","0.000"
"V175","0.174","0.000"
"V176","0.175","0.000"
"V177","0.176","0.000"
"V178","0.177","0.000"
"V179","0.178","0.000"
"V180","0.179","0.000"
"V181","0.18","0.00"
"V182","0.181","0.000"
"V183","0.182","0.000"
"V184","0.183","0.000"
"V185","0.184","0.000"
"V186","0.185","0.000"
"V187","0.186","0.000"
"V188","0.187","0.000"
"V189","0.188","0.000"
"V190","0.189","0.000"
"V191","0.19","0.00"
"V192","0.191","0.000"
"V193","0.192","0.000"
"V194","0.193","0.000"
"V195","0.194","0.000"
"V196","0.195","0.000"
"V197","0.196","0.000"
"V198","0.197","0.000"
"V199","0.198","0.000"
"V200","0.199","0.000"
"V201","0.2","0.0"
"V202","0.201","0.000"
"V203","0.202","0.000"
"V204","0.203","0.000"
"V205","0.204","0.000"
"V206","0.205","0.000"
"V207","0.206","0.000"
"V208","0.207","0.000"
"V209","0.208","0.000"
"V210","0.209","0.000"
"V211","0.21","0.00"
"V212","0.211","0.000"
"V213","0.212","0.000"
"V214","0.213","0.000"
"V215","0.214","0.000"
"V216","0.215","0.000"
"V217","0.216","0.000"
"V218","0.217","0.000"
"V219","0.218","0.000"
"V220","0.219","0.000"
"V221","0.22","0.00"
"V222","0.221","0.000"
"V223","0.222","0.000"
"V224","0.223","0.000"
"V225","0.224","0.000"
"V226","0.225","0.000"
"V227","0.226","0.000"
"V228","0.227","0.000"
"V229","0.228","0.000"
"V230","0.229","0.000"
"V231","0.23","0.00"
"V232","0.231","0.000"
"V233","0.232","0.000"
"V234","0.233","0.000"
"V235","0.234","0.000"
"V236","0.235","0.000"
"V237","0.236","0.000"
"V238","0.237","0.000"
"V239","0.238","0.000"
"V240","0.239","0.000"
"V241","0.24","0.00"
"V242","0.241","0.000"
"V243","0.242","0.000"
"V244","0.243","0.000"
"V245","0.244","0.000"
"V246","0.245","0.000"
"V247","0.246","0.000"
"V248","0.247","0.000"
"V249","0.248","0.000"
"V250","0.249","0.000"
"V251","0.25","0.00"
"V252","0.251","0.000"
"V253","0.252","0.000"
"V254","0.253","0.000"
"V255","0.254","0.000"
"V256","0.255","0.000"
"V257","0.256","0.000"
"V258","0.257","0.000"
"V259","0.258","0.000"
"V260","0.259","0.000"
"V261","0.26","0.00"
"V262","0.261","0.000"
"V263","0.262","0.000"
"V264","0.263","0.000"
"V265","0.264","0.000"
"V266","0.265","0.000"
"V267","0.266","0.000"
"V268","0.267","0.000"
"V269","0.268","0.000"
"V270","0.269","0.000"
"V271","0.27","0.00"
