"","V1","V2"
"V1","0","3"
"V2","0.001000","2.996516"
"V3","0.002000","2.993061"
"V4","0.003000","2.989637"
"V5","0.004000","2.986242"
"V6","0.005000","2.982877"
"V7","0.006000","2.979542"
"V8","0.007000","2.976236"
"V9","0.00800","2.97296"
"V10","0.009000","2.969712"
"V11","0.010000","2.966494"
"V12","0.011000","2.963305"
"V13","0.012000","2.960144"
"V14","0.013000","2.957012"
"V15","0.014000","2.953908"
"V16","0.015000","2.950832"
"V17","0.016000","2.947784"
"V18","0.017000","2.944764"
"V19","0.018000","2.941771"
"V20","0.019000","2.938805"
"V21","0.020000","2.935866"
"V22","0.021000","2.932954"
"V23","0.022000","2.930068"
"V24","0.023000","2.927207"
"V25","0.024000","2.924372"
"V26","0.025000","2.921563"
"V27","0.026000","2.918778"
"V28","0.027000","2.916018"
"V29","0.028000","2.913281"
"V30","0.029000","2.910569"
"V31","0.03000","2.90788"
"V32","0.031000","2.905214"
"V33","0.032000","2.902571"
"V34","0.033000","2.899949"
"V35","0.03400","2.89735"
"V36","0.035000","2.894771"
"V37","0.036000","2.892214"
"V38","0.037000","2.889677"
"V39","0.038000","2.887159"
"V40","0.039000","2.884661"
"V41","0.040000","2.882183"
"V42","0.041000","2.879722"
"V43","0.04200","2.87728"
"V44","0.043000","2.874855"
"V45","0.044000","2.872447"
"V46","0.045000","2.870056"
"V47","0.04600","2.86768"
"V48","0.04700","2.86532"
"V49","0.048000","2.862975"
"V50","0.049000","2.860644"
"V51","0.050000","2.858327"
"V52","0.051000","2.856023"
"V53","0.052000","2.853732"
"V54","0.053000","2.851454"
"V55","0.054000","2.849186"
"V56","0.05500","2.84693"
"V57","0.056000","2.844685"
"V58","0.057000","2.842449"
"V59","0.058000","2.840223"
"V60","0.059000","2.838006"
"V61","0.060000","2.835797"
"V62","0.061000","2.833595"
"V63","0.062000","2.831401"
"V64","0.063000","2.829214"
"V65","0.064000","2.827032"
"V66","0.065000","2.824856"
"V67","0.066000","2.822684"
"V68","0.067000","2.820517"
"V69","0.068000","2.818354"
"V70","0.069000","2.816194"
"V71","0.070000","2.814036"
"V72","0.071000","2.811881"
"V73","0.072000","2.809726"
"V74","0.073000","2.807573"
"V75","0.07400","2.80542"
"V76","0.075000","2.803267"
"V77","0.076000","2.801113"
"V78","0.077000","2.798958"
"V79","0.078000","2.796801"
"V80","0.079000","2.794642"
"V81","0.080000","2.792479"
"V82","0.081000","2.790313"
"V83","0.082000","2.788144"
"V84","0.083000","2.785969"
"V85","0.08400","2.78379"
"V86","0.085000","2.781605"
"V87","0.086000","2.779415"
"V88","0.087000","2.777217"
"V89","0.088000","2.775013"
"V90","0.089000","2.772801"
"V91","0.090000","2.770581"
"V92","0.091000","2.768353"
"V93","0.092000","2.766116"
"V94","0.093000","2.763869"
"V95","0.094000","2.761613"
"V96","0.095000","2.759346"
"V97","0.096000","2.757069"
"V98","0.09700","2.75478"
"V99","0.09800","2.75248"
"V100","0.099000","2.750168"
"V101","0.100000","2.747844"
"V102","0.101000","2.745507"
"V103","0.102000","2.743157"
"V104","0.103000","2.740794"
"V105","0.104000","2.738416"
"V106","0.105000","2.736025"
"V107","0.106000","2.733619"
"V108","0.107000","2.731198"
"V109","0.108000","2.728761"
"V110","0.10900","2.72631"
"V111","0.110000","2.723842"
"V112","0.111000","2.721358"
"V113","0.112000","2.718858"
"V114","0.113000","2.716342"
"V115","0.114000","2.713808"
"V116","0.115000","2.711257"
"V117","0.116000","2.708689"
"V118","0.117000","2.706103"
"V119","0.118000","2.703499"
"V120","0.119000","2.700877"
"V121","0.120000","2.698236"
"V122","0.121000","2.695578"
"V123","0.1220","2.6929"
"V124","0.123000","2.690204"
"V125","0.124000","2.687488"
"V126","0.125000","2.684754"
"V127","0.126","2.682"
"V128","0.127000","2.679227"
"V129","0.128000","2.676434"
"V130","0.129000","2.673622"
"V131","0.130000","2.670789"
"V132","0.131000","2.667937"
"V133","0.132000","2.665066"
"V134","0.133000","2.662174"
"V135","0.134000","2.659262"
"V136","0.13500","2.65633"
"V137","0.136000","2.653378"
"V138","0.137000","2.650406"
"V139","0.138000","2.647414"
"V140","0.139000","2.644401"
"V141","0.140000","2.641369"
"V142","0.141000","2.638316"
"V143","0.142000","2.635243"
"V144","0.143000","2.632151"
"V145","0.144000","2.629038"
"V146","0.145000","2.625905"
"V147","0.146000","2.622753"
"V148","0.147000","2.619581"
"V149","0.148000","2.616389"
"V150","0.149000","2.613177"
"V151","0.150000","2.609946"
"V152","0.151000","2.606696"
"V153","0.152000","2.603426"
"V154","0.153000","2.600137"
"V155","0.154000","2.596829"
"V156","0.155000","2.593502"
"V157","0.156000","2.590157"
"V158","0.157000","2.586793"
"V159","0.15800","2.58341"
"V160","0.15900","2.58001"
"V161","0.160000","2.576591"
"V162","0.161000","2.573155"
"V163","0.162000","2.569701"
"V164","0.16300","2.56623"
"V165","0.164000","2.562741"
"V166","0.165000","2.559236"
"V167","0.166000","2.555713"
"V168","0.167000","2.552175"
"V169","0.16800","2.54862"
"V170","0.169000","2.545049"
"V171","0.170000","2.541462"
"V172","0.17100","2.53786"
"V173","0.172000","2.534242"
"V174","0.17300","2.53061"
"V175","0.174000","2.526962"
