"","V1","V2"
"V1","0.0","0.1"
"V2","0.0010000","0.1003623"
"V3","0.002000","0.100799"
"V4","0.0030000","0.1012897"
"V5","0.0040000","0.1018152"
"V6","0.0050000","0.1023572"
"V7","0.0060000","0.1028989"
"V8","0.0070000","0.1034247"
"V9","0.00800","0.10392"
"V10","0.0090000","0.1043716"
"V11","0.0100000","0.1047671"
"V12","0.0110000","0.1050957"
"V13","0.0120000","0.1053477"
"V14","0.0130000","0.1055143"
"V15","0.0140000","0.1055882"
"V16","0.0150000","0.1055632"
"V17","0.0160000","0.1054348"
"V18","0.0170000","0.1052131"
"V19","0.0180000","0.1049116"
"V20","0.0190000","0.1045425"
"V21","0.0200000","0.1041185"
"V22","0.0210000","0.1036531"
"V23","0.0220000","0.1031603"
"V24","0.0230000","0.1026548"
"V25","0.024000","0.102151"
"V26","0.0250000","0.1016601"
"V27","0.0260000","0.1011924"
"V28","0.0270000","0.1007576"
"V29","0.0280000","0.1003655"
"V30","0.0290000","0.1000251"
"V31","0.03000000","0.09974528"
"V32","0.03100000","0.09953465"
"V33","0.03200000","0.09940138"
"V34","0.0330000","0.0993533"
"V35","0.03400000","0.09939762"
"V36","0.0350000","0.0995405"
"V37","0.03600000","0.09979082"
"V38","0.0370000","0.1001552"
"V39","0.038000","0.100637"
"V40","0.0390000","0.1012369"
"V41","0.0400000","0.1019521"
"V42","0.041000","0.102777"
"V43","0.0420000","0.1037027"
"V44","0.0430000","0.1047182"
"V45","0.0440000","0.1058077"
"V46","0.0450000","0.1069413"
"V47","0.0460000","0.1080879"
"V48","0.0470000","0.1092172"
"V49","0.0480000","0.1102996"
"V50","0.0490000","0.1113061"
"V51","0.0500000","0.1122085"
"V52","0.0510000","0.1129792"
"V53","0.0520000","0.1135913"
"V54","0.0530000","0.1140202"
"V55","0.054000","0.114257"
"V56","0.0550000","0.1143042"
"V57","0.0560000","0.1141704"
"V58","0.057000","0.113871"
"V59","0.0580000","0.1134274"
"V60","0.0590000","0.1128676"
"V61","0.0600000","0.1122262"
"V62","0.061000","0.111544"
"V63","0.0620000","0.1108681"
"V64","0.0630000","0.1102426"
"V65","0.0640000","0.1097015"
"V66","0.0650000","0.1092783"
"V67","0.0660000","0.1089976"
"V68","0.0670000","0.1088752"
"V69","0.0680000","0.1089181"
"V70","0.0690000","0.1091242"
"V71","0.0700000","0.1094825"
"V72","0.0710000","0.1099735"
"V73","0.0720000","0.1105684"
"V74","0.0730000","0.1112405"
"V75","0.0740000","0.1119556"
"V76","0.0750000","0.1126744"
"V77","0.076000","0.113364"
"V78","0.0770000","0.1139984"
"V79","0.0780000","0.1145579"
"V80","0.0790000","0.1150293"
"V81","0.0800000","0.1154061"
"V82","0.0810000","0.1156884"
"V83","0.0820000","0.1158824"
"V84","0.0830000","0.1159972"
"V85","0.0840000","0.1160617"
"V86","0.0850000","0.1161081"
"V87","0.0860000","0.1161645"
"V88","0.0870000","0.1162542"
"V89","0.0880000","0.1163964"
"V90","0.0890000","0.1166058"
"V91","0.0900000","0.1168928"
"V92","0.0910000","0.1172633"
"V93","0.0920000","0.1177191"
"V94","0.0930000","0.1182567"
"V95","0.094000","0.118851"
"V96","0.0950000","0.1194727"
"V97","0.0960000","0.1200941"
"V98","0.0970000","0.1206889"
"V99","0.0980000","0.1212325"
"V100","0.0990000","0.1217018"
"V101","0.1000000","0.1220755"
"V102","0.1010000","0.1223336"
"V103","0.1020000","0.1224577"
"V104","0.1030000","0.1224379"
"V105","0.1040000","0.1222856"
"V106","0.1050000","0.1220178"
"V107","0.1060000","0.1216531"
