"","V1","V2"
"V1","0.0","0.1"
"V2","0.0010000","0.1000165"
"V3","0.00200","0.10003"
"V4","0.0030000","0.1000405"
"V5","0.004000","0.100048"
"V6","0.0050000","0.1000525"
"V7","0.006000","0.100054"
"V8","0.0070000","0.1000526"
"V9","0.0080000","0.1000483"
"V10","0.0090000","0.1000411"
"V11","0.010000","0.100031"
"V12","0.011000","0.100018"
"V13","0.0120000","0.1000021"
"V14","0.01300000","0.09998349"
"V15","0.01400000","0.09996208"
"V16","0.01500000","0.09993791"
"V17","0.01600000","0.09991103"
"V18","0.01700000","0.09988147"
"V19","0.01800000","0.09984928"
"V20","0.01900000","0.09981449"
"V21","0.02000000","0.09977715"
"V22","0.0210000","0.0997373"
"V23","0.02200000","0.09969499"
"V24","0.02300000","0.09965027"
"V25","0.02400000","0.09960319"
"V26","0.0250000","0.0995538"
"V27","0.02600000","0.09950217"
"V28","0.02700000","0.09944834"
"V29","0.02800000","0.09939238"
"V30","0.02900000","0.09933436"
"V31","0.03000000","0.09927433"
"V32","0.03100000","0.09921235"
"V33","0.03200000","0.09914851"
"V34","0.03300000","0.09908287"
"V35","0.0340000","0.0990155"
"V36","0.03500000","0.09894648"
"V37","0.03600000","0.09887588"
"V38","0.03700000","0.09880377"
"V39","0.03800000","0.09873021"
"V40","0.03900000","0.09865528"
"V41","0.04000000","0.09857908"
"V42","0.04100000","0.09850168"
"V43","0.04200000","0.09842316"
"V44","0.04300000","0.09834362"
"V45","0.04400000","0.09826314"
"V46","0.0450000","0.0981818"
"V47","0.04600000","0.09809969"
"V48","0.0470000","0.0980169"
"V49","0.04800000","0.09793351"
"V50","0.0490000","0.0978496"
"V51","0.05000000","0.09776528"
"V52","0.05100000","0.09768061"
"V53","0.0520000","0.0975957"
"V54","0.05300000","0.09751062"
"V55","0.05400000","0.09742547"
"V56","0.05500000","0.09734034"
"V57","0.05600000","0.09725531"
"V58","0.05700000","0.09717048"
"V59","0.05800000","0.09708594"
"V60","0.05900000","0.09700176"
"V61","0.06000000","0.09691806"
"V62","0.06100000","0.09683491"
"V63","0.06200000","0.09675241"
"V64","0.06300000","0.09667064"
"V65","0.06400000","0.09658971"
"V66","0.0650000","0.0965097"
"V67","0.06600000","0.09643071"
"V68","0.06700000","0.09635283"
"V69","0.06800000","0.09627615"
"V70","0.06900000","0.09620076"
"V71","0.07000000","0.09612674"
"V72","0.07100000","0.09605415"
"V73","0.07200000","0.09598309"
"V74","0.07300000","0.09591364"
"V75","0.0740000","0.0958459"
"V76","0.07500000","0.09577995"
"V77","0.07600000","0.09571587"
"V78","0.07700000","0.09565376"
"V79","0.07800000","0.09559369"
"V80","0.07900000","0.09553574"
"V81","0.08000000","0.09547998"
"V82","0.0810000","0.0954265"
"V83","0.08200000","0.09537536"
"V84","0.08300000","0.09532663"
"V85","0.08400000","0.09528039"
"V86","0.08500000","0.09523671"
"V87","0.08600000","0.09519564"
"V88","0.08700000","0.09515725"
"V89","0.08800000","0.09512161"
"V90","0.08900000","0.09508877"
"V91","0.09000000","0.09505879"
"V92","0.09100000","0.09503172"
"V93","0.09200000","0.09500762"
"V94","0.09300000","0.09498654"
"V95","0.09400000","0.09496853"
"V96","0.09500000","0.09495364"
"V97","0.09600000","0.09494191"
"V98","0.09700000","0.09493339"
"V99","0.09800000","0.09492812"
"V100","0.09900000","0.09492614"
"V101","0.10000000","0.09492749"
"V102","0.1010000","0.0949322"
"V103","0.10200000","0.09494031"
"V104","0.10300000","0.09495185"
"V105","0.10400000","0.09496685"
"V106","0.10500000","0.09498534"
"V107","0.10600000","0.09500735"
"V108","0.1070000","0.0950329"
"V109","0.10800000","0.09506201"
"V110","0.10900000","0.09509471"
"V111","0.11000000","0.09513101"
"V112","0.11100000","0.09517094"
"V113","0.1120000","0.0952145"
"V114","0.1130000","0.0952617"
"V115","0.11400000","0.09531254"
"V116","0.11500000","0.09536701"
"V117","0.11600000","0.09542512"
"V118","0.11700000","0.09548686"
"V119","0.11800000","0.09555221"
"V120","0.11900000","0.09562117"
"V121","0.12000000","0.09569373"
"V122","0.12100000","0.09576988"
"V123","0.12200000","0.09584959"
"V124","0.12300000","0.09593286"
"V125","0.12400000","0.09601966"
"V126","0.12500000","0.09610997"
"V127","0.12600000","0.09620378"
"V128","0.12700000","0.09630105"
"V129","0.12800000","0.09640176"
