"","V1","V2","V3"
"V370","0.369000","1.334943","1.328763"
"V371","0.370000","1.333671","1.324032"
"V372","0.371000","1.332373","1.319332"
"V373","0.372000","1.331048","1.314663"
"V374","0.373000","1.329694","1.310026"
"V375","0.374000","1.328309","1.305423"
"V376","0.375000","1.326893","1.300854"
"V377","0.376000","1.325444","1.296320"
"V378","0.377000","1.323960","1.291823"
"V379","0.378000","1.322441","1.287362"
"V380","0.379000","1.320885","1.282941"
"V381","0.380000","1.319290","1.278558"
"V382","0.381000","1.317657","1.274216"
"V383","0.382000","1.315983","1.269914"
"V384","0.383000","1.314267","1.265655"
"V385","0.384000","1.312509","1.261438"
"V386","0.385000","1.310707","1.257265"
"V387","0.386000","1.308860","1.253136"
"V388","0.387000","1.306967","1.249053"
"V389","0.388000","1.305028","1.245015"
"V390","0.389000","1.303041","1.241025"
"V391","0.390000","1.301006","1.237081"
"V392","0.391000","1.298922","1.233187"
"V393","0.392000","1.296787","1.229341"
"V394","0.393000","1.294601","1.225545"
"V395","0.394000","1.292364","1.221799"
"V396","0.395000","1.290075","1.218104"
"V397","0.396000","1.287732","1.214460"
"V398","0.397000","1.285336","1.210869"
"V399","0.398000","1.282887","1.207330"
"V400","0.399000","1.280384","1.203844"
"V401","0.400000","1.277828","1.200412"
"V402","0.401000","1.275217","1.197034"
"V403","0.402000","1.272552","1.193709"
"V404","0.403000","1.269833","1.190440"
"V405","0.404000","1.267060","1.187225"
"V406","0.405000","1.264233","1.184066"
"V407","0.406000","1.261352","1.180963"
"V408","0.407000","1.258418","1.177915"
"V409","0.408000","1.255429","1.174924"
"V410","0.409000","1.252388","1.171989"
"V411","0.410000","1.249293","1.169110"
"V412","0.411000","1.246146","1.166288"
"V413","0.412000","1.242948","1.163523"
"V414","0.413000","1.239697","1.160815"
"V415","0.414000","1.236395","1.158164"
"V416","0.415000","1.233043","1.155569"
"V417","0.416000","1.229641","1.153032"
"V418","0.417000","1.226190","1.150552"
"V419","0.418000","1.222691","1.148129"
"V420","0.419000","1.219144","1.145762"
"V421","0.420000","1.215550","1.143453"
"V422","0.421000","1.211911","1.141200"
"V423","0.422000","1.208226","1.139003"
"V424","0.423000","1.204498","1.136863"
"V425","0.424000","1.200727","1.134779"
"V426","0.425000","1.196914","1.132751"
"V427","0.426000","1.193060","1.130779"
"V428","0.427000","1.189167","1.128862"
"V429","0.428000","1.185237","1.127000"
"V430","0.429000","1.181269","1.125192"
"V431","0.430000","1.177265","1.123439"
"V432","0.431000","1.173228","1.121740"
"V433","0.432000","1.169158","1.120094"
"V434","0.433000","1.165057","1.118501"
"V435","0.434000","1.160926","1.116961"
"V436","0.435000","1.156767","1.115473"
"V437","0.436000","1.152582","1.114036"
"V438","0.437000","1.148369","1.112651"
"V439","0.438000","1.144133","1.111317"
"V440","0.439000","1.139874","1.110032"
"V441","0.440000","1.135594","1.108797"
"V442","0.441000","1.131295","1.107610"
"V443","0.442000","1.126978","1.106472"
"V444","0.443000","1.122645","1.105381"
"V445","0.444000","1.118298","1.104337"
"V446","0.445000","1.113938","1.103338"
"V447","0.446000","1.109567","1.102385"
"V448","0.447000","1.105186","1.101477"
"V449","0.448000","1.100798","1.100612"
"V450","0.449000","1.096403","1.099791"
"V451","0.450000","1.092004","1.099012"
"V452","0.451000","1.087601","1.098274"
"V453","0.452000","1.083197","1.097577"
"V454","0.453000","1.078793","1.096920"
"V455","0.454000","1.074390","1.096302"
"V456","0.455000","1.069991","1.095723"
"V457","0.456000","1.065595","1.095181"
"V458","0.457000","1.061206","1.094676"
"V459","0.458000","1.056825","1.094207"
"V460","0.459000","1.052452","1.093772"
"V461","0.460000","1.048090","1.093372"
"V462","0.461000","1.043740","1.093005"
"V463","0.462000","1.039403","1.092670"
"V464","0.463000","1.035081","1.092367"
"V465","0.464000","1.030775","1.092094"
"V466","0.465000","1.026487","1.091850"
"V467","0.466000","1.022218","1.091636"
"V468","0.467000","1.017970","1.091448"
"V469","0.468000","1.013743","1.091288"
"V470","0.469000","1.009539","1.091153"
"V471","0.470000","1.005360","1.091043"
"V472","0.471000","1.001207","1.090956"
"V473","0.4720000","0.9970815","1.0908920"
"V474","0.4730000","0.9929842","1.0908496"
"V475","0.4740000","0.9889168","1.0908279"
"V476","0.4750000","0.9848802","1.0908259"
"V477","0.4760000","0.9808751","1.0908429"
"V478","0.4770000","0.9769027","1.0908778"
"V479","0.4780000","0.9729641","1.0909297"
"V480","0.4790000","0.9690603","1.0909974"
"V481","0.4800000","0.9651923","1.0910799"
"V482","0.4810000","0.9613612","1.0911763"
"V483","0.4820000","0.9575677","1.0912855"
"V484","0.4830000","0.9538129","1.0914065"
"V485","0.4840000","0.9500974","1.0915384"
"V486","0.4850000","0.9464222","1.0916801"
"V487","0.486000","0.942788","1.091831"
"V488","0.4870000","0.9391954","1.0919893"
"V489","0.4880000","0.9356452","1.0921549"
"V490","0.489000","0.932138","1.092327"
"V491","0.4900000","0.9286743","1.0925033"
"V492","0.4910000","0.9252547","1.0926842"
"V493","0.4920000","0.9218797","1.0928685"
"V494","0.4930000","0.9185497","1.0930550"
"V495","0.4940000","0.9152652","1.0932431"
"V496","0.4950000","0.9120266","1.0934318"
"V497","0.496000","0.908834","1.093620"
"V498","0.497000","0.905688","1.093807"
"V499","0.4980000","0.9025886","1.0939925"
"V500","0.4990000","0.8995362","1.0941748"
"V501","0.5000000","0.8965308","1.0943534"
"V502","0.5010000","0.8935726","1.0945274"
"V503","0.5020000","0.8906617","1.0946960"
"V504","0.5030000","0.8877981","1.0948584"
"V505","0.5040000","0.8849818","1.0950138"
"V506","0.5050000","0.8822128","1.0951614"
"V507","0.5060000","0.8794911","1.0953003"
"V508","0.5070000","0.8768164","1.0954299"
"V509","0.5080000","0.8741886","1.0955494"
"V510","0.5090000","0.8716075","1.0956578"
"V511","0.5100000","0.8690729","1.0957546"
"V512","0.5110000","0.8665845","1.0958390"
"V513","0.512000","0.864142","1.095910"
"V514","0.5130000","0.8617449","1.0959675"
"V515","0.5140000","0.8593931","1.0960104"
"V516","0.5150000","0.8570861","1.0960383"
"V517","0.5160000","0.8548232","1.0960507"
"V518","0.5170000","0.8526038","1.0960468"
"V519","0.5180000","0.8504272","1.0960261"
"V520","0.5190000","0.8482928","1.0959880"
"V521","0.5200000","0.8461997","1.0959319"
"V522","0.5210000","0.8441472","1.0958573"
"V523","0.5220000","0.8421346","1.0957636"
"V524","0.5230000","0.8401609","1.0956505"
"V525","0.5240000","0.8382252","1.0955174"
"V526","0.5250000","0.8363267","1.0953639"
"V527","0.5260000","0.8344644","1.0951895"
"V528","0.5270000","0.8326373","1.0949939"
"V529","0.5280000","0.8308445","1.0947767"
"V530","0.5290000","0.8290848","1.0945375"
"V531","0.5300000","0.8273571","1.0942759"
"V532","0.5310000","0.8256604","1.0939918"
"V533","0.5320000","0.8239935","1.0936847"
"V534","0.5330000","0.8223553","1.0933545"
"V535","0.5340000","0.8207444","1.0930008"
"V536","0.5350000","0.8191597","1.0926235"
"V537","0.5360000","0.8175999","1.0922223"
"V538","0.5370000","0.8160636","1.0917971"
"V539","0.5380000","0.8145495","1.0913477"
"V540","0.5390000","0.8130563","1.0908741"
"V541","0.5400000","0.8115825","1.0903760"
"V542","0.5410000","0.8101266","1.0898533"
"V543","0.5420000","0.8086872","1.0893061"
"V544","0.5430000","0.8072628","1.0887343"
"V545","0.5440000","0.8058518","1.0881377"
"V546","0.5450000","0.8044527","1.0875166"
"V547","0.5460000","0.8030638","1.0868707"
"V548","0.5470000","0.8016836","1.0862003"
"V549","0.5480000","0.8003102","1.0855054"
"V550","0.5490000","0.7989421","1.0847859"
"V551","0.5500000","0.7975775","1.0840421"
"V552","0.5510000","0.7962146","1.0832741"
"V553","0.5520000","0.7948516","1.0824820"
"V554","0.5530000","0.7934868","1.0816660"
"V555","0.5540000","0.7921181","1.0808262"
"V556","0.5550000","0.7907443","1.0799629"
"V557","0.5560000","0.7893643","1.0790761"
"V558","0.5570000","0.7879762","1.0781661"
"V559","0.558000","0.786578","1.077233"
"V560","0.5590000","0.7851678","1.0762780"
"V561","0.5600000","0.7837436","1.0753006"
"V562","0.5610000","0.7823037","1.0743013"
"V563","0.5620000","0.7808461","1.0732806"
"V564","0.5630000","0.7793691","1.0722388"
"V565","0.5640000","0.7778709","1.0711763"
"V566","0.5650000","0.7763497","1.0700935"
"V567","0.5660000","0.7748037","1.0689909"
"V568","0.5670000","0.7732314","1.0678688"
"V569","0.568000","0.771631","1.066728"
"V570","0.569000","0.770001","1.065568"
"V571","0.5700000","0.7683396","1.0643902"
"V572","0.5710000","0.7666453","1.0631947"
"V573","0.5720000","0.7649166","1.0619821"
"V574","0.573000","0.763152","1.060753"
"V575","0.5740000","0.7613499","1.0595072"
"V576","0.5750000","0.7595089","1.0582460"
"V577","0.5760000","0.7576277","1.0569697"
"V578","0.5770000","0.7557047","1.0556787"
"V579","0.5780000","0.7537386","1.0543737"
"V580","0.579000","0.751728","1.053055"
"V581","0.5800000","0.7496717","1.0517236"
"V582","0.5810000","0.7475684","1.0503797"
"V583","0.5820000","0.7454168","1.0490239"
"V584","0.5830000","0.7432157","1.0476570"
"V585","0.5840000","0.7409639","1.0462795"
"V586","0.5850000","0.7386602","1.0448920"
"V587","0.5860000","0.7363035","1.0434952"
"V588","0.5870000","0.7338926","1.0420896"
"V589","0.5880000","0.7314265","1.0406760"
"V590","0.5890000","0.7289042","1.0392551"
"V591","0.5900000","0.7263246","1.0378273"
"V592","0.5910000","0.7236867","1.0363936"
"V593","0.5920000","0.7209896","1.0349545"
"V594","0.5930000","0.7182323","1.0335107"
"V595","0.5940000","0.7154143","1.0320627"
"V596","0.5950000","0.7125352","1.0306109"
"V597","0.5960000","0.7095946","1.0291561"
"V598","0.5970000","0.7065919","1.0276989"
"V599","0.5980000","0.7035267","1.0262401"
"V600","0.5990000","0.7003987","1.0247803"
"V601","0.6000000","0.6972076","1.0233202"
"V602","0.601000","0.693953","1.021860"
"V603","0.6020000","0.6906349","1.0204015"
"V604","0.6030000","0.6872531","1.0189442"
"V605","0.6040000","0.6838076","1.0174892"
"V606","0.6050000","0.6802982","1.0160370"
"V607","0.606000","0.676725","1.014588"
"V608","0.6070000","0.6730882","1.0131435"
"V609","0.6080000","0.6693879","1.0117034"
"V610","0.6090000","0.6656242","1.0102684"
"V611","0.6100000","0.6617974","1.0088393"
"V612","0.6110000","0.6579078","1.0074165"
"V613","0.6120000","0.6539559","1.0060006"
"V614","0.6130000","0.6499419","1.0045920"
"V615","0.6140000","0.6458664","1.0031914"
"V616","0.6150000","0.6417299","1.0017993"
"V617","0.616000","0.637533","1.000416"
"V618","0.6170000","0.6332763","0.9990425"
"V619","0.6180000","0.6289605","0.9976788"
"V620","0.6190000","0.6245863","0.9963256"
"V621","0.6200000","0.6201546","0.9949833"
"V622","0.6210000","0.6156661","0.9936524"
"V623","0.6220000","0.6111218","0.9923333"
"V624","0.6230000","0.6065227","0.9910265"
"V625","0.6240000","0.6018697","0.9897325"
"V626","0.6250000","0.5971638","0.9884516"
"V627","0.6260000","0.5924063","0.9871843"
"V628","0.6270000","0.5875982","0.9859310"
"V629","0.6280000","0.5827409","0.9846921"
"V630","0.6290000","0.5778354","0.9834679"
"V631","0.6300000","0.5728833","0.9822589"
"V632","0.6310000","0.5678858","0.9810655"
"V633","0.6320000","0.5628443","0.9798879"
"V634","0.6330000","0.5577604","0.9787266"
"V635","0.6340000","0.5526355","0.9775819"
"V636","0.6350000","0.5474708","0.9764540"
"V637","0.6360000","0.5422669","0.9753432"
"V638","0.6370000","0.5370256","0.9742495"
"V639","0.6380000","0.5317486","0.9731734"
"V640","0.6390000","0.5264375","0.9721151"
"V641","0.6400000","0.5210940","0.9710747"
"V642","0.6410000","0.5157197","0.9700524"
"V643","0.6420000","0.5103164","0.9690485"
"V644","0.6430000","0.5048856","0.9680631"
"V645","0.6440000","0.4994290","0.9670963"
"V646","0.6450000","0.4939483","0.9661482"
"V647","0.6460000","0.4884451","0.9652191"
"V648","0.6470000","0.4829210","0.9643089"
"V649","0.6480000","0.4773777","0.9634177"
"V650","0.6490000","0.4718168","0.9625457"
"V651","0.6500000","0.4662399","0.9616929"
"V652","0.6510000","0.4606486","0.9608592"
"V653","0.6520000","0.4550447","0.9600447"
"V654","0.6530000","0.4494296","0.9592495"
"V655","0.6540000","0.4438050","0.9584734"
"V656","0.6550000","0.4381725","0.9577165"
"V657","0.6560000","0.4325337","0.9569786"
"V658","0.6570000","0.4268901","0.9562598"
"V659","0.6580000","0.4212435","0.9555599"
"V660","0.6590000","0.4155953","0.9548789"
"V661","0.6600000","0.4099472","0.9542166"
"V662","0.6610000","0.4043006","0.9535729"
"V663","0.6620000","0.3986573","0.9529476"
"V664","0.6630000","0.3930188","0.9523406"
"V665","0.6640000","0.3873866","0.9517517"
"V666","0.6650000","0.3817622","0.9511807"
"V667","0.6660000","0.3761474","0.9506274"
"V668","0.6670000","0.3705435","0.9500916"
"V669","0.6680000","0.3649521","0.9495730"
"V670","0.6690000","0.3593749","0.9490713"
"V671","0.6700000","0.3538132","0.9485863"
