"","V1","V2"
"V1","0.0","0.1"
"V2","0.001000","0.100318"
"V3","0.002000","0.100636"
"V4","0.0030000","0.1009539"
"V5","0.0040000","0.1012718"
"V6","0.0050000","0.1015898"
"V7","0.0060000","0.1019077"
"V8","0.0070000","0.1022256"
"V9","0.0080000","0.1025434"
"V10","0.0090000","0.1028613"
"V11","0.0100000","0.1031792"
"V12","0.011000","0.103497"
"V13","0.0120000","0.1038148"
"V14","0.0130000","0.1041326"
"V15","0.0140000","0.1044504"
"V16","0.0150000","0.1047682"
"V17","0.0160000","0.1050859"
"V18","0.0170000","0.1054036"
"V19","0.0180000","0.1057214"
"V20","0.0190000","0.1060391"
"V21","0.0200000","0.1063568"
"V22","0.0210000","0.1066744"
"V23","0.0220000","0.1069921"
"V24","0.0230000","0.1073098"
"V25","0.0240000","0.1076274"
"V26","0.025000","0.107945"
"V27","0.0260000","0.1082626"
"V28","0.0270000","0.1085802"
"V29","0.0280000","0.1088977"
"V30","0.0290000","0.1092153"
"V31","0.0300000","0.1095328"
"V32","0.0310000","0.1098504"
"V33","0.0320000","0.1101679"
"V34","0.0330000","0.1104853"
"V35","0.0340000","0.1108028"
"V36","0.0350000","0.1111203"
"V37","0.0360000","0.1114377"
"V38","0.0370000","0.1117551"
"V39","0.0380000","0.1120725"
"V40","0.0390000","0.1123899"
"V41","0.0400000","0.1127073"
"V42","0.0410000","0.1130247"
"V43","0.042000","0.113342"
"V44","0.0430000","0.1136594"
"V45","0.0440000","0.1139767"
"V46","0.045000","0.114294"
"V47","0.0460000","0.1146112"
"V48","0.0470000","0.1149285"
"V49","0.0480000","0.1152458"
"V50","0.049000","0.115563"
"V51","0.0500000","0.1158802"
"V52","0.0510000","0.1161974"
"V53","0.0520000","0.1165146"
"V54","0.0530000","0.1168318"
"V55","0.0540000","0.1171489"
"V56","0.055000","0.117466"
"V57","0.0560000","0.1177832"
"V58","0.0570000","0.1181003"
"V59","0.0580000","0.1184174"
"V60","0.0590000","0.1187344"
"V61","0.0600000","0.1190515"
"V62","0.0610000","0.1193685"
"V63","0.0620000","0.1196855"
"V64","0.0630000","0.1200025"
"V65","0.0640000","0.1203195"
"V66","0.0650000","0.1206365"
"V67","0.0660000","0.1209535"
"V68","0.0670000","0.1212704"
"V69","0.0680000","0.1215873"
"V70","0.0690000","0.1219042"
"V71","0.0700000","0.1222211"
"V72","0.071000","0.122538"
"V73","0.0720000","0.1228548"
"V74","0.0730000","0.1231717"
"V75","0.0740000","0.1234885"
"V76","0.0750000","0.1238053"
"V77","0.0760000","0.1241221"
"V78","0.0770000","0.1244389"
"V79","0.0780000","0.1247556"
"V80","0.0790000","0.1250723"
"V81","0.0800000","0.1253891"
"V82","0.0810000","0.1257058"
"V83","0.0820000","0.1260225"
"V84","0.0830000","0.1263391"
"V85","0.0840000","0.1266558"
"V86","0.0850000","0.1269724"
"V87","0.086000","0.127289"
"V88","0.0870000","0.1276056"
"V89","0.0880000","0.1279222"
"V90","0.0890000","0.1282388"
"V91","0.0900000","0.1285553"
"V92","0.0910000","0.1288719"
"V93","0.0920000","0.1291884"
"V94","0.0930000","0.1295049"
"V95","0.0940000","0.1298214"
"V96","0.0950000","0.1301378"
"V97","0.0960000","0.1304543"
"V98","0.0970000","0.1307707"
"V99","0.0980000","0.1310871"
"V100","0.0990000","0.1314035"
"V101","0.1000000","0.1317199"
"V102","0.1010000","0.1320362"
"V103","0.1020000","0.1323526"
"V104","0.1030000","0.1326689"
"V105","0.1040000","0.1329852"
"V106","0.1050000","0.1333015"
"V107","0.1060000","0.1336178"
"V108","0.107000","0.133934"
"V109","0.1080000","0.1342503"
"V110","0.1090000","0.1345665"
"V111","0.1100000","0.1348827"
"V112","0.1110000","0.1351989"
"V113","0.112000","0.135515"
"V114","0.1130000","0.1358312"
"V115","0.1140000","0.1361473"
"V116","0.1150000","0.1364634"
"V117","0.1160000","0.1367795"
"V118","0.1170000","0.1370956"
"V119","0.1180000","0.1374117"
"V120","0.1190000","0.1377277"
"V121","0.1200000","0.1380437"
"V122","0.1210000","0.1383597"
"V123","0.1220000","0.1386757"
"V124","0.1230000","0.1389917"
"V125","0.1240000","0.1393077"
"V126","0.1250000","0.1396236"
"V127","0.1260000","0.1399395"
"V128","0.1270000","0.1402554"
"V129","0.1280000","0.1405713"
"V130","0.1290000","0.1408871"
"V131","0.130000","0.141203"
"V132","0.1310000","0.1415188"
"V133","0.1320000","0.1418346"
"V134","0.1330000","0.1421504"
"V135","0.1340000","0.1424662"
"V136","0.1350000","0.1427819"
"V137","0.1360000","0.1430977"
"V138","0.1370000","0.1434134"
"V139","0.1380000","0.1437291"
"V140","0.1390000","0.1440448"
"V141","0.1400000","0.1443604"
"V142","0.1410000","0.1446761"
"V143","0.1420000","0.1449917"
"V144","0.1430000","0.1453073"
"V145","0.1440000","0.1456229"
"V146","0.1450000","0.1459384"
