timestamp,value1
0.0,-0.5
0.001,-0.5001500300055054
0.002,-0.5003001200440317
0.003,-0.5004502701486123
0.004,-0.5006004803523053
0.005,-0.5007507506881931
0.006,-0.5009010811893824
0.007,-0.5010514718890042
0.008,-0.5012019228202145
0.009,-0.5013524340161928
0.01,-0.5015030055101438
0.011,-0.5016536373352963
0.012,-0.5018043295249036
0.013,-0.5019550821122432
0.014,-0.5021058951306171
0.015,-0.5022567686133519
0.016,-0.5024077025937984
0.017,-0.502558697105332
0.018,-0.5027097521813522
0.019,-0.5028608678552832
0.02,-0.5030120441605735
0.021,-0.5031632811306961
0.022,-0.5033145787991483
0.023,-0.5034659371994518
0.024,-0.5036173563651528
0.025,-0.5037688363298218
0.026,-0.503920377127054
0.027,-0.5040719787904685
0.028,-0.5042236413537093
0.029,-0.5043753648504444
0.03,-0.5045271493143667
0.031,-0.5046789947791931
0.032,-0.504830901278665
0.033,-0.5049828688465483
0.034,-0.5051348975166333
0.035,-0.5052869873227347
0.036,-0.5054391382986914
0.037,-0.5055913504784
0.038,-0.5057436238964339
0.039,-0.5058959585869304
0.04,-0.5060483545837631
0.041,-0.5062008119208323
0.042,-0.5063533306320654
0.043,-0.5065059107514165
0.044,-0.5066585523128664
0.045,-0.5068112553504229
0.046,-0.506964019898121
0.047,-0.5071168459900218
0.048,-0.5072697336602139
0.049,-0.5074226829428123
0.05,-0.5075756938719593
0.051,-0.5077287664818239
0.052,-0.5078819008066013
0.053,-0.5080350968805147
0.054,-0.5081883547378134
0.055,-0.5083416744127736
0.056,-0.5084950559396985
0.057,-0.5086484993529181
0.058,-0.5088020046867894
0.059,-0.508955571975696
0.06,-0.5091092012540485
0.061,-0.5092628925562842
0.062,-0.5094166459168675
0.063,-0.5095704613702896
0.064,-0.5097243389510683
0.065,-0.5098782786937485
0.066,-0.5100322806329018
0.067,-0.5101863448031269
0.068,-0.5103404712390489
0.069,-0.5104946599753203
0.07,-0.5106489110466199
0.071,-0.5108032244876539
0.072,-0.5109576003331548
0.073,-0.5111120386178825
0.074,-0.5112665393766233
0.075,-0.5114211026441906
0.076,-0.5115757284554244
0.077,-0.511730416845192
0.078,-0.5118851678483872
0.079,-0.5120399814999306
0.08,-0.5121948578347698
0.081,-0.5123497968878794
0.082,-0.5125047986942605
0.083,-0.5126598632889413
0.084,-0.5128149907069768
0.085,-0.5129701809834488
0.086,-0.513125434153466
0.087,-0.513280750252164
0.088,-0.5134361293147051
0.089,-0.5135915713762784
0.09,-0.5137470764721003
0.091,-0.5139026446374134
0.092,-0.5140582759074878
0.093,-0.51421397031762
0.094,-0.5143697279031334
0.095,-0.5145255486993784
0.096,-0.5146814327417323
0.097,-0.514837380065599
0.098,-0.5149933907064094
0.099,-0.5151494646996213
0.1,-0.5153056020807193
0.101,-0.5154618028852148
0.102,-0.5156180671486461
0.103,-0.5157743949065784
0.104,-0.5159307861946035
0.105,-0.5160872410483406
0.106,-0.516243759503435
0.107,-0.5164003415955595
0.108,-0.5165569873604134
0.109,-0.516713696833723
0.11,-0.5168704700512413
0.111,-0.5170273070487484
0.112,-0.517184207862051
0.113,-0.5173411725269828
0.114,-0.5174982010794041
0.115,-0.5176552935552026
0.116,-0.5178124499902923
0.117,-0.5179696704206141
0.118,-0.5181269548821363
0.119,-0.5182843034108533
0.12,-0.5184417160427869
0.121,-0.5185991928139854
0.122,-0.5187567337605242
0.123,-0.5189143389185055
0.124,-0.5190720083240582
0.125,-0.5192297420133383
0.126,-0.5193875400225283
0.127,-0.5195454023878379
0.128,-0.5197033291455034
0.129,-0.5198613203317883
0.13,-0.5200193759829824
0.131,-0.520177496135403
0.132,-0.5203356808253936
0.133,-0.520493930089325
0.134,-0.5206522439635947
0.135,-0.520810622484627
0.136,-0.5209690656888732
0.137,-0.5211275736128114
0.138,-0.5212861462929465
0.139,-0.52144478376581
0.14,-0.5216034860679609
0.141,-0.5217622532359845
0.142,-0.5219210853064931
0.143,-0.5220799823161258
0.144,-0.5222389443015487
0.145,-0.5223979712994548
0.146,-0.5225570633465636
0.147,-0.5227162204796219
0.148,-0.5228754427354028
0.149,-0.5230347301507068
0.15,-0.523194082762361
0.151,-0.5233535006072194
0.152,-0.5235129837221627
0.153,-0.5236725321440987
0.154,-0.5238321459099619
0.155,-0.5239918250567136
0.156,-0.524151569621342
0.157,-0.5243113796408623
0.158,-0.5244712551523164
0.159,-0.5246311961927731
0.16,-0.5247912027993279
0.161,-0.5249512750091034
0.162,-0.5251114128592489
0.163,-0.5252716163869405
0.164,-0.5254318856293814
0.165,-0.5255922206238014
0.166,-0.5257526214074572
0.167,-0.5259130880176323
0.168,-0.5260736204916373
0.169,-0.5262342188668093
0.17,-0.5263948831805126
0.171,-0.5265556134701382
0.172,-0.526716409773104
0.173,-0.5268772721268543
0.174,-0.5270382005688611
0.175,-0.5271991951366225
0.176,-0.5273602558676638
0.177,-0.5275213827995371
0.178,-0.5276825759698213
0.179,-0.5278438354161222
0.18,-0.5280051611760727
0.181,-0.5281665532873318
0.182,-0.5283280117875864
0.183,-0.5284895367145492
0.184,-0.5286511281059606
0.185,-0.528812785999587
0.186,-0.5289745104332229
0.187,-0.5291363014446883
0.188,-0.5292981590718308
0.189,-0.5294600833525248
0.19,-0.5296220743246713
0.191,-0.5297841320261983
0.192,-0.5299462564950609
0.193,-0.5301084477692404
0.194,-0.5302707058867456
0.195,-0.5304330308856121
0.196,-0.5305954228039017
0.197,-0.5307578816797037
0.198,-0.5309204075511341
0.199,-0.5310830004563357
0.2,-0.5312456604334781
0.201,-0.5314083875207579
0.202,-0.5315711817563982
0.203,-0.5317340431786496
0.204,-0.5318969718257888
0.205,-0.5320599677376463
0.206,-0.5322230309565515
0.207,-0.5323861615209453
0.208,-0.5325493594690789
0.209,-0.5327126248392365
0.21,-0.5328759576697352
0.211,-0.5330393579989251
0.212,-0.5332028258651894
0.213,-0.533366361306944
0.214,-0.533529964362638
0.215,-0.5336936350707533
0.216,-0.5338573734698049
0.217,-0.5340211795983407
0.218,-0.5341850534949416
0.219,-0.5343489951982213
0.22,-0.5345130047468268
0.221,-0.5346770821794378
0.222,-0.534841227534767
0.223,-0.5350054408515601
0.224,-0.5351697221685957
0.225,-0.5353340715246857
0.226,-0.5354984889586744
0.227,-0.5356629745094394
0.228,-0.5358275282158915
0.229,-0.535992150116974
0.23,-0.5361568402516633
0.231,-0.5363215986589689
0.232,-0.5364864253779332
0.233,-0.5366513204476318
0.234,-0.5368162839071725
0.235,-0.536981315795697
0.236,-0.5371464161523795
0.237,-0.5373115850164271
0.238,-0.5374768224270801
0.239,-0.5376421284236116
0.24,-0.5378075030453278
0.241,-0.5379729463315677
0.242,-0.5381384583217034
0.243,-0.5383040390551399
0.244,-0.5384696885713152
0.245,-0.5386354069097002
0.246,-0.538801194109799
0.247,-0.5389670502111483
0.248,-0.5391329752533179
0.249,-0.5392989692759109
0.25,-0.5394650323185628
0.251,-0.5396311644209425
0.252,-0.5397973656227516
0.253,-0.5399636359637249
0.254,-0.54012997548363
0.255,-0.5402963842222674
0.256,-0.5404628622194709
0.257,-0.540629409515107
0.258,-0.540796026149075
0.259,-0.5409627121613075
0.26,-0.54112946759177
0.261,-0.5412962924804608
0.262,-0.5414631868674115
0.263,-0.5416301507926862
0.264,-0.5417971842963822
0.265,-0.5419642874186299
0.266,-0.5421314601995926
0.267,-0.5422987026794662
0.268,-0.5424660148984801
0.269,-0.5426333968968965
0.27,-0.5428008487150103
0.271,-0.5429683703931497
0.272,-0.5431359619716758
0.273,-0.5433036234909824
0.274,-0.5434713549914965
0.275,-0.5436391565136781
0.276,-0.5438070280980202
0.277,-0.5439749697850484
0.278,-0.5441429816153218
0.279,-0.544311063629432
0.28,-0.5444792158680039
0.281,-0.5446474383716952
0.282,-0.5448157311811964
0.283,-0.5449840943372314
0.284,-0.5451525278805567
0.285,-0.5453210318519619
0.286,-0.5454896062922695
0.287,-0.5456582512423352
0.288,-0.5458269667430474
0.289,-0.5459957528353275
0.29,-0.54616460956013
0.291,-0.5463335369584422
0.292,-0.5465025350712845
0.293,-0.5466716039397103
0.294,-0.5468407436048056
0.295,-0.54700995410769
0.296,-0.5471792354895155
0.297,-0.5473485877914673
0.298,-0.5475180110547637
0.299,-0.5476875053206556
0.3,-0.5478570706304272
0.301,-0.5480267070253955
0.302,-0.5481964145469105
0.303,-0.5483661932363553
0.304,-0.5485360431351457
0.305,-0.5487059642847307
0.306,-0.5488759567265921
0.307,-0.5490460205022447
0.308,-0.5492161556532364
0.309,-0.549386362221148
0.31,-0.5495566402475932
0.311,-0.5497269897742186
0.312,-0.549897410842704
0.313,-0.5500679034947621
0.314,-0.5502384677721383
0.315,-0.5504091037166113
0.316,-0.5505798113699926
0.317,-0.5507505907741266
0.318,-0.550921441970891
0.319,-0.5510923650021959
0.32,-0.551263359909985
0.321,-0.5514344267362347
0.322,-0.5516055655229539
0.323,-0.5517767763121854
0.324,-0.5519480591460041
0.325,-0.5521194140665184
0.326,-0.5522908411158695
0.327,-0.5524623403362314
0.328,-0.5526339117698115
0.329,-0.5528055554588496
0.33,-0.5529772714456188
0.331,-0.5531490597724255
0.332,-0.5533209204816081
0.333,-0.553492853615539
0.334,-0.5536648592166229
0.335,-0.5538369373272978
0.336,-0.5540090879900345
0.337,-0.5541813112473367
0.338,-0.5543536071417414
0.339,-0.5545259757158183
0.34,-0.55469841701217
0.341,-0.5548709310734323
0.342,-0.5550435179422738
0.343,-0.5552161776613961
0.344,-0.5553889102735338
0.345,-0.5555617158214544
0.346,-0.5557345943479585
0.347,-0.5559075458958795
0.348,-0.5560805705080838
0.349,-0.5562536682274709
0.35,-0.5564268390969732
0.351,-0.5566000831595559
0.352,-0.5567734004582175
0.353,-0.5569467910359892
0.354,-0.5571202549359351
0.355,-0.5572937922011525
0.356,-0.5574674028747717
0.357,-0.5576410869999556
0.358,-0.5578148446199005
0.359,-0.5579886757778353
0.36,-0.5581625805170222
0.361,-0.5583365588807561
0.362,-0.5585106109123649
0.363,-0.5586847366552097
0.364,-0.5588589361526842
0.365,-0.5590332094482156
0.366,-0.5592075565852633
0.367,-0.5593819776073204
0.368,-0.5595564725579125
0.369,-0.5597310414805986
0.37,-0.5599056844189699
0.371,-0.5600804014166515
0.372,-0.5602551925173008
0.373,-0.5604300577646085
0.374,-0.5606049972022981
0.375,-0.5607800108741261
0.376,-0.5609550988238822
0.377,-0.5611302610953884
0.378,-0.5613054977325006
0.379,-0.5614808087791069
0.38,-0.5616561942791288
0.381,-0.5618316542765205
0.382,-0.5620071888152693
0.383,-0.5621827979393956
0.384,-0.5623584816929524
0.385,-0.5625342401200262
0.386,-0.5627100732647357
0.387,-0.5628859811712332
0.388,-0.563061963883704
