timestamp,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.10001800144005521,1.5552953376290917e-7,3.110576241223749e-7,4.6658737406901884e-7,6.221308784623345e-7,7.777135986902096e-7,9.333785932493348e-7,1.0891905568205553e-6,1.2452396209313177e-6,1.4016448699770697e-6,1.5585575272366976e-6,-3.5968622779104804e-13,-3.495441685742307e-12,-1.0494400297390217e-11,2.931779180303741e-13,-2.1788422385478073e-12,-1.7290210350390005e-11,-6.090569819205528e-11,-1.5402303844380795e-10,-3.2163113486407907e-10,-5.913394884605611e-10,-9.91845074813761e-10,-1.5513104358117558e-9,-2.2957305153425456e-9,1.2630308397539367e-12,6.354405034140511e-13,1.8457502369492916e-13,1.4494062572197891e-12,4.7415147700654944e-12,1.0753997119722662e-11,1.9829471387928087e-11,3.189739515500927e-11,4.645235811587334e-11,6.257720446555311e-11,7.901118853803445e-11,9.425955312912761e-11,3.30176287808256e-16,5.209737044459066e-15,2.5762993875957343e-14,7.875452854987635e-14,1.840425154794138e-13,3.612493139653507e-13,6.258871717793519e-13,9.852437785878784e-13,1.4343926033180513e-12,1.9527397064094104e-12,-1.685957751046541e-19,-5.345394517585713e-18,-3.995677838151314e-17,-1.6458408753884574e-16,-4.87177347770586e-16,-1.1657545628846705e-15,-2.399743391635019e-15,-4.407877165735328e-15,-7.39213681782918e-15,-1.1489658025178771e-14,8.913212620342073e-22,5.60434553845056e-20,6.197666988509157e-19,3.3405506389717776e-18,1.2077450242028882e-17,3.376122367570488e-17,7.870645976283255e-17,1.600679677935389e-16,2.9230925522657327e-16,4.887791635428988e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.1000360057604416,6.222328802837223e-7,1.2444511572408585e-6,1.8666561512369968e-6,2.4888806802768144e-6,3.111204391433591e-6,3.7337685962661222e-6,4.356790446469474e-6,4.9805762873884225e-6,5.6055340288752605e-6,6.232184375391165e-6,4.705848040415125e-12,-3.364388470373161e-12,-1.9079613708207774e-11,3.1460427263328466e-12,7.661808596817663e-13,-4.194920988467013e-11,-1.8090287243895644e-10,-4.900310309731087e-10,-1.0572326090028808e-9,-1.9794869396321195e-9,-3.357398723754461e-9,-5.289435877267307e-9,-7.866139112044804e-9,4.498566885405695e-12,2.2634156485909846e-12,6.574935663603096e-13,5.162037167633134e-12,1.688105920312359e-11,3.826832391525253e-11,7.05175602551714e-11,1.1333909625916207e-10,1.6488522827744023e-10,2.2183821246602925e-10,2.7966145237295437e-10,3.330005535591064e-10,1.1892317551190226e-15,1.876406916948977e-14,9.278762680985156e-14,2.8362259609722545e-13,6.627347488114486e-13,1.3006592533840874e-12,2.25298144620035e-12,3.5454274050542887e-12,5.159381342862257e-12,7.019321696575773e-12,-6.608041879755321e-19,-2.0945179674861477e-17,-1.5649557146494153e-16,-6.442440154735515e-16,-1.9057401464138123e-15,-4.557053661450475e-15,-9.374652303471367e-15,-1.720979388653632e-14,-2.885010433204734e-14,-4.48361796357915e-14,3.243127458847169e-21,2.0391757359333684e-19,2.2550594098195415e-18,1.2154799808313158e-17,4.394454859451229e-17,1.2284229739687002e-16,2.8637831466393967e-16,5.824171864231454e-16,1.0635852778120788e-15,1.7784531729677174e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,0.10005401296149036,1.4002798709383173e-6,2.8004930959278566e-6,4.200604122813457e-6,5.6006389120447444e-6,7.000714896453931e-6,8.401069994137791e-6,9.802090360681237e-6,1.1204336568628e-5,1.2608567904482597e-5,1.4015764476806148e-5,3.3101439048038124e-11,2.913799092149206e-11,3.397512154596798e-11,1.4620524558942644e-11,3.522344990689522e-11,-6.682541179089962e-12,-2.2103726278803688e-10,-7.531331624532216e-10,-1.775510449884242e-9,-3.4782459087598187e-9,-6.0581166205612495e-9,-9.707173450353094e-9,-1.4601284914721907e-8,8.956353879579648e-12,4.506631850800438e-12,1.3092119143426403e-12,1.0276552746472302e-11,3.359464269111898e-11,7.611776786006436e-11,1.4016730194702117e-10,2.2508713887275088e-10,3.271012893018496e-10,4.3950161726354375e-10,5.53166515741204e-10,6.573829459450313e-10,2.395841789173094e-15,3.7801547744675354e-14,1.8691988080859442e-13,5.713180592026446e-13,1.334850699592201e-12,2.619327437906552e-12,4.536129006532432e-12,7.135972602302224e-12,1.0379484832714254e-11,1.4111607312154383e-11,-1.4527334722107963e-18,-4.603423207276552e-17,-3.438069002659827e-16,-1.4145704730863875e-15,-4.181805977796667e-15,-9.993023407801293e-15,-2.054435603774828e-14,-3.769451500627691e-14,-6.316658043351358e-14,-9.815552225081511e-14,6.604061344615984e-21,4.152424418540569e-19,4.592033728916595e-18,2.4751122052464926e-17,8.948538050452657e-17,2.5014683450365134e-16,5.831593058882369e-16,1.1859906451732067e-15,2.1658052324586125e-15,3.6215085598210605e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004,0.10007202304353269,2.4898372884728574e-6,4.979471277349653e-6,7.46874615859879e-6,9.957600089647642e-6,1.2446110996260793e-5,1.493454097219741e-5,1.742337880846185e-5,1.991338018558931e-5,2.2405605063703998e-5,2.4901451807392505e-5,1.1431585212654555e-10,1.3984821292031773e-10,2.4224560798510146e-10,4.4914464953515114e-11,1.438027533706303e-10,1.9110693338721584e-10,1.7477896658218175e-11,-6.00706443175338e-10,-1.9286959158393462e-9,-4.2582333865052985e-9,-7.89069182163047e-9,-1.3119328180997673e-8,-2.0211538446128452e-8,1.3992911502286053e-11,7.041430142468538e-12,2.0457411259558306e-12,1.605433541843852e-11,5.246295356953002e-11,1.18805495519543e-10,2.1861976286223624e-10,3.507539080248779e-10,5.091552001345568e-10,6.831853472620438e-10,8.584630054194702e-10,1.018188585730248e-9,3.789862419093657e-15,5.979521731573583e-14,2.9566241127626424e-13,9.036309527120826e-13,2.1110669930916574e-12,4.1418243183381906e-12,7.171105428905088e-12,1.1277292142366378e-11,1.6394957979884377e-11,2.227388060846462e-11,-2.5157939977589933e-18,-7.970006057111617e-17,-5.949983979434844e-16,-2.4467930713996447e-15,-7.228921022279175e-15,-1.726355391035589e-14,-3.546996549249469e-14,-6.504592138013946e-14,-1.0896136607943762e-13,-1.6929649144437626e-13,1.0565271190999868e-20,6.643107595870178e-19,7.346400818001994e-18,3.959719680360347e-17,1.43159983429123e-16,4.00188460734978e-16,9.329465449753082e-16,1.897364688542645e-15,3.4648859896594926e-15,5.793740860119428e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.10009003600689974,3.89106886700384e-6,7.781648879266369e-6,1.1671314206884294e-5,1.555976373824699e-5,1.944688193765011e-5,2.3332797916023977e-5,2.72179421160887e-5,3.1103100010894115e-5,3.498946221256092e-5,3.88786703866296e-5,2.8942178169520625e-10,3.9169447911224704e-10,7.3315268887133e-10,1.0836161685127643e-10,3.853352875733414e-10,6.893190316331708e-10,7.932618777428018e-10,3.976042911459042e-10,-8.525454960627002e-10,-3.3468797989397636e-9,-7.487054766005245e-9,-1.3662712995073702e-8,-2.2227581627160996e-8,1.9071533370921298e-11,9.597786173178091e-12,2.7886470314813258e-12,2.187949001770092e-11,7.147135911737273e-11,1.617630525509825e-10,2.974540404530438e-10,4.768021382134489e-10,6.913535998493295e-10,9.264066660073251e-10,1.162208450724807e-9,1.3758212391463989e-9,5.232330315886307e-15,8.255261560452845e-14,4.081745470141118e-13,1.2474274897568533e-12,2.913962880253676e-12,5.716193176639478e-12,9.89461568230777e-12,1.5554789846413162e-11,2.2601791984311517e-11,3.06828483544898e-11,-3.8166982709190655e-18,-1.2088280628861247e-16,-9.02094809799449e-16,-3.707780343175653e-15,-1.0948060058714446e-14,-2.612929927384802e-14,-5.3654073161529395e-14,-9.834300987461515e-14,-1.6468138529338053e-13,-2.558407409457519e-13,1.4760410787140154e-20,9.280878384053593e-19,1.0263427404784843e-17,5.5320008381640744e-17,2.000043468353276e-16,5.590908142285521e-16,1.3033905138194047e-15,2.6507490162449177e-15,4.8406841256992586e-15,8.09425461434921e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,0.10010805185192269,5.60413529201807e-6,1.1207264420032005e-5,1.680845729445214e-5,2.2406934392284794e-5,2.800214033170358e-5,3.359381541144191e-5,3.918206442711083e-5,4.476742206884697e-5,5.035091419619139e-5,5.5934114277564486e-5,6.110758512616863e-10,8.646966762383479e-10,1.6679622482079089e-9,2.234316445970753e-10,8.348736566927656e-10,1.6611562515752835e-9,2.4247664582537043e-9,2.759886379369117e-9,2.233659089384197e-9,3.71570992441647e-10,-3.3143732753913352e-9,-9.296148718399045e-9,-1.8000407776849858e-8,2.3762287040267074e-11,1.1959310209668236e-11,3.4750502331679355e-12,2.7258843787897388e-11,8.900990555719406e-11,2.0135036370358953e-10,3.6998726322514006e-10,5.92544913405179e-10,8.582551076482421e-10,1.1485821721870057e-9,1.4387812835144193e-9,1.7003065832132782e-9,6.605462792439025e-15,1.0421577350904804e-13,5.152722902205544e-13,1.5746500617536103e-12,3.678020237696023e-12,7.213950125926049e-12,1.2484294128590046e-11,1.9618860584740935e-11,2.84917143388634e-11,3.864764003287733e-11,-5.317460934340321e-18,-1.6837524260283318e-16,-1.2560379932790273e-15,-5.160039742916747e-15,-1.5227626464448585e-14,-3.632167759932624e-14,-7.454075313446079e-14,-1.3655989336750327e-13,-2.286006851652535e-13,-3.5510277263936785e-13,1.886563943966029e-20,1.186211602115011e-18,1.311793578282346e-17,7.070584599422434e-17,2.556304122001415e-16,7.1458754552085e-16,1.6658950646694476e-15,3.3879866832080195e-15,6.1869959226536726e-15,1.03454633674667e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007,0.10012607057893265,7.629194200372647e-6,1.5256531758594309e-5,2.2880241526575298e-5,3.0498721595482845e-5,3.811062215378914e-5,4.571492624452134e-5,5.331102770234866e-5,6.0898805535434856e-5,6.847869399885108e-5,7.605174758681286e-5,1.1435186134212767e-9,1.6559663761947494e-9,3.241785210740351e-9,4.1273012393942445e-10,1.5836918727620212e-9,3.3151237714269693e-9,5.290275921924082e-9,7.0919593349258925e-9,8.227110889579512e-9,8.156061690737637e-9,6.324947445854925e-9,2.199535923274879e-9,-4.70132161237021e-9,2.774201400249161e-11,1.3963247135834786e-11,4.057626105231986e-12,3.182194638213478e-11,1.0387331805508147e-10,2.348557328184748e-10,4.312745907376856e-10,6.90145667035592e-10,9.986703228616785e-10,1.3350277996305838e-9,1.670280838185915e-9,1.9712922057390626e-9,7.812657803522227e-15,1.2326121510342543e-13,6.094283164911832e-13,1.8623172384043933e-12,4.349623567710316e-12,8.530084110468546e-12,1.4758704522461386e-11,2.3184890276779463e-11,3.365218882933625e-11,4.560980783993866e-11,-6.975398767022482e-18,-2.2082277515023814e-16,-1.6466869179705243e-15,-6.761717646865308e-15,-1.9943452215320807e-14,-4.754287098415418e-14,-9.751556109668718e-14,-1.7856580074791227e-13,-2.988204358513194e-13,-4.641299365648009e-13,2.2599621972665848e-20,1.4209925867146909e-18,1.571430381152535e-17,8.470030373673746e-17,3.062260730105406e-16,8.560223175471204e-16,1.995617420129024e-15,4.0585540995744795e-15,7.411557368389721e-15,1.2393089668898079e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008,0.1001440921882608,9.966400180295013e-6,1.9929640094494944e-5,2.9886650087017527e-5,3.983453990084296e-5,4.977068674356037e-5,5.969282140157784e-5,6.959911171989368e-5,7.948824273832668e-5,8.935949274391076e-5,9.92128044645583e-5,1.9625745498571885e-9,2.8797068360334313e-9,5.683577541954554e-9,7.029985420301586e-10,2.739285355668516e-9,5.895029449598907e-9,9.827907058427744e-9,1.4087374845827286e-8,1.8141477722735068e-8,2.1408721563622698e-8,2.3293264810719126e-8,2.3221504304242646e-8,2.067806075095608e-8,3.0794329687147804e-11,1.5500476452730013e-11,4.504604793857033e-12,3.5321069862987074e-11,1.1526100072065253e-10,2.6049584282865165e-10,4.781092136032937e-10,7.646181820090022e-10,1.1056618249482595e-9,1.4769588173093185e-9,1.8465273516769915e-9,2.178047605320003e-9,8.778493945788691e-15,1.3849995763793053e-13,6.847719748187577e-13,2.0925237676965746e-12,4.887059998262122e-12,9.583056905692862e-12,1.657734001149164e-11,2.6033255891090627e-11,3.776641553445559e-11,5.114332668564986e-11,-8.743130684315622e-18,-2.767234418261665e-16,-2.0628176656053942e-15,-8.466599353003717e-15,-2.4958797885663315e-14,-5.946582552201022e-14,-1.219055343293964e-13,-2.2312507691625857e-13,-3.7326893057419134e-13,-5.797024309167766e-13,2.5723528727744524e-20,1.6174139403959051e-18,1.7886464916147224e-17,9.64082805922989e-17,3.485551747634758e-16,9.74348805641386e-16,2.2714681731563928e-15,4.619561030701363e-15,8.436044156565614e-15,1.4106165072539426e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,0.10016211668023825,1.2615904771382915e-5,2.5226753967869643e-5,3.782758323803403e-5,5.041360887064792e-5,6.298031680495767e-5,7.552355006917372e-5,8.803959407511012e-5,0.00010052525915687615,0.00011297795969386043,0.00012539578910455371,3.155652071341789e-9,4.667212997961532e-9,9.256140248081857e-9,1.1251142974251894e-9,4.425370933157014e-9,9.679983824702718e-9,1.6535609163395234e-8,2.4527416774658024e-8,3.3106902176204825e-8,4.167486644337675e-8,4.9617698849552564e-8,5.634491189887398e-8,6.13258117997102e-8,3.2809623461177545e-11,1.6515512278563517e-11,4.799771217194713e-12,3.763120870249964e-11,1.227770366070692e-10,2.774157557590781e-10,5.090223534881106e-10,8.1382659069858e-10,1.176544173495115e-9,1.571489829336466e-9,1.9650619634659727e-9,2.319464191341009e-9,9.448730457773576e-15,1.4907751153896805e-13,7.370892875931984e-13,2.2524405759028813e-12,5.2605192829907706e-12,1.0314803118179703e-11,1.784062313611001e-11,2.8009325445367768e-11,4.061333082587474e-11,5.495459419365024e-11,-1.0568577737920234e-17,-3.3442791278483876e-16,-2.492123430058245e-15,-1.0224109081054405e-14,-3.01243526483014e-14,-7.173425130288775e-14,-1.4697919170956614e-13,-2.688971827842673e-13,-4.497015856228331e-13,-6.983333020451708e-13,2.8041035563966107e-20,1.763131423542949e-18,1.9497908087794975e-17,1.0509398043176302e-16,3.799575149658727e-16,1.0621306975364425e-15,2.4761112870644767e-15,5.03575059716027e-15,9.196071686630778e-15,1.5377030136756713e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
