"","V1","V2"
"V1","0.0","0.8"
"V2","0.001000","0.799832"
"V3","0.0020000","0.7996639"
"V4","0.0030000","0.7994958"
"V5","0.0040000","0.7993276"
"V6","0.0050000","0.7991595"
"V7","0.0060000","0.7989913"
"V8","0.007000","0.798823"
"V9","0.0080000","0.7986547"
"V10","0.0090000","0.7984864"
"V11","0.010000","0.798318"
"V12","0.0110000","0.7981496"
"V13","0.0120000","0.7979812"
"V14","0.0130000","0.7978128"
"V15","0.0140000","0.7976443"
"V16","0.0150000","0.7974757"
"V17","0.0160000","0.7973071"
"V18","0.0170000","0.7971385"
"V19","0.0180000","0.7969699"
"V20","0.0190000","0.7968012"
"V21","0.0200000","0.7966325"
"V22","0.0210000","0.7964637"
"V23","0.0220000","0.7962949"
"V24","0.0230000","0.7961261"
"V25","0.0240000","0.7959572"
"V26","0.0250000","0.7957883"
"V27","0.0260000","0.7956194"
"V28","0.0270000","0.7954504"
"V29","0.0280000","0.7952814"
"V30","0.0290000","0.7951124"
"V31","0.0300000","0.7949433"
"V32","0.0310000","0.7947741"
"V33","0.032000","0.794605"
"V34","0.0330000","0.7944358"
"V35","0.0340000","0.7942666"
"V36","0.0350000","0.7940973"
"V37","0.036000","0.793928"
"V38","0.0370000","0.7937586"
"V39","0.0380000","0.7935893"
"V40","0.0390000","0.7934198"
"V41","0.0400000","0.7932504"
"V42","0.0410000","0.7930809"
"V43","0.0420000","0.7929114"
"V44","0.0430000","0.7927418"
"V45","0.0440000","0.7925722"
"V46","0.0450000","0.7924026"
"V47","0.0460000","0.7922329"
"V48","0.0470000","0.7920632"
"V49","0.0480000","0.7918934"
"V50","0.0490000","0.7917236"
"V51","0.0500000","0.7915538"
"V52","0.0510000","0.7913839"
"V53","0.052000","0.791214"
"V54","0.0530000","0.7910441"
"V55","0.0540000","0.7908741"
"V56","0.0550000","0.7907041"
"V57","0.0560000","0.7905341"
"V58","0.057000","0.790364"
"V59","0.0580000","0.7901939"
"V60","0.0590000","0.7900237"
"V61","0.0600000","0.7898535"
"V62","0.0610000","0.7896833"
"V63","0.062000","0.789513"
"V64","0.0630000","0.7893427"
"V65","0.0640000","0.7891723"
"V66","0.0650000","0.7890019"
"V67","0.0660000","0.7888315"
"V68","0.067000","0.788661"
"V69","0.0680000","0.7884905"
"V70","0.06900","0.78832"
"V71","0.0700000","0.7881494"
"V72","0.0710000","0.7879788"
"V73","0.0720000","0.7878081"
"V74","0.0730000","0.7876374"
"V75","0.0740000","0.7874667"
"V76","0.075000","0.787296"
"V77","0.0760000","0.7871251"
"V78","0.0770000","0.7869543"
"V79","0.0780000","0.7867834"
"V80","0.0790000","0.7866125"
"V81","0.0800000","0.7864415"
"V82","0.0810000","0.7862705"
"V83","0.0820000","0.7860995"
"V84","0.0830000","0.7859284"
"V85","0.0840000","0.7857573"
"V86","0.0850000","0.7855862"
"V87","0.086000","0.785415"
"V88","0.0870000","0.7852438"
"V89","0.0880000","0.7850725"
"V90","0.0890000","0.7849012"
"V91","0.0900000","0.7847298"
"V92","0.0910000","0.7845585"
"V93","0.092000","0.784387"
"V94","0.0930000","0.7842156"
"V95","0.0940000","0.7840441"
"V96","0.0950000","0.7838725"
"V97","0.096000","0.783701"
"V98","0.0970000","0.7835294"
"V99","0.0980000","0.7833577"
"V100","0.099000","0.783186"
"V101","0.1000000","0.7830143"
"V102","0.1010000","0.7828425"
"V103","0.1020000","0.7826707"
"V104","0.1030000","0.7824988"
"V105","0.104000","0.782327"
"V106","0.105000","0.782155"
"V107","0.1060000","0.7819831"
"V108","0.1070000","0.7818111"
"V109","0.108000","0.781639"
"V110","0.1090000","0.7814669"
"V111","0.1100000","0.7812948"
"V112","0.1110000","0.7811227"
"V113","0.1120000","0.7809505"
"V114","0.1130000","0.7807782"
"V115","0.1140000","0.7806059"
"V116","0.1150000","0.7804336"
"V117","0.1160000","0.7802613"
"V118","0.1170000","0.7800889"
"V119","0.1180000","0.7799164"
"V120","0.1190000","0.7797439"
"V121","0.1200000","0.7795714"
"V122","0.1210000","0.7793989"
"V123","0.1220000","0.7792263"
"V124","0.1230000","0.7790536"
"V125","0.124000","0.778881"
"V126","0.1250000","0.7787082"
"V127","0.1260000","0.7785355"
"V128","0.1270000","0.7783627"
"V129","0.1280000","0.7781899"
"V130","0.129000","0.778017"
"V131","0.1300000","0.7778441"
"V132","0.1310000","0.7776711"
"V133","0.1320000","0.7774981"
"V134","0.1330000","0.7773251"
"V135","0.134000","0.777152"
"V136","0.1350000","0.7769789"
"V137","0.1360000","0.7768057"
"V138","0.1370000","0.7766325"
"V139","0.1380000","0.7764593"
"V140","0.139000","0.776286"
"V141","0.1400000","0.7761127"
"V142","0.1410000","0.7759394"
"V143","0.142000","0.775766"
"V144","0.1430000","0.7755925"
"V145","0.144000","0.775419"
"V146","0.1450000","0.7752455"
"V147","0.146000","0.775072"
"V148","0.1470000","0.7748984"
"V149","0.1480000","0.7747247"
"V150","0.149000","0.774551"
"V151","0.1500000","0.7743773"
"V152","0.1510000","0.7742035"
"V153","0.1520000","0.7740297"
"V154","0.1530000","0.7738559"
"V155","0.154000","0.773682"
"V156","0.1550000","0.7735081"
"V157","0.1560000","0.7733341"
"V158","0.1570000","0.7731601"
"V159","0.158000","0.772986"
"V160","0.159000","0.772812"
"V161","0.1600000","0.7726378"
"V162","0.1610000","0.7724637"
"V163","0.1620000","0.7722894"
"V164","0.1630000","0.7721152"
"V165","0.1640000","0.7719409"
"V166","0.1650000","0.7717665"
"V167","0.1660000","0.7715922"
"V168","0.1670000","0.7714177"
"V169","0.1680000","0.7712433"
"V170","0.1690000","0.7710688"
"V171","0.1700000","0.7708942"
"V172","0.1710000","0.7707196"
"V173","0.172000","0.770545"
"V174","0.1730000","0.7703703"
"V175","0.1740000","0.7701956"
"V176","0.1750000","0.7700209"
"V177","0.1760000","0.7698461"
"V178","0.1770000","0.7696712"
"V179","0.1780000","0.7694963"
"V180","0.1790000","0.7693214"
"V181","0.1800000","0.7691465"
"V182","0.1810000","0.7689715"
"V183","0.1820000","0.7687964"
"V184","0.1830000","0.7686213"
"V185","0.1840000","0.7684462"
"V186","0.185000","0.768271"
"V187","0.1860000","0.7680958"
"V188","0.1870000","0.7679205"
"V189","0.1880000","0.7677452"
"V190","0.1890000","0.7675699"
"V191","0.1900000","0.7673945"
"V192","0.1910000","0.7672191"
"V193","0.1920000","0.7670436"
"V194","0.1930000","0.7668681"
"V195","0.1940000","0.7666925"
"V196","0.1950000","0.7665169"
"V197","0.1960000","0.7663413"
"V198","0.1970000","0.7661656"
"V199","0.1980000","0.7659899"
"V200","0.1990000","0.7658141"
"V201","0.2000000","0.7656383"
"V202","0.2010000","0.7654624"
"V203","0.2020000","0.7652865"
"V204","0.2030000","0.7651106"
"V205","0.2040000","0.7649346"
"V206","0.2050000","0.7647586"
"V207","0.2060000","0.7645825"
"V208","0.2070000","0.7644064"
"V209","0.2080000","0.7642302"
"V210","0.209000","0.764054"
"V211","0.2100000","0.7638778"
"V212","0.2110000","0.7637015"
"V213","0.2120000","0.7635252"
"V214","0.2130000","0.7633488"
"V215","0.2140000","0.7631724"
"V216","0.2150000","0.7629959"
"V217","0.2160000","0.7628194"
"V218","0.2170000","0.7626429"
"V219","0.2180000","0.7624663"
"V220","0.2190000","0.7622897"
"V221","0.220000","0.762113"
"V222","0.2210000","0.7619363"
"V223","0.2220000","0.7617595"
"V224","0.2230000","0.7615827"
"V225","0.2240000","0.7614058"
"V226","0.2250000","0.7612289"
"V227","0.226000","0.761052"
"V228","0.227000","0.760875"
"V229","0.228000","0.760698"
"V230","0.2290000","0.7605209"
"V231","0.2300000","0.7603438"
"V232","0.2310000","0.7601666"
"V233","0.2320000","0.7599894"
"V234","0.2330000","0.7598122"
"V235","0.2340000","0.7596349"
"V236","0.2350000","0.7594575"
"V237","0.2360000","0.7592801"
"V238","0.2370000","0.7591027"
"V239","0.2380000","0.7589252"
"V240","0.2390000","0.7587477"
"V241","0.2400000","0.7585702"
"V242","0.2410000","0.7583925"
"V243","0.2420000","0.7582149"
"V244","0.2430000","0.7580372"
"V245","0.2440000","0.7578595"
"V246","0.2450000","0.7576817"
"V247","0.2460000","0.7575038"
"V248","0.247000","0.757326"
"V249","0.248000","0.757148"
"V250","0.2490000","0.7569701"
"V251","0.2500000","0.7567921"
"V252","0.251000","0.756614"
"V253","0.2520000","0.7564359"
"V254","0.2530000","0.7562577"
"V255","0.2540000","0.7560796"
"V256","0.2550000","0.7559013"
"V257","0.256000","0.755723"
"V258","0.2570000","0.7555447"
"V259","0.2580000","0.7553663"
