"","V1","V2"
"V1","0.0","0.1"
"V2","0.001000","0.100418"
"V3","0.002000","0.100836"
"V4","0.0030000","0.1012539"
"V5","0.0040000","0.1016718"
"V6","0.0050000","0.1020898"
"V7","0.0060000","0.1025077"
"V8","0.0070000","0.1029256"
"V9","0.0080000","0.1033434"
"V10","0.0090000","0.1037613"
"V11","0.0100000","0.1041792"
"V12","0.011000","0.104597"
"V13","0.0120000","0.1050148"
"V14","0.0130000","0.1054326"
"V15","0.0140000","0.1058504"
"V16","0.0150000","0.1062682"
"V17","0.0160000","0.1066859"
"V18","0.0170000","0.1071036"
"V19","0.0180000","0.1075214"
"V20","0.0190000","0.1079391"
"V21","0.0200000","0.1083568"
"V22","0.0210000","0.1087744"
"V23","0.0220000","0.1091921"
"V24","0.0230000","0.1096098"
"V25","0.0240000","0.1100274"
"V26","0.025000","0.110445"
"V27","0.0260000","0.1108626"
"V28","0.0270000","0.1112802"
"V29","0.0280000","0.1116977"
"V30","0.0290000","0.1121153"
"V31","0.0300000","0.1125328"
"V32","0.0310000","0.1129504"
"V33","0.0320000","0.1133679"
"V34","0.0330000","0.1137853"
"V35","0.0340000","0.1142028"
"V36","0.0350000","0.1146203"
"V37","0.0360000","0.1150377"
"V38","0.0370000","0.1154551"
"V39","0.0380000","0.1158725"
"V40","0.0390000","0.1162899"
"V41","0.0400000","0.1167073"
"V42","0.0410000","0.1171247"
"V43","0.042000","0.117542"
"V44","0.0430000","0.1179594"
"V45","0.0440000","0.1183767"
"V46","0.045000","0.118794"
"V47","0.0460000","0.1192112"
"V48","0.0470000","0.1196285"
"V49","0.0480000","0.1200458"
"V50","0.049000","0.120463"
"V51","0.0500000","0.1208802"
"V52","0.0510000","0.1212974"
"V53","0.0520000","0.1217146"
"V54","0.0530000","0.1221318"
"V55","0.0540000","0.1225489"
"V56","0.055000","0.122966"
"V57","0.0560000","0.1233832"
"V58","0.0570000","0.1238003"
"V59","0.0580000","0.1242174"
"V60","0.0590000","0.1246344"
"V61","0.0600000","0.1250515"
"V62","0.0610000","0.1254685"
"V63","0.0620000","0.1258855"
"V64","0.0630000","0.1263025"
"V65","0.0640000","0.1267195"
"V66","0.0650000","0.1271365"
"V67","0.0660000","0.1275535"
"V68","0.0670000","0.1279704"
"V69","0.0680000","0.1283873"
"V70","0.0690000","0.1288042"
"V71","0.0700000","0.1292211"
"V72","0.071000","0.129638"
"V73","0.0720000","0.1300548"
"V74","0.0730000","0.1304717"
"V75","0.0740000","0.1308885"
"V76","0.0750000","0.1313053"
"V77","0.0760000","0.1317221"
"V78","0.0770000","0.1321389"
"V79","0.0780000","0.1325556"
"V80","0.0790000","0.1329723"
"V81","0.0800000","0.1333891"
"V82","0.0810000","0.1338058"
"V83","0.0820000","0.1342225"
"V84","0.0830000","0.1346391"
"V85","0.0840000","0.1350558"
"V86","0.0850000","0.1354724"
"V87","0.086000","0.135889"
"V88","0.0870000","0.1363056"
"V89","0.0880000","0.1367222"
"V90","0.0890000","0.1371388"
"V91","0.0900000","0.1375553"
"V92","0.0910000","0.1379719"
"V93","0.0920000","0.1383884"
"V94","0.0930000","0.1388049"
"V95","0.0940000","0.1392214"
"V96","0.0950000","0.1396378"
"V97","0.0960000","0.1400543"
"V98","0.0970000","0.1404707"
"V99","0.0980000","0.1408871"
"V100","0.0990000","0.1413035"
"V101","0.1000000","0.1417199"
"V102","0.1010000","0.1421362"
"V103","0.1020000","0.1425526"
"V104","0.1030000","0.1429689"
"V105","0.1040000","0.1433852"
"V106","0.1050000","0.1438015"
"V107","0.1060000","0.1442178"
"V108","0.107000","0.144634"
"V109","0.1080000","0.1450503"
"V110","0.1090000","0.1454665"
"V111","0.1100000","0.1458827"
"V112","0.1110000","0.1462989"
"V113","0.112000","0.146715"
"V114","0.1130000","0.1471312"
"V115","0.1140000","0.1475473"
"V116","0.1150000","0.1479634"
"V117","0.1160000","0.1483795"
"V118","0.1170000","0.1487956"
"V119","0.1180000","0.1492117"
"V120","0.1190000","0.1496277"
"V121","0.1200000","0.1500437"
"V122","0.1210000","0.1504597"
"V123","0.1220000","0.1508757"
"V124","0.1230000","0.1512917"
"V125","0.1240000","0.1517077"
"V126","0.1250000","0.1521236"
"V127","0.1260000","0.1525395"
"V128","0.1270000","0.1529554"
"V129","0.1280000","0.1533713"
"V130","0.1290000","0.1537871"
"V131","0.130000","0.154203"
"V132","0.1310000","0.1546188"
"V133","0.1320000","0.1550346"
"V134","0.1330000","0.1554504"
"V135","0.1340000","0.1558662"
"V136","0.1350000","0.1562819"
"V137","0.1360000","0.1566977"
"V138","0.1370000","0.1571134"
"V139","0.1380000","0.1575291"
"V140","0.1390000","0.1579448"
"V141","0.1400000","0.1583604"
"V142","0.1410000","0.1587761"
"V143","0.1420000","0.1591917"
"V144","0.1430000","0.1596073"
"V145","0.1440000","0.1600229"
"V146","0.1450000","0.1604384"
"V147","0.146000","0.160854"
"V148","0.1470000","0.1612695"
"V149","0.148000","0.161685"
"V150","0.1490000","0.1621005"
"V151","0.150000","0.162516"
